所属同花顺行业,market_code,股票代码,code
社会服务-其他社会服务-专业服务,33,300938.SZ,300938
通信-通信服务-通信应用增值服务,33,300895.SZ,300895
基础化工-橡胶制品-炭黑,17,605183.SH,605183
建筑装饰-建筑装饰-专业工程,17,603929.SH,603929
国防军工-军工装备-航空装备,33,002933.SZ,002933
电子-电子化学品-电子化学品Ⅲ,17,688549.SH,688549
传媒-文化传媒-数字媒体,17,603000.SH,603000
机械设备-通用设备-仪器仪表,17,688337.SH,688337
汽车-汽车零部件-其他汽车零部件,17,603197.SH,603197
医药生物-医疗服务-医院,33,301293.SZ,301293
钢铁-钢铁-冶钢原料,33,001203.SZ,001203
汽车-汽车零部件-其他汽车零部件,33,300707.SZ,300707
机械设备-通用设备-其他通用设备,17,688433.SH,688433
电子-半导体-数字芯片设计,33,001309.SZ,001309
电子-半导体-分立器件,17,688172.SH,688172
医药生物-中药-中药Ⅲ,33,300878.SZ,300878
计算机-计算机设备-其他计算机设备,33,300659.SZ,300659
电子-光学光电子-光学元件,33,002808.SZ,002808
计算机-IT服务-IT服务Ⅲ,17,688229.SH,688229
电子-半导体-模拟芯片设计,17,688141.SH,688141
通信-通信设备-通信终端及配件,17,688027.SH,688027
汽车-汽车零部件-车身附件及饰件,17,603306.SH,603306
建筑装饰-建筑装饰-工程咨询服务,33,000779.SZ,000779
传媒-影视院线-影视院线Ⅲ,33,300528.SZ,300528
机械设备-自动化设备-其他自动化设备,33,300461.SZ,300461
电子-半导体-分立器件,33,300831.SZ,300831
建筑装饰-建筑装饰-装饰园林,33,002163.SZ,002163
电子-半导体-数字芯片设计,33,301308.SZ,301308
电子-半导体-模拟芯片设计,17,688458.SH,688458
电子-电子化学品-电子化学品Ⅲ,17,688548.SH,688548
机械设备-通用设备-仪器仪表,17,688610.SH,688610
国防军工-军工装备-航空装备,33,302132.SZ,302132
建筑装饰-建筑装饰-装饰园林,22,603828.SH,603828
通信-通信服务-通信应用增值服务,33,300846.SZ,300846
公用事业-燃气-燃气Ⅲ,33,001331.SZ,001331
电子-光学光电子-LED,33,002638.SZ,002638
电子-半导体-半导体材料,33,301611.SZ,301611
计算机-IT服务-IT服务Ⅲ,33,300079.SZ,300079
汽车-汽车零部件-其他汽车零部件,151,920247.BJ,920247
计算机-IT服务-IT服务Ⅲ,33,300264.SZ,300264
机械设备-自动化设备-其他自动化设备,33,301360.SZ,301360
电子-消费电子-消费电子零部件及组装,33,301326.SZ,301326
电子-其他电子-其他电子Ⅲ,33,300131.SZ,300131
计算机-软件开发-横向通用软件,33,300311.SZ,300311
计算机-软件开发-横向通用软件,17,688244.SH,688244
电力设备-电池-锂电专用设备,33,300648.SZ,300648
汽车-汽车零部件-汽车电子电气系统,33,301488.SZ,301488
汽车-汽车零部件-底盘与发动机系统,33,000559.SZ,000559
机械设备-自动化设备-机器人,151,920593.BJ,920593
电子-元件-印制电路板,33,002134.SZ,002134
轻工制造-造纸-造纸Ⅲ,17,603284.SH,603284
电子-元件-印制电路板,33,300739.SZ,300739
电子-元件-被动元件,17,603738.SH,603738
医药生物-医疗器械-医疗设备,33,300753.SZ,300753
汽车-汽车零部件-其他汽车零部件,33,300473.SZ,300473
社会服务-教育-教育Ⅲ,17,600730.SH,600730
轻工制造-包装印刷-包装,33,300260.SZ,300260
传媒-影视院线-影视院线Ⅲ,17,601595.SH,601595
汽车-汽车零部件-底盘与发动机系统,33,301192.SZ,301192
汽车-汽车零部件-其他汽车零部件,17,603922.SH,603922
国防军工-军工装备-航空装备,17,600391.SH,600391
基础化工-塑料制品-改性塑料,33,002768.SZ,002768
电子-消费电子-消费电子零部件及组装,33,300868.SZ,300868
汽车-汽车零部件-底盘与发动机系统,33,002283.SZ,002283
国防军工-军工装备-航天装备,17,688282.SH,688282
机械设备-专用设备-其他专用设备,33,002837.SZ,002837
机械设备-自动化设备-机器人,17,688017.SH,688017
计算机-软件开发-垂直应用软件,33,300830.SZ,300830
综合-综合-综合Ⅲ,17,600673.SH,600673
传媒-文化传媒-出版,33,300788.SZ,300788
轻工制造-家居用品-其他家居用品,33,301595.SZ,301595
计算机-计算机设备-其他计算机设备,17,688288.SH,688288
计算机-软件开发-垂直应用软件,33,301269.SZ,301269
国防军工-军工装备-航海装备,33,300008.SZ,300008
医药生物-中药-中药Ⅲ,33,002864.SZ,002864
计算机-计算机设备-其他计算机设备,33,300645.SZ,300645
汽车-汽车零部件-汽车电子电气系统,33,002870.SZ,002870
轻工制造-造纸-造纸Ⅲ,17,600966.SH,600966
汽车-汽车零部件-底盘与发动机系统,17,600960.SH,600960
计算机-计算机设备-其他计算机设备,33,300508.SZ,300508
纺织服饰-服装家纺-服装,33,002569.SZ,002569
电子-半导体-分立器件,17,688261.SH,688261
汽车-汽车零部件-底盘与发动机系统,33,300585.SZ,300585
电力设备-电池-电池化学品,33,002058.SZ,002058
计算机-计算机设备-其他计算机设备,33,002912.SZ,002912
有色金属-金属新材料-其他金属新材料,17,603124.SH,603124
电子-半导体-半导体材料,17,688535.SH,688535
医药生物-医疗服务-医疗研发外包,33,301509.SZ,301509
环保-环境治理-综合环境治理,33,301259.SZ,301259
机械设备-轨交设备-轨交设备Ⅲ,33,001324.SZ,001324
机械设备-专用设备-其他专用设备,17,688630.SH,688630
医药生物-化学制药-化学制剂,33,300254.SZ,300254
电子-元件-印制电路板,17,603186.SH,603186
机械设备-通用设备-金属制品,33,301160.SZ,301160
建筑装饰-建筑装饰-专业工程,33,300029.SZ,300029
电力设备-电池-电池化学品,33,002709.SZ,002709
机械设备-通用设备-仪器仪表,17,688628.SH,688628
电子-光学光电子-LED,17,603685.SH,603685
电子-半导体-集成电路封测,17,688135.SH,688135
电子-光学光电子-LED,33,002654.SZ,002654
家用电器-白色家电-家电零部件,17,603311.SH,603311
家用电器-小家电-小家电Ⅲ,151,920199.BJ,920199
建筑装饰-建筑装饰-专业工程,33,300517.SZ,300517
基础化工-塑料制品-膜材料,17,688386.SH,688386
农林牧渔-养殖业-水产养殖,33,300094.SZ,300094
电子-半导体-模拟芯片设计,17,688512.SH,688512
轻工制造-包装印刷-包装,17,603607.SH,603607
基础化工-化学制品-食品及饲料添加剂,17,603079.SH,603079
建筑装饰-建筑装饰-房屋建设,17,600939.SH,600939
机械设备-专用设备-能源及重型设备,33,001225.SZ,001225
电子-元件-被动元件,33,002199.SZ,002199
国防军工-军工装备-航空装备,17,600862.SH,600862
有色金属-工业金属-铅锌,33,000688.SZ,000688
电子-半导体-集成电路制造,17,688249.SH,688249
汽车-汽车零部件-汽车电子电气系统,33,002766.SZ,002766
机械设备-专用设备-其他专用设备,17,603800.SH,603800
计算机-软件开发-横向通用软件,17,688023.SH,688023
机械设备-通用设备-其他通用设备,151,920662.BJ,920662
电力设备-电池-锂电池,17,600110.SH,600110
计算机-软件开发-横向通用软件,17,603138.SH,603138
电力设备-电池-电池化学品,17,688353.SH,688353
电力设备-光伏设备-硅料硅片,22,603398.SH,603398
交通运输-物流-物流Ⅲ,33,002800.SZ,002800
计算机-软件开发-横向通用软件,17,688201.SH,688201
计算机-IT服务-IT服务Ⅲ,151,920092.BJ,920092
社会服务-其他社会服务-专业服务,17,603373.SH,603373
汽车-汽车零部件-其他汽车零部件,17,603917.SH,603917
国防军工-军工装备-地面兵装,33,301357.SZ,301357
计算机-IT服务-IT服务Ⅲ,33,301316.SZ,301316
电子-半导体-数字芯片设计,17,688521.SH,688521
机械设备-自动化设备-激光设备,33,002008.SZ,002008
电子-元件-印制电路板,33,301628.SZ,301628
国防军工-军工装备-航天装备,17,688818.SH,688818
电子-电子化学品-电子化学品Ⅲ,17,688603.SH,688603
房地产-房地产-住宅开发,17,600748.SH,600748
电力设备-电网设备-输变电设备,17,600768.SH,600768
电力设备-电网设备-线缆部件及其他,17,600869.SH,600869
国防军工-军工装备-航空装备,33,300581.SZ,300581
轻工制造-家居用品-文娱用品,33,001368.SZ,001368
有色金属-金属新材料-其他金属新材料,151,920152.BJ,920152
交通运输-公路铁路运输-公交,17,603069.SH,603069
电子-半导体-模拟芯片设计,17,688653.SH,688653
医药生物-医疗器械-体外诊断,17,688656.SH,688656
电子-半导体-半导体设备,17,688072.SH,688072
国防军工-军工装备-航空装备,17,600372.SH,600372
电力设备-电机-电机Ⅲ,151,920100.BJ,920100
国防军工-军工装备-航天装备,17,688066.SH,688066
电力设备-光伏设备-光伏加工设备,17,688556.SH,688556
家用电器-小家电-小家电Ⅲ,33,001259.SZ,001259
机械设备-专用设备-其他专用设备,33,300549.SZ,300549
建筑装饰-建筑装饰-基础建设,22,603843.SH,603843
房地产-房地产-住宅开发,33,000006.SZ,000006
国防军工-军工装备-航空装备,17,688708.SH,688708
社会服务-旅游及酒店-酒店,17,601007.SH,601007
计算机-IT服务-IT服务Ⅲ,33,300440.SZ,300440
轻工制造-包装印刷-包装,33,002787.SZ,002787
电子-半导体-半导体设备,17,688037.SH,688037
机械设备-自动化设备-其他自动化设备,17,688306.SH,688306
计算机-IT服务-IT服务Ⅲ,17,600476.SH,600476
计算机-软件开发-横向通用软件,17,688171.SH,688171
电子-电子化学品-电子化学品Ⅲ,17,603078.SH,603078
基础化工-化学制品-其他化学制品,17,688350.SH,688350
国防军工-军工装备-航空装备,151,920642.BJ,920642
电子-光学光电子-LED,33,300889.SZ,300889
电子-半导体-数字芯片设计,17,688107.SH,688107
计算机-IT服务-IT服务Ⅲ,17,688004.SH,688004
机械设备-工程机械-工程机械Ⅲ,151,920002.BJ,920002
传媒-影视院线-影视院线Ⅲ,33,002739.SZ,002739
电子-光学光电子-光学元件,17,688322.SH,688322
机械设备-自动化设备-机器人,33,300853.SZ,300853
电子-半导体-数字芯片设计,17,688620.SH,688620
环保-环境治理-水务及水治理,33,301148.SZ,301148
食品饮料-饮料制造-软饮料,17,603156.SH,603156
计算机-软件开发-横向通用软件,33,300579.SZ,300579
电子-半导体-半导体设备,33,002371.SZ,002371
机械设备-通用设备-其他通用设备,33,301311.SZ,301311
机械设备-通用设备-其他通用设备,17,688448.SH,688448
国防军工-军工电子-军工电子Ⅲ,33,002214.SZ,002214
机械设备-专用设备-其他专用设备,17,688328.SH,688328
基础化工-化学制品-其他化学制品,17,603683.SH,603683
国防军工-军工装备-航空装备,151,920006.BJ,920006
基础化工-化学制品-其他化学制品,17,603334.SH,603334
建筑装饰-建筑装饰-装饰园林,17,603316.SH,603316
农林牧渔-养殖业-海洋捕捞,17,600097.SH,600097
医药生物-医疗器械-医疗设备,17,688626.SH,688626
国防军工-军工电子-军工电子Ⅲ,17,688011.SH,688011
计算机-计算机设备-其他计算机设备,33,002268.SZ,002268
计算机-软件开发-横向通用软件,17,600288.SH,600288
电子-光学光电子-面板,33,300545.SZ,300545
基础化工-化学制品-其他化学制品,17,688398.SH,688398
基础化工-化学制品-有机硅,17,603155.SH,603155
汽车-汽车零部件-底盘与发动机系统,151,920418.BJ,920418
基础化工-化学制品-其他化学制品,33,300169.SZ,300169
电子-半导体-半导体设备,17,688361.SH,688361
农林牧渔-养殖业-动物保健,151,920729.BJ,920729
环保-环境治理-固废治理,33,001230.SZ,001230
计算机-软件开发-横向通用软件,17,688225.SH,688225
计算机-软件开发-垂直应用软件,33,002405.SZ,002405
计算机-计算机设备-其他计算机设备,33,300302.SZ,300302
机械设备-通用设备-仪器仪表,33,300417.SZ,300417
建筑材料-建筑材料-其他建材,17,603038.SH,603038
计算机-计算机设备-其他计算机设备,33,300368.SZ,300368
机械设备-工程机械-工程机械Ⅲ,17,603638.SH,603638
建筑装饰-建筑装饰-工程咨询服务,33,300668.SZ,300668
电子-消费电子-消费电子零部件及组装,151,920876.BJ,920876
房地产-房地产-住宅开发,17,600376.SH,600376
轻工制造-造纸-造纸Ⅲ,33,002235.SZ,002235
汽车-汽车服务及其他-其他运输设备,17,603776.SH,603776
电力设备-电池-锂电专用设备,17,688392.SH,688392
汽车-汽车零部件-车身附件及饰件,33,001260.SZ,001260
轻工制造-造纸-造纸Ⅲ,17,603165.SH,603165
电子-电子化学品-电子化学品Ⅲ,33,300655.SZ,300655
国防军工-军工电子-军工电子Ⅲ,17,688175.SH,688175
基础化工-化学制品-涂料油墨,17,688157.SH,688157
机械设备-专用设备-其他专用设备,33,300499.SZ,300499
机械设备-专用设备-其他专用设备,151,920026.BJ,920026
机械设备-通用设备-金属制品,33,001306.SZ,001306
计算机-IT服务-IT服务Ⅲ,33,300300.SZ,300300
基础化工-橡胶制品-其他橡胶制品,17,603650.SH,603650
环保-环保设备-环保设备Ⅲ,33,300137.SZ,300137
汽车-汽车零部件-底盘与发动机系统,22,603007.SH,603007
轻工制造-包装印刷-包装,33,003018.SZ,003018
基础化工-农化制品-复合肥,151,920159.BJ,920159
计算机-软件开发-垂直应用软件,17,688038.SH,688038
计算机-IT服务-IT服务Ⅲ,17,688207.SH,688207
机械设备-通用设备-其他通用设备,17,688251.SH,688251
电子-半导体-数字芯片设计,17,688259.SH,688259
建筑装饰-建筑装饰-基础建设,33,002307.SZ,002307
电子-光学光电子-LED,33,300301.SZ,300301
医药生物-医疗服务-其他医疗服务,33,301235.SZ,301235
环保-环境治理-水务及水治理,33,301203.SZ,301203
电子-光学光电子-LED,33,301002.SZ,301002
医药生物-中药-中药Ⅲ,33,002198.SZ,002198
电力设备-电池-锂电专用设备,151,920522.BJ,920522
汽车-汽车零部件-轮胎轮毂,33,000599.SZ,000599
计算机-软件开发-垂直应用软件,33,300469.SZ,300469
汽车-汽车零部件-车身附件及饰件,33,001278.SZ,001278
国防军工-军工电子-军工电子Ⅲ,22,688511.SH,688511
食品饮料-饮料制造-啤酒,33,000752.SZ,000752
建筑装饰-建筑装饰-专业工程,33,002135.SZ,002135
银行-银行-股份制银行,17,600015.SH,600015
基础化工-化学制品-其他化学制品,17,688625.SH,688625
国防军工-军工装备-航海装备,33,300600.SZ,300600
机械设备-通用设备-机床工具,17,603088.SH,603088
基础化工-化学纤维-粘胶,17,600889.SH,600889
汽车-汽车零部件-车身附件及饰件,151,920906.BJ,920906
机械设备-通用设备-金属制品,151,920510.BJ,920510
社会服务-旅游及酒店-旅游综合,33,000796.SZ,000796
交通运输-物流-物流Ⅲ,33,002769.SZ,002769
商贸零售-零售-商业物业经营,33,002177.SZ,002177
机械设备-通用设备-仪器仪表,33,300371.SZ,300371
电子-半导体-数字芯片设计,17,688279.SH,688279
公用事业-电力-水电,17,600292.SH,600292
汽车-汽车零部件-底盘与发动机系统,33,300375.SZ,300375
汽车-汽车服务及其他-其他运输设备,33,002105.SZ,002105
轻工制造-家居用品-其他家居用品,17,603272.SH,603272
国防军工-军工电子-军工电子Ⅲ,17,688552.SH,688552
商贸零售-贸易-贸易Ⅲ,17,600725.SH,600725
基础化工-化学制品-氟化工,33,002407.SZ,002407
电子-元件-印制电路板,17,688519.SH,688519
传媒-游戏-游戏Ⅲ,17,603258.SH,603258
轻工制造-包装印刷-包装,33,002831.SZ,002831
机械设备-专用设备-其他专用设备,17,603081.SH,603081
轻工制造-家居用品-定制家居,33,301227.SZ,301227
社会服务-旅游及酒店-人工景点,17,600593.SH,600593
计算机-软件开发-垂直应用软件,33,002261.SZ,002261
医药生物-化学制药-化学制剂,33,301281.SZ,301281
食品饮料-食品加工制造-肉制品,33,002840.SZ,002840
石油石化-石油加工贸易-石油加工,33,000985.SZ,000985
医药生物-化学制药-原料药,17,688758.SH,688758
机械设备-通用设备-仪器仪表,17,605056.SH,605056
机械设备-专用设备-其他专用设备,17,688755.SH,688755
国防军工-军工装备-航空装备,17,688070.SH,688070
电力设备-电池-其他电池,151,920627.BJ,920627
汽车-汽车零部件-底盘与发动机系统,17,600148.SH,600148
计算机-IT服务-IT服务Ⅲ,33,300020.SZ,300020
计算机-计算机设备-安防设备,33,002835.SZ,002835
电子-其他电子-其他电子Ⅲ,33,300475.SZ,300475
汽车-汽车零部件-车身附件及饰件,17,603048.SH,603048
计算机-软件开发-垂直应用软件,17,688479.SH,688479
计算机-IT服务-IT服务Ⅲ,33,300017.SZ,300017
电子-光学光电子-面板,33,301045.SZ,301045
电子-半导体-数字芯片设计,17,603986.SH,603986
机械设备-通用设备-金属制品,151,920169.BJ,920169
医药生物-医疗器械-医疗设备,17,688607.SH,688607
国防军工-军工装备-航空装备,17,688297.SH,688297
电子-半导体-数字芯片设计,17,688252.SH,688252
传媒-文化传媒-出版,17,603096.SH,603096
电子-半导体-集成电路制造,17,688347.SH,688347
汽车-汽车零部件-底盘与发动机系统,17,603161.SH,603161
基础化工-化学制品-民爆用品,33,002246.SZ,002246
电子-半导体-半导体材料,17,688721.SH,688721
电子-其他电子-其他电子Ⅲ,33,300516.SZ,300516
电子-消费电子-消费电子零部件及组装,17,603626.SH,603626
医药生物-医疗服务-医疗研发外包,17,600721.SH,600721
环保-环境治理-水务及水治理,22,605081.SH,605081
基础化工-塑料制品-改性塑料,17,688669.SH,688669
纺织服饰-纺织制造-其他纺织,17,601599.SH,601599
电力设备-电机-电机Ⅲ,17,603819.SH,603819
计算机-软件开发-横向通用软件,33,300352.SZ,300352
通信-通信设备-通信终端及配件,17,688592.SH,688592
基础化工-化学原料-无机盐,33,003017.SZ,003017
基础化工-化学制品-其他化学制品,33,002971.SZ,002971
食品饮料-饮料制造-啤酒,33,000929.SZ,000929
农林牧渔-农产品加工-果蔬加工,33,000972.SZ,000972
农林牧渔-养殖业-动物保健,33,002868.SZ,002868
轻工制造-家居用品-其他家居用品,33,001211.SZ,001211
电力设备-电池-电池化学品,33,000695.SZ,000695
国防军工-军工装备-地面兵装,17,600184.SH,600184
机械设备-工程机械-工程机械Ⅲ,151,920706.BJ,920706
计算机-计算机设备-其他计算机设备,33,300551.SZ,300551
建筑装饰-建筑装饰-装饰园林,33,002989.SZ,002989
建筑装饰-建筑装饰-工程咨询服务,33,300983.SZ,300983
建筑装饰-建筑装饰-工程咨询服务,33,300635.SZ,300635
房地产-房地产-住宅开发,17,600708.SH,600708
建筑装饰-建筑装饰-装饰园林,33,001267.SZ,001267
电子-其他电子-其他电子Ⅲ,33,300736.SZ,300736
电力设备-电机-电机Ⅲ,33,300626.SZ,300626
汽车-汽车零部件-汽车电子电气系统,151,920436.BJ,920436
电子-消费电子-消费电子零部件及组装,17,603341.SH,603341
医药生物-医疗服务-医院,33,002173.SZ,002173
通信-通信设备-通信网络设备及器件,17,603421.SH,603421
电力设备-电机-电机Ⅲ,33,003021.SZ,003021
有色金属-金属新材料-其他金属新材料,151,920751.BJ,920751
纺织服饰-纺织制造-棉纺,17,600493.SH,600493
交通运输-物流-物流Ⅲ,22,603813.SH,603813
环保-环境治理-固废治理,33,301305.SZ,301305
机械设备-自动化设备-机器人,33,300607.SZ,300607
医药生物-中药-中药Ⅲ,33,300147.SZ,300147
医药生物-化学制药-化学制剂,33,300006.SZ,300006
有色金属-能源金属-锂,33,002756.SZ,002756
机械设备-通用设备-仪器仪表,33,301197.SZ,301197
汽车-汽车零部件-底盘与发动机系统,33,300580.SZ,300580
有色金属-工业金属-铝,17,600615.SH,600615
电子-电子化学品-电子化学品Ⅲ,33,002741.SZ,002741
机械设备-通用设备-仪器仪表,17,688528.SH,688528
电子-光学光电子-LED,33,300219.SZ,300219
