股票代码,code,所属同花顺行业,market_code
000783.SZ,000783,非银金融-证券-证券Ⅲ,33
605369.SH,605369,医药生物-医疗器械-医疗耗材,17
000042.SZ,000042,房地产-房地产-住宅开发,33
600843.SH,600843,机械设备-专用设备-纺织服装设备,17
603335.SH,603335,汽车-汽车零部件-轮胎轮毂,17
603210.SH,603210,汽车-汽车零部件-其他汽车零部件,17
002141.SZ,002141,电子-元件-印制电路板,33
603938.SH,603938,基础化工-化学原料-其他化学原料,17
600707.SH,600707,电子-光学光电子-面板,17
600171.SH,600171,电子-半导体-模拟芯片设计,17
000813.SZ,000813,医药生物-化学制药-化学制剂,33
002068.SZ,002068,基础化工-橡胶制品-炭黑,33
605377.SH,605377,轻工制造-造纸-造纸Ⅲ,17
603015.SH,603015,机械设备-自动化设备-工控设备,17
002976.SZ,002976,汽车-汽车零部件-其他汽车零部件,33
002374.SZ,002374,轻工制造-包装印刷-包装,33
000070.SZ,000070,通信-通信设备-通信线缆及配套,33
601869.SH,601869,通信-通信设备-通信线缆及配套,17
300623.SZ,300623,电子-半导体-分立器件,33
001225.SZ,001225,机械设备-专用设备-能源及重型设备,33
002871.SZ,002871,机械设备-通用设备-金属制品,33
603407.SH,603407,有色金属-小金属-其他小金属,17
002962.SZ,002962,电子-光学光电子-光学元件,33
600172.SH,600172,机械设备-通用设备-磨具磨料,17
000551.SZ,000551,环保-环保设备-环保设备Ⅲ,33
600360.SH,600360,电子-半导体-分立器件,17
603122.SH,603122,医药生物-医药商业-医药流通,17
000691.SZ,000691,基础化工-化学原料-其他化学原料,33
600397.SH,600397,机械设备-专用设备-能源及重型设备,17
002008.SZ,002008,机械设备-自动化设备-激光设备,33
002584.SZ,002584,电子-电子化学品-电子化学品Ⅲ,33
605580.SH,605580,公用事业-电力-热力,17
600506.SH,600506,石油石化-石油加工贸易-石油加工,17
000756.SZ,000756,医药生物-化学制药-原料药,33
600470.SH,600470,基础化工-农化制品-磷肥及磷化工,17
002014.SZ,002014,轻工制造-包装印刷-包装,33
600777.SH,600777,石油石化-油气开采及服务-油气开采,17
605366.SH,605366,基础化工-化学制品-有机硅,17
603466.SH,603466,传媒-文化传媒-数字媒体,17
002167.SZ,002167,有色金属-小金属-其他小金属,33
002728.SZ,002728,医药生物-中药-中药Ⅲ,33
000566.SZ,000566,医药生物-化学制药-化学制剂,33
603725.SH,603725,轻工制造-家居用品-瓷砖地板,17
603318.SH,603318,公用事业-燃气-燃气Ⅲ,17
002522.SZ,002522,基础化工-塑料制品-膜材料,33
002370.SZ,002370,医药生物-化学制药-化学制剂,33
002453.SZ,002453,基础化工-化学制品-其他化学制品,33
600488.SH,600488,医药生物-化学制药-化学制剂,17
600851.SH,600851,医药生物-化学制药-化学制剂,17
600743.SH,600743,商贸零售-零售-商业物业经营,17
000571.SZ,000571,煤炭-煤炭开采加工-煤炭开采,33
002031.SZ,002031,机械设备-专用设备-其他专用设备,33
002420.SZ,002420,汽车-汽车零部件-车身附件及饰件,33
600881.SH,600881,综合-综合-综合Ⅲ,17
002038.SZ,002038,医药生物-化学制药-化学制剂,33
002047.SZ,002047,建筑装饰-建筑装饰-装饰园林,33
600405.SH,600405,电力设备-其他电源设备-其他电源设备Ⅲ,17
002021.SZ,002021,机械设备-专用设备-纺织服装设备,33
600909.SH,600909,非银金融-证券-证券Ⅲ,17
000882.SZ,000882,商贸零售-零售-商业物业经营,33
688336.SH,688336,医药生物-生物制品-其他生物制品,17
688313.SH,688313,通信-通信设备-通信网络设备及器件,17
300200.SZ,300200,基础化工-化学制品-聚氨酯,33
300723.SZ,300723,医药生物-化学制药-化学制剂,33
920273.BJ,920273,食品饮料-食品加工制造-其他食品,151
301098.SZ,301098,建筑装饰-建筑装饰-装饰园林,33
001267.SZ,001267,通信-通信设备-通信网络设备及器件,33
688671.SH,688671,环保-环保设备-环保设备Ⅲ,17
002392.SZ,002392,建筑材料-建筑材料-耐火材料,33
301055.SZ,301055,轻工制造-家居用品-其他家居用品,33
301111.SZ,301111,医药生物-中药-中药Ⅲ,33
688147.SH,688147,电子-半导体-半导体设备,17
300302.SZ,300302,计算机-计算机设备-其他计算机设备,33
603916.SH,603916,基础化工-化学制品-其他化学制品,17
300497.SZ,300497,医药生物-化学制药-原料药,33
688133.SH,688133,基础化工-化学制品-其他化学制品,17
920735.BJ,920735,医药生物-化学制药-化学制剂,151
300692.SZ,300692,环保-环境治理-水务及水治理,33
301233.SZ,301233,汽车-汽车零部件-底盘与发动机系统,33
002653.SZ,002653,医药生物-化学制药-化学制剂,33
603607.SH,603607,轻工制造-包装印刷-包装,17
603727.SH,603727,石油石化-油气开采及服务-油服工程,17
920139.BJ,920139,电子-半导体-集成电路封测,151
300636.SZ,300636,医药生物-化学制药-原料药,33
301020.SZ,301020,汽车-汽车零部件-底盘与发动机系统,33
301027.SZ,301027,建筑装饰-建筑装饰-工程咨询服务,33
000721.SZ,000721,社会服务-旅游及酒店-餐饮,33
301379.SZ,301379,电子-光学光电子-面板,33
603895.SH,603895,机械设备-专用设备-其他专用设备,17
000050.SZ,000050,电子-光学光电子-面板,33
301071.SZ,301071,基础化工-非金属材料-非金属材料Ⅲ,33
301512.SZ,301512,机械设备-自动化设备-其他自动化设备,33
920344.BJ,920344,医药生物-生物制品-其他生物制品,151
002788.SZ,002788,医药生物-医药商业-医药流通,33
603351.SH,603351,医药生物-化学制药-原料药,17
601339.SH,601339,纺织服饰-纺织制造-棉纺,17
301279.SZ,301279,机械设备-工程机械-工程机械Ⅲ,33
300195.SZ,300195,机械设备-专用设备-印刷包装机械,33
920181.BJ,920181,电子-其他电子-其他电子Ⅲ,151
688350.SH,688350,基础化工-化学制品-其他化学制品,17
688222.SH,688222,医药生物-医疗服务-医疗研发外包,17
603261.SH,603261,国防军工-军工装备-航空装备,17
002397.SZ,002397,纺织服饰-服装家纺-家纺,33
301309.SZ,301309,机械设备-通用设备-金属制品,33
301135.SZ,301135,家用电器-白色家电-家电零部件,33
605111.SH,605111,电子-半导体-分立器件,17
000672.SZ,000672,建筑材料-建筑材料-水泥,33
300086.SZ,300086,医药生物-化学制药-化学制剂,33
605133.SH,605133,汽车-汽车零部件-底盘与发动机系统,17
300067.SZ,300067,基础化工-化学制品-纺织化学用品,33
301581.SZ,301581,汽车-汽车零部件-汽车电子电气系统,33
688443.SH,688443,医药生物-生物制品-其他生物制品,17
300440.SZ,300440,计算机-IT服务-IT服务Ⅲ,33
300592.SZ,300592,商贸零售-互联网电商-互联网电商Ⅲ,33
920808.BJ,920808,计算机-计算机设备-其他计算机设备,151
301448.SZ,301448,机械设备-通用设备-其他通用设备,33
920547.BJ,920547,医药生物-化学制药-原料药,151
688367.SH,688367,机械设备-轨交设备-轨交设备Ⅲ,17
603917.SH,603917,汽车-汽车零部件-其他汽车零部件,17
002101.SZ,002101,汽车-汽车零部件-其他汽车零部件,33
000545.SZ,000545,基础化工-化学原料-钛白粉,33
688251.SH,688251,机械设备-通用设备-其他通用设备,17
603520.SH,603520,医药生物-化学制药-原料药,17
603716.SH,603716,医药生物-医药商业-医药流通,17
603356.SH,603356,机械设备-专用设备-楼宇设备,17
002668.SZ,002668,家用电器-白色家电-冰洗,33
600877.SH,600877,电子-半导体-模拟芯片设计,17
000859.SZ,000859,基础化工-塑料制品-膜材料,33
000530.SZ,000530,机械设备-通用设备-制冷空调设备,33
601162.SH,601162,非银金融-证券-证券Ⅲ,17
002831.SZ,002831,轻工制造-包装印刷-包装,33
688130.SH,688130,电子-半导体-模拟芯片设计,17
920407.BJ,920407,机械设备-通用设备-仪器仪表,151
920218.BJ,920218,轻工制造-家居用品-其他家居用品,151
000751.SZ,000751,有色金属-工业金属-铅锌,33
920510.BJ,920510,机械设备-通用设备-金属制品,151
688082.SH,688082,电子-半导体-半导体设备,17
920118.BJ,920118,电力设备-电网设备-线缆部件及其他,151
605288.SH,605288,机械设备-自动化设备-工控设备,17
920223.BJ,920223,机械设备-通用设备-金属制品,151
600976.SH,600976,医药生物-中药-中药Ⅲ,17
603232.SH,603232,计算机-软件开发-横向通用软件,17
600977.SH,600977,传媒-影视院线-影视院线Ⅲ,17
688345.SH,688345,电力设备-电池-锂电池,17
603350.SH,603350,电力设备-电机-电机Ⅲ,17
002209.SZ,002209,机械设备-专用设备-印刷包装机械,33
688646.SH,688646,机械设备-自动化设备-激光设备,22
600867.SH,600867,医药生物-生物制品-其他生物制品,17
301501.SZ,301501,轻工制造-家居用品-其他家居用品,33
300436.SZ,300436,医药生物-化学制药-化学制剂,33
603120.SH,603120,基础化工-化学制品-其他化学制品,17
688085.SH,688085,医药生物-医疗器械-医疗耗材,17
688659.SH,688659,基础化工-化学制品-其他化学制品,17
603223.SH,603223,石油石化-石油加工贸易-油品石化贸易,17
920575.BJ,920575,医药生物-生物制品-疫苗,151
002346.SZ,002346,电力设备-电网设备-输变电设备,33
605305.SH,605305,机械设备-工程机械-工程机械Ⅲ,17
920180.BJ,920180,医药生物-医疗器械-医疗耗材,151
300087.SZ,300087,农林牧渔-种植业与林业-种子生产,33
920017.BJ,920017,医药生物-化学制药-化学制剂,151
300659.SZ,300659,计算机-计算机设备-其他计算机设备,33
301290.SZ,301290,医药生物-医疗器械-医疗耗材,33
605066.SH,605066,电力设备-电网设备-输变电设备,17
688759.SH,688759,医药生物-化学制药-化学制剂,17
300187.SZ,300187,环保-环境治理-综合环境治理,33
002529.SZ,002529,机械设备-专用设备-其他专用设备,33
688221.SH,688221,医药生物-化学制药-化学制剂,17
603856.SH,603856,建筑材料-建筑材料-管材,17
300780.SZ,300780,机械设备-通用设备-金属制品,33
605011.SH,605011,公用事业-电力-热力,17
920693.BJ,920693,机械设备-通用设备-金属制品,151
600409.SH,600409,基础化工-化学原料-纯碱,17
002940.SZ,002940,医药生物-化学制药-化学制剂,33
300499.SZ,300499,机械设备-专用设备-其他专用设备,33
600130.SH,600130,电子-消费电子-消费电子零部件及组装,17
601872.SH,601872,交通运输-港口航运-航运,17
300181.SZ,300181,医药生物-中药-中药Ⅲ,33
688699.SH,688699,电子-半导体-模拟芯片设计,17
002200.SZ,002200,建筑装饰-建筑装饰-装饰园林,33
920188.BJ,920188,基础化工-橡胶制品-其他橡胶制品,151
688729.SH,688729,电子-半导体-半导体设备,17
600353.SH,600353,电子-其他电子-其他电子Ⅲ,17
000703.SZ,000703,基础化工-化学纤维-涤纶,33
300878.SZ,300878,医药生物-中药-中药Ⅲ,33
600071.SH,600071,电子-光学光电子-光学元件,17
002076.SZ,002076,电子-光学光电子-LED,33
603980.SH,603980,基础化工-化学制品-纺织化学用品,17
301633.SZ,301633,机械设备-自动化设备-工控设备,33
920083.BJ,920083,基础化工-非金属材料-非金属材料Ⅲ,151
301230.SZ,301230,医药生物-医疗服务-医疗研发外包,33
003011.SZ,003011,轻工制造-家居用品-瓷砖地板,33
002837.SZ,002837,机械设备-专用设备-其他专用设备,33
300420.SZ,300420,机械设备-通用设备-其他通用设备,33
300656.SZ,300656,电子-其他电子-其他电子Ⅲ,33
300889.SZ,300889,电子-光学光电子-LED,33
301201.SZ,301201,医药生物-医疗服务-医疗研发外包,33
920030.BJ,920030,汽车-汽车服务及其他-汽车服务,151
688418.SH,688418,通信-通信设备-其他通信设备,17
300716.SZ,300716,电力设备-光伏设备-光伏电池组件,33
688046.SH,688046,医药生物-医疗服务-医疗研发外包,17
300683.SZ,300683,医药生物-医疗服务-医疗研发外包,33
002698.SZ,002698,机械设备-自动化设备-机器人,33
603339.SH,603339,机械设备-通用设备-金属制品,17
000755.SZ,000755,交通运输-公路铁路运输-高速公路,33
605151.SH,605151,汽车-汽车零部件-车身附件及饰件,17
605116.SH,605116,医药生物-化学制药-原料药,17
603276.SH,603276,基础化工-化学原料-其他化学原料,17
002774.SZ,002774,机械设备-专用设备-楼宇设备,33
603879.SH,603879,基础化工-塑料制品-合成树脂,17
688356.SH,688356,医药生物-化学制药-原料药,17
000962.SZ,000962,有色金属-小金属-其他小金属,33
300051.SZ,300051,电力设备-光伏设备-光伏电池组件,33
002297.SZ,002297,国防军工-军工装备-航空装备,33
300849.SZ,300849,美容护理-美容护理-化妆品,33
600965.SH,600965,农林牧渔-养殖业-其他养殖,22
600187.SH,600187,环保-环境治理-水务及水治理,22
601066.SH,601066,非银金融-证券-证券Ⅲ,17
002986.SZ,002986,石油石化-石油加工贸易-石油加工,33
688073.SH,688073,医药生物-医疗服务-医疗研发外包,17
002717.SZ,002717,环保-环境治理-综合环境治理,33
001359.SZ,001359,基础化工-非金属材料-非金属材料Ⅲ,33
603208.SH,603208,轻工制造-家居用品-定制家居,17
000056.SZ,000056,商贸零售-零售-商业物业经营,33
600892.SH,600892,传媒-游戏-游戏Ⅲ,22
300238.SZ,300238,医药生物-医疗器械-医疗耗材,33
002755.SZ,002755,医药生物-化学制药-化学制剂,33
002768.SZ,002768,基础化工-塑料制品-改性塑料,33
300911.SZ,300911,家用电器-厨卫电器-厨卫电器Ⅲ,33
688293.SH,688293,医药生物-医疗服务-医疗研发外包,17
002785.SZ,002785,建筑材料-建筑材料-其他建材,33
600238.SH,600238,食品饮料-饮料制造-其他酒类,22
002864.SZ,002864,医药生物-中药-中药Ⅲ,33
688117.SH,688117,医药生物-化学制药-化学制剂,17
300702.SZ,300702,医药生物-化学制药-原料药,33
920819.BJ,920819,基础化工-农化制品-农药,151
603010.SH,603010,基础化工-化学制品-其他化学制品,17
600080.SH,600080,医药生物-中药-中药Ⅲ,22
600818.SH,600818,汽车-汽车服务及其他-其他运输设备,22
300992.SZ,300992,机械设备-通用设备-其他通用设备,33
000632.SZ,000632,综合-综合-综合Ⅲ,33
002822.SZ,002822,房地产-房地产-房地产服务,33
301548.SZ,301548,机械设备-通用设备-金属制品,33
000518.SZ,000518,医药生物-生物制品-其他生物制品,33
688197.SH,688197,医药生物-化学制药-化学制剂,17
002437.SZ,002437,医药生物-化学制药-化学制剂,33
603663.SH,603663,基础化工-非金属材料-非金属材料Ⅲ,17
002592.SZ,002592,汽车-汽车零部件-底盘与发动机系统,33
301616.SZ,301616,机械设备-通用设备-其他通用设备,33
688795.SH,688795,电子-半导体-数字芯片设计,17
600460.SH,600460,电子-半导体-模拟芯片设计,17
688106.SH,688106,电子-电子化学品-电子化学品Ⅲ,17
603595.SH,603595,电子-消费电子-消费电子零部件及组装,22
002289.SZ,002289,通信-通信服务-通信应用增值服务,33
300905.SZ,300905,基础化工-化学纤维-其他纤维,33
301509.SZ,301509,医药生物-医疗服务-医疗研发外包,33
603021.SH,603021,轻工制造-家居用品-其他家居用品,22
600365.SH,600365,商贸零售-互联网电商-互联网电商Ⅲ,22
605336.SH,605336,家用电器-厨卫电器-厨卫电器Ⅲ,22
603789.SH,603789,机械设备-专用设备-农用机械,22
002198.SZ,002198,医药生物-中药-中药Ⅲ,33
603718.SH,603718,医药生物-医疗器械-医疗耗材,22
002468.SZ,002468,交通运输-物流-物流Ⅲ,33
600243.SH,600243,机械设备-通用设备-其他通用设备,22
600119.SH,600119,交通运输-物流-物流Ⅲ,22
300401.SZ,300401,医药生物-化学制药-原料药,33
603330.SH,603330,基础化工-塑料制品-其他塑料制品,17
002424.SZ,002424,医药生物-中药-中药Ⅲ,33
002773.SZ,002773,医药生物-生物制品-其他生物制品,33
688712.SH,688712,医药生物-医疗器械-医疗耗材,17
603906.SH,603906,电力设备-电池-电池化学品,17
301395.SZ,301395,基础化工-塑料制品-合成树脂,33
688249.SH,688249,电子-半导体-集成电路制造,17
002211.SZ,002211,基础化工-化学制品-有机硅,33
600337.SH,600337,轻工制造-家居用品-成品家居,22
688766.SH,688766,电子-半导体-数字芯片设计,17
600423.SH,600423,基础化工-化学原料-其他化学原料,22
301130.SZ,301130,医药生物-化学制药-化学制剂,33
300899.SZ,300899,环保-环境治理-水务及水治理,33
002726.SZ,002726,食品饮料-食品加工制造-肉制品,33
600483.SH,600483,公用事业-电力-电能综合服务,17
300916.SZ,300916,电子-消费电子-消费电子零部件及组装,33
603055.SH,603055,纺织服饰-纺织制造-其他纺织,17
600594.SH,600594,医药生物-中药-中药Ⅲ,17
002323.SZ,002323,建筑装饰-建筑装饰-专业工程,33
603023.SH,603023,汽车-汽车零部件-汽车电子电气系统,17
688022.SH,688022,机械设备-专用设备-其他专用设备,22
600476.SH,600476,计算机-IT服务-IT服务Ⅲ,22
920765.BJ,920765,轻工制造-家居用品-成品家居,151
688658.SH,688658,医药生物-化学制药-化学制剂,17
300295.SZ,300295,传媒-文化传媒-数字媒体,33
300564.SZ,300564,建筑装饰-建筑装饰-工程咨询服务,33
301207.SZ,301207,医药生物-生物制品-疫苗,33
688253.SH,688253,医药生物-医疗器械-体外诊断,17
688212.SH,688212,医药生物-医疗器械-医疗设备,17
603201.SH,603201,机械设备-通用设备-其他通用设备,17
301575.SZ,301575,轻工制造-家居用品-其他家居用品,33
300689.SZ,300689,通信-通信设备-通信终端及配件,33
600706.SH,600706,社会服务-旅游及酒店-人工景点,17
300190.SZ,300190,环保-环境治理-综合环境治理,33
920504.BJ,920504,医药生物-医疗器械-医疗设备,151
605180.SH,605180,纺织服饰-纺织制造-其他纺织,17
600593.SH,600593,社会服务-旅游及酒店-人工景点,17
920009.BJ,920009,医药生物-医疗器械-体外诊断,151
920267.BJ,920267,电子-消费电子-消费电子零部件及组装,151
002826.SZ,002826,医药生物-化学制药-化学制剂,33
002399.SZ,002399,医药生物-化学制药-化学制剂,33
301489.SZ,301489,电子-电子化学品-电子化学品Ⅲ,33
688131.SH,688131,医药生物-医疗服务-医疗研发外包,17
688486.SH,688486,电子-半导体-数字芯片设计,17
920895.BJ,920895,机械设备-专用设备-农用机械,151
920433.BJ,920433,医药生物-中药-中药Ⅲ,151
301218.SZ,301218,计算机-IT服务-IT服务Ⅲ,33
002875.SZ,002875,纺织服饰-服装家纺-服装,33
688166.SH,688166,医药生物-化学制药-原料药,17
688565.SH,688565,环保-环境治理-水务及水治理,17
002388.SZ,002388,电子-其他电子-其他电子Ⅲ,33
300572.SZ,300572,机械设备-通用设备-仪器仪表,33
600955.SH,600955,基础化工-化学原料-其他化学原料,17
605009.SH,605009,美容护理-美容护理-个护用品,17
002418.SZ,002418,家用电器-白色家电-家电零部件,33
002657.SZ,002657,计算机-IT服务-IT服务Ⅲ,33
300906.SZ,300906,机械设备-轨交设备-轨交设备Ⅲ,33
002560.SZ,002560,电力设备-电网设备-线缆部件及其他,33
300695.SZ,300695,汽车-汽车零部件-轮胎轮毂,33
000915.SZ,000915,医药生物-化学制药-化学制剂,33
002536.SZ,002536,汽车-汽车零部件-底盘与发动机系统,33
300561.SZ,300561,计算机-软件开发-垂直应用软件,33
301611.SZ,301611,电子-半导体-半导体材料,33
688045.SH,688045,电子-半导体-模拟芯片设计,17
688469.SH,688469,电子-半导体-集成电路制造,17
688809.SH,688809,电子-半导体-半导体设备,17
603341.SH,603341,电子-消费电子-消费电子零部件及组装,17
600961.SH,600961,有色金属-贵金属-贵金属Ⅲ,17
688029.SH,688029,医药生物-医疗器械-医疗耗材,17
002090.SZ,002090,电力设备-电网设备-电气自控设备,33
603950.SH,603950,汽车-汽车零部件-底盘与发动机系统,17
002899.SZ,002899,轻工制造-家居用品-文娱用品,33
300270.SZ,300270,计算机-计算机设备-安防设备,33
920230.BJ,920230,医药生物-化学制药-原料药,151
688392.SH,688392,电力设备-电池-锂电专用设备,17
301047.SZ,301047,医药生物-生物制品-其他生物制品,33
603983.SH,603983,美容护理-美容护理-化妆品,17
300929.SZ,300929,环保-环境治理-水务及水治理,33
000955.SZ,000955,纺织服饰-纺织制造-其他纺织,33
300460.SZ,300460,电子-元件-被动元件,33
688288.SH,688288,计算机-计算机设备-其他计算机设备,17
920981.BJ,920981,电子-元件-被动元件,151
301578.SZ,301578,家用电器-黑色家电-其他黑色家电,33
688347.SH,688347,电子-半导体-集成电路制造,17
603291.SH,603291,环保-环境治理-水务及水治理,17
603949.SH,603949,汽车-汽车零部件-底盘与发动机系统,17
300259.SZ,300259,机械设备-通用设备-仪器仪表,33
920701.BJ,920701,电子-消费电子-消费电子零部件及组装,151
300743.SZ,300743,计算机-计算机设备-其他计算机设备,33
001277.SZ,001277,机械设备-专用设备-能源及重型设备,33
688189.SH,688189,医药生物-化学制药-化学制剂,22
603205.SH,603205,医药生物-医疗器械-医疗耗材,17
300239.SZ,300239,医药生物-生物制品-其他生物制品,33
002207.SZ,002207,石油石化-油气开采及服务-油服工程,33
300520.SZ,300520,计算机-软件开发-垂直应用软件,33
301348.SZ,301348,电子-半导体-集成电路封测,33
300158.SZ,300158,医药生物-中药-中药Ⅲ,33
600769.SH,600769,环保-环境治理-水务及水治理,17
002535.SZ,002535,机械设备-专用设备-能源及重型设备,33
300225.SZ,300225,基础化工-化学制品-涂料油墨,33
688685.SH,688685,国防军工-军工装备-航空装备,17
301062.SZ,301062,轻工制造-包装印刷-包装,33
002640.SZ,002640,商贸零售-互联网电商-互联网电商Ⅲ,33
603031.SH,603031,电力设备-电池-其他电池,17
603065.SH,603065,基础化工-化学制品-其他化学制品,17
300863.SZ,300863,汽车-汽车零部件-汽车电子电气系统,33
603590.SH,603590,医药生物-生物制品-其他生物制品,17
688488.SH,688488,医药生物-生物制品-其他生物制品,17
000504.SZ,000504,医药生物-医疗服务-其他医疗服务,33
301161.SZ,301161,机械设备-工程机械-工程机械Ⅲ,33
000838.SZ,000838,房地产-房地产-住宅开发,33
920839.BJ,920839,机械设备-工程机械-工程机械Ⅲ,151
600530.SH,600530,食品饮料-食品加工制造-其他食品,17
002893.SZ,002893,公用事业-电力-热力,33
300583.SZ,300583,医药生物-化学制药-原料药,33
603082.SH,603082,机械设备-通用设备-其他通用设备,17
920566.BJ,920566,医药生物-化学制药-化学制剂,151
603682.SH,603682,商贸零售-零售-商业物业经营,17
688137.SH,688137,医药生物-生物制品-其他生物制品,17
920946.BJ,920946,医药生物-化学制药-原料药,151
603358.SH,603358,汽车-汽车零部件-其他汽车零部件,17
603777.SH,603777,食品饮料-食品加工制造-休闲食品,17
002448.SZ,002448,汽车-汽车零部件-底盘与发动机系统,33
688623.SH,688623,机械设备-自动化设备-其他自动化设备,17
600928.SH,600928,银行-银行-城商行,17
920275.BJ,920275,农林牧渔-农产品加工-畜禽饲料,151
001266.SZ,001266,机械设备-自动化设备-工控设备,33
603009.SH,603009,汽车-汽车零部件-底盘与发动机系统,17
300604.SZ,300604,电子-半导体-半导体设备,33
688115.SH,688115,机械设备-通用设备-仪器仪表,17
301089.SZ,301089,医药生物-化学制药-原料药,33
002083.SZ,002083,纺织服饰-纺织制造-棉纺,33
301060.SZ,301060,医药生物-医疗服务-其他医疗服务,33
600272.SH,600272,医药生物-医药商业-医药流通,17
001268.SZ,001268,家用电器-白色家电-家电零部件,33
002856.SZ,002856,建筑装饰-建筑装饰-装饰园林,33
002524.SZ,002524,医药生物-医疗服务-医院,33
600448.SH,600448,纺织服饰-纺织制造-印染,17
002165.SZ,002165,基础化工-化学制品-聚氨酯,33
603700.SH,603700,机械设备-通用设备-仪器仪表,17
002566.SZ,002566,医药生物-中药-中药Ⅲ,33
600189.SH,600189,食品饮料-饮料制造-软饮料,17
600713.SH,600713,医药生物-医药商业-医药流通,17
688237.SH,688237,国防军工-军工装备-航空装备,17
