股票代码,code,market_code,所属同花顺行业
300504.SZ,300504,33,通信-通信设备-通信终端及配件
002887.SZ,002887,33,环保-环境治理-综合环境治理
600512.SH,600512,17,建筑装饰-建筑装饰-基础建设
001266.SZ,001266,33,机械设备-自动化设备-工控设备
600226.SH,600226,17,公用事业-电力-热力
301136.SZ,301136,33,建筑装饰-建筑装饰-工程咨询服务
002716.SZ,002716,33,有色金属-贵金属-贵金属Ⅲ
001221.SZ,001221,33,轻工制造-家居用品-其他家居用品
301498.SZ,301498,33,农林牧渔-农产品加工-宠物食品
002055.SZ,002055,33,电子-消费电子-消费电子零部件及组装
300585.SZ,300585,33,汽车-汽车零部件-底盘与发动机系统
301071.SZ,301071,33,基础化工-非金属材料-非金属材料Ⅲ
605566.SH,605566,17,基础化工-化学制品-纺织化学用品
300833.SZ,300833,33,机械设备-专用设备-其他专用设备
688507.SH,688507,17,计算机-软件开发-垂直应用软件
600716.SH,600716,17,房地产-房地产-住宅开发
300223.SZ,300223,33,电子-半导体-数字芯片设计
002162.SZ,002162,33,轻工制造-家居用品-瓷砖地板
603316.SH,603316,17,电子-半导体-数字芯片设计
688337.SH,688337,17,机械设备-通用设备-仪器仪表
300745.SZ,300745,33,汽车-汽车零部件-汽车电子电气系统
600370.SH,600370,22,基础化工-化学纤维-涤纶
002263.SZ,002263,33,基础化工-塑料制品-膜材料
002848.SZ,002848,33,家用电器-黑色家电-其他黑色家电
000403.SZ,000403,33,医药生物-生物制品-血液制品
300802.SZ,300802,33,机械设备-自动化设备-其他自动化设备
002620.SZ,002620,33,建筑装饰-建筑装饰-装饰园林
002213.SZ,002213,33,电子-半导体-数字芯片设计
300889.SZ,300889,33,电子-光学光电子-LED
603097.SH,603097,17,电力设备-电网设备-输变电设备
300772.SZ,300772,33,电力设备-风电设备-风电整机
300397.SZ,300397,33,国防军工-军工电子-军工电子Ⅲ
600959.SH,600959,17,传媒-文化传媒-电视广播
600640.SH,600640,17,传媒-文化传媒-数字媒体
301028.SZ,301028,33,机械设备-通用设备-其他通用设备
301138.SZ,301138,33,机械设备-专用设备-印刷包装机械
301499.SZ,301499,33,汽车-汽车零部件-汽车电子电气系统
600668.SH,600668,17,建筑材料-建筑材料-水泥
300774.SZ,300774,33,环保-环境治理-水务及水治理
300844.SZ,300844,33,建筑装饰-建筑装饰-工程咨询服务
301120.SZ,301120,33,电力设备-电网设备-输变电设备
688181.SH,688181,17,电子-光学光电子-面板
601696.SH,601696,17,非银金融-证券-证券Ⅲ
000735.SZ,000735,33,农林牧渔-养殖业-生猪养殖
603577.SH,603577,17,电力设备-电网设备-线缆部件及其他
300762.SZ,300762,33,国防军工-军工电子-军工电子Ⅲ
300210.SZ,300210,33,机械设备-专用设备-其他专用设备
002513.SZ,002513,33,电力设备-光伏设备-光伏电池组件
000010.SZ,000010,33,建筑装饰-建筑装饰-装饰园林
603216.SH,603216,17,轻工制造-家居用品-定制家居
301392.SZ,301392,33,机械设备-专用设备-其他专用设备
920799.BJ,920799,151,计算机-软件开发-垂直应用软件
603025.SH,603025,17,机械设备-自动化设备-工控设备
605111.SH,605111,17,电子-半导体-分立器件
000868.SZ,000868,33,汽车-汽车整车-商用载客车
002165.SZ,002165,33,基础化工-化学制品-聚氨酯
300136.SZ,300136,33,电子-消费电子-消费电子零部件及组装
688388.SH,688388,17,电力设备-电池-锂电池
300492.SZ,300492,33,社会服务-教育-教育Ⅲ
600965.SH,600965,22,农林牧渔-养殖业-其他养殖
002339.SZ,002339,33,电力设备-电网设备-电气自控设备
002243.SZ,002243,33,美容护理-美容护理-化妆品
000555.SZ,000555,33,计算机-IT服务-IT服务Ⅲ
002922.SZ,002922,33,电子-其他电子-其他电子Ⅲ
605222.SH,605222,17,电力设备-电网设备-线缆部件及其他
605288.SH,605288,17,机械设备-自动化设备-工控设备
000607.SZ,000607,33,传媒-文化传媒-广告营销
603738.SH,603738,17,电子-元件-被动元件
920675.BJ,920675,151,基础化工-非金属材料-非金属材料Ⅲ
002184.SZ,002184,33,机械设备-自动化设备-工控设备
000045.SZ,000045,33,电子-光学光电子-面板
300780.SZ,300780,33,机械设备-通用设备-金属制品
002664.SZ,002664,33,汽车-汽车零部件-汽车电子电气系统
300747.SZ,300747,33,机械设备-自动化设备-激光设备
688733.SH,688733,17,电力设备-电池-电池化学品
300983.SZ,300983,33,建筑装饰-建筑装饰-工程咨询服务
301056.SZ,301056,33,机械设备-专用设备-楼宇设备
002242.SZ,002242,33,家用电器-小家电-小家电Ⅲ
002462.SZ,002462,33,医药生物-医药商业-医药流通
301379.SZ,301379,33,电子-光学光电子-面板
002645.SZ,002645,33,环保-环境治理-综合环境治理
300150.SZ,300150,33,计算机-IT服务-IT服务Ⅲ
301172.SZ,301172,33,计算机-IT服务-IT服务Ⅲ
300947.SZ,300947,33,商贸零售-零售-商业物业经营
688317.SH,688317,17,医药生物-医疗器械-体外诊断
600185.SH,600185,17,商贸零售-零售-旅游零售
920871.BJ,920871,151,基础化工-塑料制品-其他塑料制品
688173.SH,688173,17,电子-半导体-模拟芯片设计
603217.SH,603217,17,基础化工-化学制品-其他化学制品
688701.SH,688701,17,环保-环境治理-综合环境治理
000965.SZ,000965,33,房地产-房地产-住宅开发
603633.SH,603633,17,汽车-汽车零部件-汽车电子电气系统
001311.SZ,001311,33,汽车-汽车零部件-其他汽车零部件
300894.SZ,300894,33,家用电器-厨卫电器-厨卫电器Ⅲ
920260.BJ,920260,151,机械设备-自动化设备-其他自动化设备
300433.SZ,300433,33,电子-消费电子-消费电子零部件及组装
300438.SZ,300438,33,电力设备-电池-锂电池
300945.SZ,300945,33,纺织服饰-服装家纺-饰品
002126.SZ,002126,33,汽车-汽车零部件-底盘与发动机系统
300779.SZ,300779,33,环保-环境治理-固废治理
000672.SZ,000672,33,建筑材料-建筑材料-水泥
300857.SZ,300857,33,计算机-计算机设备-其他计算机设备
920455.BJ,920455,151,机械设备-通用设备-其他通用设备
688599.SH,688599,17,电力设备-光伏设备-光伏电池组件
600901.SH,600901,17,非银金融-多元金融-多元金融Ⅲ
300727.SZ,300727,33,基础化工-化学制品-有机硅
688120.SH,688120,17,电子-半导体-半导体设备
603203.SH,603203,17,机械设备-自动化设备-工控设备
002467.SZ,002467,33,通信-通信服务-通信应用增值服务
002371.SZ,002371,33,电子-半导体-半导体设备
300058.SZ,300058,33,传媒-文化传媒-广告营销
603131.SH,603131,17,机械设备-通用设备-其他通用设备
600426.SH,600426,17,基础化工-农化制品-氮肥
603185.SH,603185,17,电力设备-光伏设备-硅料硅片
603801.SH,603801,17,轻工制造-家居用品-定制家居
920075.BJ,920075,151,轻工制造-包装印刷-包装
603231.SH,603231,17,农林牧渔-农产品加工-粮油加工
002691.SZ,002691,33,机械设备-专用设备-能源及重型设备
002607.SZ,002607,33,社会服务-教育-教育Ⅲ
300256.SZ,300256,33,汽车-汽车服务及其他-其他运输设备
600853.SH,600853,17,建筑装饰-建筑装饰-基础建设
001318.SZ,001318,33,食品饮料-饮料制造-乳品
603868.SH,603868,17,家用电器-小家电-小家电Ⅲ
000766.SZ,000766,33,医药生物-化学制药-化学制剂
688007.SH,688007,17,电子-消费电子-品牌消费电子
603607.SH,603607,17,轻工制造-包装印刷-包装
600219.SH,600219,17,有色金属-工业金属-铝
603929.SH,603929,17,建筑装饰-建筑装饰-专业工程
603579.SH,603579,17,家用电器-小家电-小家电Ⅲ
002169.SZ,002169,33,电力设备-电网设备-电气自控设备
688027.SH,688027,17,通信-通信设备-通信终端及配件
603958.SH,603958,17,纺织服饰-服装家纺-鞋帽及其他
920751.BJ,920751,151,有色金属-金属新材料-其他金属新材料
301631.SZ,301631,33,汽车-汽车零部件-汽车电子电气系统
301335.SZ,301335,33,轻工制造-家居用品-文娱用品
300966.SZ,300966,33,医药生物-化学制药-原料药
300554.SZ,300554,33,机械设备-通用设备-磨具磨料
002254.SZ,002254,33,基础化工-化学纤维-其他纤维
600909.SH,600909,17,非银金融-证券-证券Ⅲ
688206.SH,688206,17,计算机-软件开发-垂直应用软件
600530.SH,600530,22,食品饮料-食品加工制造-其他食品
688603.SH,688603,17,电子-电子化学品-电子化学品Ⅲ
002426.SZ,002426,33,电子-消费电子-消费电子零部件及组装
300207.SZ,300207,33,电力设备-电池-锂电池
002028.SZ,002028,33,电力设备-电网设备-输变电设备
002960.SZ,002960,33,机械设备-专用设备-楼宇设备
300226.SZ,300226,33,计算机-软件开发-垂直应用软件
300921.SZ,300921,33,通信-通信服务-通信应用增值服务
300500.SZ,300500,33,建筑装饰-建筑装饰-工程咨询服务
600621.SH,600621,17,非银金融-证券-证券Ⅲ
600595.SH,600595,17,有色金属-工业金属-铝
688726.SH,688726,17,电力设备-光伏设备-光伏加工设备
603903.SH,603903,17,环保-环境治理-水务及水治理
002264.SZ,002264,33,传媒-文化传媒-广告营销
600579.SH,600579,17,机械设备-专用设备-其他专用设备
603713.SH,603713,17,交通运输-物流-物流Ⅲ
600790.SH,600790,17,商贸零售-零售-商业物业经营
600156.SH,600156,17,纺织服饰-纺织制造-其他纺织
603222.SH,603222,17,医药生物-医疗器械-医疗耗材
002291.SZ,002291,33,传媒-文化传媒-广告营销
603090.SH,603090,17,机械设备-通用设备-其他通用设备
688223.SH,688223,17,电力设备-光伏设备-光伏电池组件
003005.SZ,003005,33,计算机-IT服务-IT服务Ⅲ
920950.BJ,920950,151,机械设备-通用设备-其他通用设备
000100.SZ,000100,33,电子-光学光电子-面板
000620.SZ,000620,33,房地产-房地产-住宅开发
600734.SH,600734,22,计算机-IT服务-IT服务Ⅲ
002523.SZ,002523,33,机械设备-专用设备-能源及重型设备
301007.SZ,301007,33,汽车-汽车零部件-底盘与发动机系统
300612.SZ,300612,33,传媒-文化传媒-广告营销
002527.SZ,002527,33,机械设备-自动化设备-工控设备
002271.SZ,002271,33,建筑材料-建筑材料-其他建材
300429.SZ,300429,33,电子-电子化学品-电子化学品Ⅲ
603125.SH,603125,17,基础化工-化学制品-其他化学制品
002159.SZ,002159,33,社会服务-旅游及酒店-自然景点
000520.SZ,000520,33,交通运输-港口航运-航运
001282.SZ,001282,33,汽车-汽车零部件-底盘与发动机系统
603876.SH,603876,17,有色金属-工业金属-铝
300045.SZ,300045,33,国防军工-军工电子-军工电子Ⅲ
002079.SZ,002079,33,电力设备-光伏设备-光伏辅材
920402.BJ,920402,151,电子-电子化学品-电子化学品Ⅲ
301566.SZ,301566,33,电子-元件-被动元件
301519.SZ,301519,33,环保-环境治理-水务及水治理
688019.SH,688019,17,电子-电子化学品-电子化学品Ⅲ
605218.SH,605218,17,电子-光学光电子-面板
600203.SH,600203,17,电子-消费电子-消费电子零部件及组装
920639.BJ,920639,151,电力设备-电网设备-线缆部件及其他
300476.SZ,300476,33,电子-元件-印制电路板
002124.SZ,002124,33,农林牧渔-养殖业-生猪养殖
600117.SH,600117,17,钢铁-钢铁-特钢
603005.SH,603005,17,电子-半导体-集成电路封测
301020.SZ,301020,33,汽车-汽车零部件-底盘与发动机系统
603326.SH,603326,17,轻工制造-家居用品-定制家居
301487.SZ,301487,33,电力设备-电池-电池化学品
688802.SH,688802,17,电子-半导体-数字芯片设计
300769.SZ,300769,33,电力设备-电池-电池化学品
688380.SH,688380,17,电子-半导体-数字芯片设计
000785.SZ,000785,33,商贸零售-零售-商业物业经营
000972.SZ,000972,33,农林牧渔-农产品加工-果蔬加工
002309.SZ,002309,33,电力设备-电网设备-线缆部件及其他
920556.BJ,920556,151,电力设备-电网设备-电气自控设备
000957.SZ,000957,33,汽车-汽车整车-商用载客车
300752.SZ,300752,33,电子-光学光电子-LED
301636.SZ,301636,33,电力设备-光伏设备-光伏电池组件
301328.SZ,301328,33,电子-其他电子-其他电子Ⅲ
300177.SZ,300177,33,国防军工-军工电子-军工电子Ⅲ
600831.SH,600831,17,传媒-文化传媒-电视广播
603819.SH,603819,17,电力设备-电机-电机Ⅲ
688377.SH,688377,17,机械设备-专用设备-能源及重型设备
600643.SH,600643,17,非银金融-多元金融-多元金融Ⅲ
002992.SZ,002992,33,电子-光学光电子-LED
300938.SZ,300938,33,社会服务-其他社会服务-专业服务
600182.SH,600182,17,汽车-汽车零部件-轮胎轮毂
300169.SZ,300169,33,基础化工-化学制品-其他化学制品
300979.SZ,300979,33,纺织服饰-纺织制造-其他纺织
300538.SZ,300538,33,基础化工-塑料制品-改性塑料
002965.SZ,002965,33,汽车-汽车零部件-其他汽车零部件
301223.SZ,301223,33,轻工制造-包装印刷-包装
000761.SZ,000761,33,钢铁-钢铁-普钢
300905.SZ,300905,33,基础化工-化学纤维-其他纤维
920781.BJ,920781,151,机械设备-专用设备-能源及重型设备
603366.SH,603366,17,家用电器-厨卫电器-厨卫电器Ⅲ
300465.SZ,300465,33,计算机-软件开发-垂直应用软件
002181.SZ,002181,33,传媒-文化传媒-出版
300172.SZ,300172,33,环保-环境治理-水务及水治理
300422.SZ,300422,33,环保-环境治理-水务及水治理
688259.SH,688259,17,电子-半导体-数字芯片设计
605178.SH,605178,17,建筑装饰-建筑装饰-装饰园林
301603.SZ,301603,33,机械设备-通用设备-机床工具
601698.SH,601698,17,国防军工-军工装备-航天装备
002158.SZ,002158,33,机械设备-通用设备-制冷空调设备
600601.SH,600601,17,电子-元件-印制电路板
002693.SZ,002693,33,医药生物-生物制品-其他生物制品
300949.SZ,300949,33,建筑装饰-建筑装饰-装饰园林
600841.SH,600841,17,汽车-汽车零部件-底盘与发动机系统
300148.SZ,300148,33,传媒-文化传媒-出版
001367.SZ,001367,33,医药生物-化学制药-原料药
000920.SZ,000920,33,基础化工-塑料制品-膜材料
300845.SZ,300845,33,计算机-计算机设备-其他计算机设备
600637.SH,600637,17,传媒-文化传媒-电视广播
920792.BJ,920792,151,建筑材料-建筑材料-耐火材料
300998.SZ,300998,33,汽车-汽车零部件-其他汽车零部件
920087.BJ,920087,151,农林牧渔-种植业与林业-种子生产
603051.SH,603051,17,基础化工-化学制品-其他化学制品
300632.SZ,300632,33,电子-光学光电子-LED
000523.SZ,000523,33,食品饮料-饮料制造-软饮料
002343.SZ,002343,33,传媒-影视院线-影视院线Ⅲ
301429.SZ,301429,33,建筑材料-建筑材料-其他建材
688480.SH,688480,17,环保-环境治理-综合环境治理
300629.SZ,300629,33,国防军工-军工电子-军工电子Ⅲ
002629.SZ,002629,33,建筑装饰-建筑装饰-基础建设
002383.SZ,002383,33,国防军工-军工电子-军工电子Ⅲ
300102.SZ,300102,33,电子-光学光电子-LED
002771.SZ,002771,33,计算机-IT服务-IT服务Ⅲ
688408.SH,688408,17,电力设备-光伏设备-光伏辅材
002398.SZ,002398,33,建筑材料-建筑材料-其他建材
600577.SH,600577,17,电力设备-电网设备-线缆部件及其他
600037.SH,600037,17,传媒-文化传媒-电视广播
688499.SH,688499,17,电力设备-电池-锂电专用设备
002370.SZ,002370,33,医药生物-化学制药-化学制剂
000980.SZ,000980,33,汽车-汽车整车-乘用车
301268.SZ,301268,33,机械设备-通用设备-金属制品
603535.SH,603535,17,交通运输-物流-物流Ⅲ
001226.SZ,001226,33,机械设备-工程机械-工程机械Ⅲ
603656.SH,603656,17,机械设备-专用设备-其他专用设备
301073.SZ,301073,33,社会服务-旅游及酒店-酒店
002497.SZ,002497,33,基础化工-化学制品-民爆用品
300980.SZ,300980,33,基础化工-塑料制品-其他塑料制品
301628.SZ,301628,33,电子-元件-印制电路板
300715.SZ,300715,33,建筑材料-建筑材料-其他建材
600843.SH,600843,17,机械设备-专用设备-纺织服装设备
300572.SZ,300572,33,机械设备-通用设备-仪器仪表
688385.SH,688385,17,电子-半导体-数字芯片设计
000910.SZ,000910,33,轻工制造-家居用品-瓷砖地板
002495.SZ,002495,33,食品饮料-食品加工制造-调味发酵品
300703.SZ,300703,33,轻工制造-家居用品-文娱用品
600988.SH,600988,17,有色金属-贵金属-贵金属Ⅲ
688353.SH,688353,17,电力设备-电池-电池化学品
600222.SH,600222,17,医药生物-中药-中药Ⅲ
000068.SZ,000068,33,环保-环境治理-综合环境治理
603017.SH,603017,17,建筑装饰-建筑装饰-工程咨询服务
300507.SZ,300507,33,汽车-汽车零部件-底盘与发动机系统
600847.SH,600847,17,电力设备-电池-其他电池
601366.SH,601366,17,商贸零售-零售-百货零售
002192.SZ,002192,33,有色金属-能源金属-锂
300511.SZ,300511,33,农林牧渔-种植业与林业-其他种植业
301590.SZ,301590,33,电力设备-其他电源设备-其他电源设备Ⅲ
000812.SZ,000812,33,轻工制造-包装印刷-包装
301198.SZ,301198,33,轻工制造-包装印刷-包装
002187.SZ,002187,33,商贸零售-零售-百货零售
002224.SZ,002224,33,基础化工-橡胶制品-其他橡胶制品
300203.SZ,300203,33,机械设备-通用设备-仪器仪表
300189.SZ,300189,33,农林牧渔-种植业与林业-种子生产
300960.SZ,300960,33,机械设备-轨交设备-轨交设备Ⅲ
603091.SH,603091,17,轻工制造-家居用品-其他家居用品
688584.SH,688584,17,电子-半导体-半导体材料
603666.SH,603666,17,机械设备-自动化设备-机器人
300365.SZ,300365,33,计算机-软件开发-垂直应用软件
601005.SH,601005,17,钢铁-钢铁-普钢
002188.SZ,002188,33,房地产-房地产-房地产服务
688227.SH,688227,17,计算机-IT服务-IT服务Ⅲ
002350.SZ,002350,33,电力设备-电网设备-输变电设备
002531.SZ,002531,33,电力设备-风电设备-风电零部件
603339.SH,603339,17,机械设备-通用设备-金属制品
002945.SZ,002945,33,非银金融-证券-证券Ⅲ
002463.SZ,002463,33,电子-元件-印制电路板
600267.SH,600267,17,医药生物-化学制药-化学制剂
002273.SZ,002273,33,电子-光学光电子-光学元件
600158.SH,600158,17,社会服务-其他社会服务-体育
920906.BJ,920906,151,汽车-汽车零部件-车身附件及饰件
300268.SZ,300268,33,农林牧渔-农产品加工-其他农产品加工
600243.SH,600243,22,机械设备-通用设备-其他通用设备
