股票代码,code,market_code,所属同花顺行业
603222.SH,603222,17,医药生物-医疗器械-医疗耗材
002445.SZ,002445,33,机械设备-通用设备-金属制品
301408.SZ,301408,33,医药生物-医药商业-药店
603863.SH,603863,17,轻工制造-造纸-造纸Ⅲ
300408.SZ,300408,33,电子-元件-被动元件
603661.SH,603661,17,轻工制造-家居用品-成品家居
603496.SH,603496,17,计算机-计算机设备-其他计算机设备
600331.SH,600331,17,基础化工-农化制品-磷肥及磷化工
301419.SZ,301419,33,通信-通信设备-通信网络设备及器件
688702.SH,688702,17,电子-半导体-数字芯片设计
688376.SH,688376,17,环保-环保设备-环保设备Ⅲ
603124.SH,603124,17,有色金属-金属新材料-其他金属新材料
301128.SZ,301128,33,机械设备-专用设备-其他专用设备
688513.SH,688513,17,医药生物-化学制药-化学制剂
002986.SZ,002986,33,石油石化-石油加工贸易-石油加工
301081.SZ,301081,33,环保-环保设备-环保设备Ⅲ
920174.BJ,920174,151,机械设备-工程机械-工程机械Ⅲ
001211.SZ,001211,33,轻工制造-家居用品-其他家居用品
601133.SH,601133,17,建筑装饰-建筑装饰-专业工程
603938.SH,603938,17,基础化工-化学原料-其他化学原料
002639.SZ,002639,33,机械设备-通用设备-制冷空调设备
300613.SZ,300613,33,电子-半导体-数字芯片设计
688372.SH,688372,17,电子-半导体-集成电路封测
603110.SH,603110,17,基础化工-化学制品-涂料油墨
688710.SH,688710,17,医药生物-医疗服务-医疗研发外包
301008.SZ,301008,33,家用电器-白色家电-家电零部件
600673.SH,600673,17,综合-综合-综合Ⅲ
002650.SZ,002650,33,食品饮料-食品加工制造-调味发酵品
603170.SH,603170,17,食品饮料-食品加工制造-调味发酵品
688630.SH,688630,17,机械设备-专用设备-其他专用设备
600498.SH,600498,17,通信-通信设备-通信网络设备及器件
603150.SH,603150,17,家用电器-白色家电-家电零部件
301157.SZ,301157,33,电力设备-其他电源设备-其他电源设备Ⅲ
002897.SZ,002897,33,通信-通信设备-通信网络设备及器件
002824.SZ,002824,33,有色金属-工业金属-铝
002058.SZ,002058,33,电力设备-电池-电池化学品
301392.SZ,301392,33,机械设备-专用设备-其他专用设备
688720.SH,688720,17,电子-半导体-半导体材料
688550.SH,688550,17,电子-电子化学品-电子化学品Ⅲ
300147.SZ,300147,33,医药生物-中药-中药Ⅲ
688256.SH,688256,17,电子-半导体-数字芯片设计
300395.SZ,300395,33,国防军工-军工装备-航空装备
688521.SH,688521,17,电子-半导体-数字芯片设计
300814.SZ,300814,33,电子-元件-印制电路板
002370.SZ,002370,33,医药生物-化学制药-化学制剂
920663.BJ,920663,151,汽车-汽车零部件-车身附件及饰件
300225.SZ,300225,33,基础化工-化学制品-涂料油墨
300476.SZ,300476,33,电子-元件-印制电路板
002583.SZ,002583,33,通信-通信设备-通信网络设备及器件
002036.SZ,002036,33,电子-光学光电子-光学元件
300741.SZ,300741,33,基础化工-化学制品-食品及饲料添加剂
605098.SH,605098,17,社会服务-教育-教育Ⅲ
920300.BJ,920300,151,医药生物-医疗器械-医疗设备
300456.SZ,300456,33,电子-半导体-集成电路制造
300835.SZ,300835,33,有色金属-金属新材料-磁性材料
002203.SZ,002203,33,有色金属-工业金属-铜
600026.SH,600026,17,交通运输-港口航运-航运
605318.SH,605318,17,建筑材料-建筑材料-其他建材
301568.SZ,301568,33,机械设备-自动化设备-其他自动化设备
688656.SH,688656,17,医药生物-医疗器械-体外诊断
301397.SZ,301397,33,汽车-汽车零部件-底盘与发动机系统
603001.SH,603001,17,纺织服饰-服装家纺-鞋帽及其他
688087.SH,688087,17,基础化工-塑料制品-其他塑料制品
603193.SH,603193,17,美容护理-美容护理-个护用品
301307.SZ,301307,33,通信-通信设备-通信网络设备及器件
002655.SZ,002655,33,电子-消费电子-消费电子零部件及组装
603766.SH,603766,17,汽车-汽车服务及其他-其他运输设备
603619.SH,603619,17,石油石化-油气开采及服务-油气开采
600105.SH,600105,17,通信-通信设备-通信线缆及配套
300998.SZ,300998,33,汽车-汽车零部件-其他汽车零部件
688502.SH,688502,17,电子-光学光电子-光学元件
603005.SH,603005,17,电子-半导体-集成电路封测
688158.SH,688158,17,计算机-IT服务-IT服务Ⅲ
688368.SH,688368,17,电子-半导体-模拟芯片设计
603258.SH,603258,17,传媒-游戏-游戏Ⅲ
688046.SH,688046,17,医药生物-医疗服务-医疗研发外包
301373.SZ,301373,33,基础化工-化学制品-其他化学制品
002253.SZ,002253,33,计算机-软件开发-垂直应用软件
688589.SH,688589,17,电子-半导体-数字芯片设计
600388.SH,600388,17,环保-环保设备-环保设备Ⅲ
688171.SH,688171,17,计算机-软件开发-横向通用软件
600703.SH,600703,17,电子-光学光电子-LED
300846.SZ,300846,33,通信-通信服务-通信应用增值服务
600713.SH,600713,17,医药生物-医药商业-医药流通
688367.SH,688367,17,机械设备-轨交设备-轨交设备Ⅲ
603121.SH,603121,17,汽车-汽车零部件-底盘与发动机系统
300252.SZ,300252,33,国防军工-军工电子-军工电子Ⅲ
300093.SZ,300093,33,电力设备-光伏设备-光伏电池组件
688336.SH,688336,17,医药生物-生物制品-其他生物制品
603162.SH,603162,17,交通运输-港口航运-航运
002589.SZ,002589,33,医药生物-医药商业-医药流通
002032.SZ,002032,33,家用电器-小家电-小家电Ⅲ
603159.SH,603159,17,机械设备-专用设备-其他专用设备
301191.SZ,301191,33,通信-通信设备-通信终端及配件
600641.SH,600641,17,电子-半导体-半导体材料
300153.SZ,300153,33,电力设备-其他电源设备-其他电源设备Ⅲ
301538.SZ,301538,33,基础化工-塑料制品-改性塑料
688343.SH,688343,17,计算机-IT服务-IT服务Ⅲ
600730.SH,600730,17,社会服务-教育-教育Ⅲ
600699.SH,600699,17,汽车-汽车零部件-汽车电子电气系统
600243.SH,600243,22,机械设备-通用设备-其他通用设备
603284.SH,603284,17,轻工制造-造纸-造纸Ⅲ
003006.SZ,003006,33,美容护理-美容护理-个护用品
300429.SZ,300429,33,电子-电子化学品-电子化学品Ⅲ
300893.SZ,300893,33,汽车-汽车零部件-车身附件及饰件
301227.SZ,301227,33,轻工制造-家居用品-定制家居
301226.SZ,301226,33,机械设备-通用设备-其他通用设备
688802.SH,688802,17,电子-半导体-数字芯片设计
600272.SH,600272,17,医药生物-医药商业-医药流通
688302.SH,688302,17,医药生物-化学制药-化学制剂
688383.SH,688383,17,机械设备-专用设备-其他专用设备
603296.SH,603296,17,电子-消费电子-消费电子零部件及组装
002107.SZ,002107,33,医药生物-中药-中药Ⅲ
002840.SZ,002840,33,食品饮料-食品加工制造-肉制品
688549.SH,688549,17,电子-电子化学品-电子化学品Ⅲ
688112.SH,688112,17,机械设备-通用设备-仪器仪表
300177.SZ,300177,33,国防军工-军工电子-军工电子Ⅲ
301458.SZ,301458,33,电子-元件-被动元件
600771.SH,600771,17,医药生物-中药-中药Ⅲ
688655.SH,688655,17,电子-元件-印制电路板
002189.SZ,002189,33,国防军工-军工电子-军工电子Ⅲ
689009.SH,689009,17,汽车-汽车服务及其他-其他运输设备
002921.SZ,002921,33,汽车-汽车零部件-其他汽车零部件
300875.SZ,300875,33,国防军工-军工装备-地面兵装
688308.SH,688308,17,机械设备-通用设备-金属制品
001233.SZ,001233,33,汽车-汽车零部件-轮胎轮毂
300502.SZ,300502,33,通信-通信设备-通信网络设备及器件
002521.SZ,002521,33,轻工制造-造纸-造纸Ⅲ
001325.SZ,001325,33,基础化工-橡胶制品-其他橡胶制品
688401.SH,688401,17,电子-半导体-半导体材料
300981.SZ,300981,33,医药生物-医疗器械-医疗耗材
688199.SH,688199,17,基础化工-化学制品-其他化学制品
002468.SZ,002468,33,交通运输-物流-物流Ⅲ
688267.SH,688267,17,基础化工-化学制品-其他化学制品
002979.SZ,002979,33,机械设备-自动化设备-机器人
600166.SH,600166,17,汽车-汽车整车-商用载货车
603738.SH,603738,17,电子-元件-被动元件
301421.SZ,301421,33,电子-光学光电子-光学元件
001267.SZ,001267,33,通信-通信设备-通信网络设备及器件
600183.SH,600183,17,电子-元件-印制电路板
300693.SZ,300693,33,电力设备-其他电源设备-其他电源设备Ⅲ
600482.SH,600482,17,电力设备-其他电源设备-其他电源设备Ⅲ
688248.SH,688248,17,公用事业-电力-电能综合服务
603669.SH,603669,17,医药生物-化学制药-化学制剂
688183.SH,688183,17,电子-元件-印制电路板
002969.SZ,002969,33,轻工制造-包装印刷-包装
603960.SH,603960,17,机械设备-自动化设备-其他自动化设备
301075.SZ,301075,33,医药生物-化学制药-化学制剂
603236.SH,603236,17,通信-通信设备-通信终端及配件
300433.SZ,300433,33,电子-消费电子-消费电子零部件及组装
688726.SH,688726,17,电力设备-光伏设备-光伏加工设备
601231.SH,601231,17,电子-消费电子-消费电子零部件及组装
002731.SZ,002731,33,纺织服饰-服装家纺-饰品
600184.SH,600184,17,国防军工-军工装备-地面兵装
000683.SZ,000683,33,基础化工-化学原料-纯碱
002956.SZ,002956,33,食品饮料-食品加工制造-休闲食品
603985.SH,603985,17,电力设备-风电设备-风电零部件
301550.SZ,301550,33,汽车-汽车零部件-底盘与发动机系统
301316.SZ,301316,33,计算机-IT服务-IT服务Ⅲ
600867.SH,600867,17,医药生物-生物制品-其他生物制品
688019.SH,688019,17,电子-电子化学品-电子化学品Ⅲ
000708.SZ,000708,33,钢铁-钢铁-特钢
600010.SH,600010,17,钢铁-钢铁-普钢
300285.SZ,300285,33,电子-电子化学品-电子化学品Ⅲ
600525.SH,600525,22,电力设备-电网设备-输变电设备
301239.SZ,301239,33,医药生物-医疗服务-医院
301071.SZ,301071,33,基础化工-非金属材料-非金属材料Ⅲ
300398.SZ,300398,33,电子-电子化学品-电子化学品Ⅲ
002484.SZ,002484,33,电子-元件-被动元件
002579.SZ,002579,33,电子-元件-印制电路板
601901.SH,601901,17,非银金融-证券-证券Ⅲ
600323.SH,600323,17,环保-环境治理-固废治理
603118.SH,603118,17,通信-通信设备-通信终端及配件
300821.SZ,300821,33,基础化工-化学制品-有机硅
300855.SZ,300855,33,有色金属-金属新材料-其他金属新材料
300501.SZ,300501,33,轻工制造-包装印刷-包装
688488.SH,688488,17,医药生物-生物制品-其他生物制品
300131.SZ,300131,33,电子-其他电子-其他电子Ⅲ
600737.SH,600737,17,农林牧渔-农产品加工-其他农产品加工
300348.SZ,300348,33,计算机-软件开发-垂直应用软件
600192.SH,600192,17,电力设备-电网设备-输变电设备
301269.SZ,301269,33,计算机-软件开发-垂直应用软件
688727.SH,688727,17,电子-半导体-半导体材料
000668.SZ,000668,33,房地产-房地产-住宅开发
603039.SH,603039,17,计算机-软件开发-横向通用软件
300489.SZ,300489,33,电子-光学光电子-光学元件
688215.SH,688215,17,机械设备-自动化设备-其他自动化设备
920799.BJ,920799,151,计算机-软件开发-垂直应用软件
300964.SZ,300964,33,电子-元件-印制电路板
000039.SZ,000039,33,机械设备-通用设备-金属制品
688516.SH,688516,17,电力设备-光伏设备-光伏加工设备
600777.SH,600777,22,石油石化-油气开采及服务-油气开采
688392.SH,688392,17,电力设备-电池-锂电专用设备
300260.SZ,300260,33,轻工制造-包装印刷-包装
600172.SH,600172,17,机械设备-通用设备-磨具磨料
300035.SZ,300035,33,电力设备-电池-电池化学品
301486.SZ,301486,33,电子-消费电子-消费电子零部件及组装
688281.SH,688281,17,国防军工-军工装备-航空装备
688559.SH,688559,17,机械设备-自动化设备-激光设备
688790.SH,688790,17,电子-半导体-模拟芯片设计
301613.SZ,301613,33,汽车-汽车零部件-其他汽车零部件
600176.SH,600176,17,建筑材料-建筑材料-玻璃玻纤
688093.SH,688093,17,电子-其他电子-其他电子Ⅲ
605298.SH,605298,17,机械设备-轨交设备-轨交设备Ⅲ
601339.SH,601339,17,纺织服饰-纺织制造-棉纺
301607.SZ,301607,33,汽车-汽车零部件-汽车电子电气系统
300739.SZ,300739,33,电子-元件-印制电路板
600094.SH,600094,17,房地产-房地产-住宅开发
002409.SZ,002409,33,电子-半导体-半导体材料
300811.SZ,300811,33,有色金属-金属新材料-磁性材料
688210.SH,688210,17,电子-消费电子-消费电子零部件及组装
301560.SZ,301560,33,汽车-汽车零部件-底盘与发动机系统
301055.SZ,301055,33,轻工制造-家居用品-其他家居用品
688478.SH,688478,17,电子-半导体-半导体设备
300322.SZ,300322,33,电子-消费电子-消费电子零部件及组装
688605.SH,688605,17,电子-半导体-半导体设备
688143.SH,688143,17,通信-通信设备-通信线缆及配套
002752.SZ,002752,33,轻工制造-包装印刷-包装
600568.SH,600568,22,医药生物-医疗服务-医院
688299.SH,688299,17,电子-光学光电子-面板
688360.SH,688360,17,机械设备-通用设备-其他通用设备
000703.SZ,000703,33,石油石化-石油加工贸易-石油加工
688138.SH,688138,17,电子-半导体-半导体材料
001367.SZ,001367,33,医药生物-化学制药-原料药
002806.SZ,002806,33,汽车-汽车零部件-底盘与发动机系统
002937.SZ,002937,33,汽车-汽车零部件-汽车电子电气系统
600489.SH,600489,17,有色金属-贵金属-贵金属Ⅲ
688153.SH,688153,17,电子-半导体-模拟芯片设计
300661.SZ,300661,33,电子-半导体-模拟芯片设计
920931.BJ,920931,151,机械设备-专用设备-能源及重型设备
002837.SZ,002837,33,机械设备-专用设备-其他专用设备
603106.SH,603106,17,计算机-计算机设备-其他计算机设备
300504.SZ,300504,33,通信-通信设备-通信终端及配件
688233.SH,688233,17,电子-半导体-半导体材料
002309.SZ,002309,33,电力设备-电网设备-线缆部件及其他
600345.SH,600345,17,通信-通信设备-其他通信设备
000062.SZ,000062,33,电子-其他电子-其他电子Ⅲ
002929.SZ,002929,33,通信-通信服务-通信工程及服务
003002.SZ,003002,33,基础化工-化学制品-民爆用品
603515.SH,603515,17,电子-光学光电子-LED
603626.SH,603626,17,电子-消费电子-消费电子零部件及组装
002893.SZ,002893,33,公用事业-电力-热力
003033.SZ,003033,33,汽车-汽车服务及其他-其他运输设备
001389.SZ,001389,33,电子-元件-印制电路板
605118.SH,605118,17,计算机-计算机设备-安防设备
600206.SH,600206,17,电子-半导体-半导体材料
002416.SZ,002416,33,商贸零售-零售-专业连锁
002396.SZ,002396,33,通信-通信设备-通信网络设备及器件
300442.SZ,300442,33,通信-通信服务-通信应用增值服务
688583.SH,688583,17,机械设备-通用设备-仪器仪表
000301.SZ,000301,33,石油石化-石油加工贸易-石油加工
688600.SH,688600,17,机械设备-通用设备-仪器仪表
688545.SH,688545,17,电子-电子化学品-电子化学品Ⅲ
002838.SZ,002838,33,基础化工-塑料制品-改性塑料
300580.SZ,300580,33,汽车-汽车零部件-底盘与发动机系统
688230.SH,688230,17,电子-半导体-分立器件
002202.SZ,002202,33,电力设备-风电设备-风电整机
002903.SZ,002903,33,机械设备-通用设备-机床工具
688361.SH,688361,17,电子-半导体-半导体设备
600885.SH,600885,17,电力设备-电网设备-输变电设备
300850.SZ,300850,33,电力设备-风电设备-风电零部件
688027.SH,688027,17,通信-通信设备-通信终端及配件
603986.SH,603986,17,电子-半导体-数字芯片设计
603248.SH,603248,17,电力设备-风电设备-风电零部件
300342.SZ,300342,33,家用电器-白色家电-家电零部件
002617.SZ,002617,33,公用事业-电力-新能源发电
301268.SZ,301268,33,机械设备-通用设备-金属制品
000688.SZ,000688,33,有色金属-小金属-钼
300698.SZ,300698,33,通信-通信设备-通信网络设备及器件
001229.SZ,001229,33,计算机-计算机设备-其他计算机设备
301584.SZ,301584,33,医药生物-医药商业-医药流通
688517.SH,688517,17,电力设备-电网设备-输变电设备
002256.SZ,002256,33,公用事业-电力-新能源发电
603353.SH,603353,17,石油石化-石油加工贸易-油品石化贸易
688322.SH,688322,17,电子-光学光电子-光学元件
688252.SH,688252,17,电子-半导体-数字芯片设计
603580.SH,603580,22,基础化工-塑料制品-其他塑料制品
600193.SH,600193,22,建筑装饰-建筑装饰-装饰园林
