market_code,所属同花顺行业,股票代码,code
17,电力设备-电网设备-输变电设备,600468.SH,600468
33,基础化工-化学制品-民爆用品,002360.SZ,002360
22,纺织服饰-服装家纺-饰品,600735.SH,600735
33,机械设备-专用设备-其他专用设备,001395.SZ,001395
33,建筑装饰-建筑装饰-装饰园林,002431.SZ,002431
33,有色金属-小金属-其他小金属,301026.SZ,301026
17,电力设备-其他电源设备-其他电源设备Ⅲ,600875.SH,600875
33,纺织服饰-服装家纺-服装,301276.SZ,301276
33,环保-环境治理-水务及水治理,300899.SZ,300899
33,国防军工-军工电子-军工电子Ⅲ,300397.SZ,300397
17,非银金融-证券-证券Ⅲ,601688.SH,601688
17,有色金属-小金属-稀土,600392.SH,600392
33,通信-通信设备-通信网络设备及器件,000063.SZ,000063
17,有色金属-金属新材料-磁性材料,600366.SH,600366
33,建筑装饰-建筑装饰-专业工程,002323.SZ,002323
17,基础化工-化学制品-纺织化学用品,603188.SH,603188
17,计算机-IT服务-IT服务Ⅲ,688365.SH,688365
17,传媒-影视院线-影视院线Ⅲ,603721.SH,603721
33,纺织服饰-纺织制造-辅料,002674.SZ,002674
33,电子-光学光电子-LED,002638.SZ,002638
17,农林牧渔-养殖业-动物保健,688098.SH,688098
33,医药生物-医疗器械-医疗耗材,301033.SZ,301033
33,基础化工-化学制品-涂料油墨,300758.SZ,300758
33,电子-消费电子-消费电子零部件及组装,300784.SZ,300784
17,医药生物-化学制药-化学制剂,688578.SH,688578
33,计算机-软件开发-垂直应用软件,300074.SZ,300074
33,食品饮料-食品加工制造-休闲食品,002582.SZ,002582
33,电力设备-风电设备-风电零部件,002531.SZ,002531
33,机械设备-通用设备-金属制品,300817.SZ,300817
22,医药生物-化学制药-原料药,688076.SH,688076
17,电子-半导体-模拟芯片设计,688391.SH,688391
17,计算机-软件开发-横向通用软件,688031.SH,688031
17,商贸零售-贸易-贸易Ⅲ,600058.SH,600058
33,社会服务-其他社会服务-专业服务,300860.SZ,300860
151,机械设备-工程机械-工程机械Ⅲ,920706.BJ,920706
17,有色金属-金属新材料-磁性材料,688077.SH,688077
33,轻工制造-家居用品-其他家居用品,001211.SZ,001211
17,计算机-软件开发-横向通用软件,688030.SH,688030
33,机械设备-专用设备-纺织服装设备,002021.SZ,002021
17,计算机-软件开发-横向通用软件,688023.SH,688023
17,电力设备-电网设备-电气自控设备,688681.SH,688681
33,机械设备-通用设备-制冷空调设备,301252.SZ,301252
33,计算机-计算机设备-安防设备,301318.SZ,301318
151,电力设备-电网设备-输变电设备,920496.BJ,920496
33,机械设备-自动化设备-工控设备,300484.SZ,300484
33,机械设备-专用设备-其他专用设备,002757.SZ,002757
33,汽车-汽车零部件-底盘与发动机系统,301020.SZ,301020
33,石油石化-石油加工贸易-石油加工,002377.SZ,002377
33,电力设备-光伏设备-光伏电池组件,002506.SZ,002506
17,环保-环境治理-固废治理,603588.SH,603588
33,建筑装饰-建筑装饰-基础建设,300712.SZ,300712
33,机械设备-轨交设备-轨交设备Ⅲ,300906.SZ,300906
17,通信-通信设备-其他通信设备,688292.SH,688292
33,交通运输-物流-物流Ⅲ,002930.SZ,002930
33,基础化工-化学制品-纺织化学用品,301618.SZ,301618
33,轻工制造-家居用品-其他家居用品,300640.SZ,300640
33,美容护理-美容护理-化妆品,300740.SZ,300740
17,房地产-房地产-住宅开发,600716.SH,600716
33,计算机-软件开发-垂直应用软件,300096.SZ,300096
33,轻工制造-造纸-造纸Ⅲ,002012.SZ,002012
33,机械设备-通用设备-仪器仪表,002819.SZ,002819
33,基础化工-化学制品-氟化工,002326.SZ,002326
33,机械设备-专用设备-能源及重型设备,001360.SZ,001360
33,社会服务-教育-教育Ⅲ,002607.SZ,002607
22,传媒-文化传媒-广告营销,603825.SH,603825
33,机械设备-通用设备-仪器仪表,300515.SZ,300515
33,农林牧渔-农产品加工-果蔬加工,000972.SZ,000972
33,医药生物-中药-中药Ⅲ,300158.SZ,300158
17,电力设备-光伏设备-光伏辅材,600207.SH,600207
17,机械设备-通用设备-仪器仪表,688665.SH,688665
33,电子-光学光电子-面板,300939.SZ,300939
33,国防军工-军工电子-军工电子Ⅲ,002977.SZ,002977
151,电子-消费电子-消费电子零部件及组装,920005.BJ,920005
33,机械设备-专用设备-其他专用设备,002833.SZ,002833
33,通信-通信服务-通信应用增值服务,300292.SZ,300292
33,机械设备-通用设备-金属制品,300946.SZ,300946
33,基础化工-塑料制品-其他塑料制品,301019.SZ,301019
17,电子-光学光电子-LED,605365.SH,605365
33,传媒-影视院线-影视院线Ⅲ,300133.SZ,300133
33,建筑装饰-建筑装饰-专业工程,002542.SZ,002542
33,电力设备-其他电源设备-其他电源设备Ⅲ,002630.SZ,002630
33,建筑材料-建筑材料-其他建材,300737.SZ,300737
17,国防军工-军工电子-军工电子Ⅲ,688776.SH,688776
17,医药生物-化学制药-化学制剂,688553.SH,688553
33,机械设备-通用设备-仪器仪表,300417.SZ,300417
33,机械设备-专用设备-其他专用设备,300103.SZ,300103
33,电力设备-电网设备-线缆部件及其他,002560.SZ,002560
17,电子-半导体-模拟芯片设计,600877.SH,600877
33,有色金属-能源金属-锂,002756.SZ,002756
33,通信-通信设备-通信网络设备及器件,300698.SZ,300698
33,汽车-汽车零部件-车身附件及饰件,301552.SZ,301552
33,轻工制造-家居用品-定制家居,300616.SZ,300616
17,商贸零售-零售-百货零售,603101.SH,603101
33,农林牧渔-种植业与林业-其他种植业,002772.SZ,002772
17,机械设备-专用设备-能源及重型设备,603698.SH,603698
151,汽车-汽车零部件-底盘与发动机系统,920055.BJ,920055
17,建筑装饰-建筑装饰-工程咨询服务,600846.SH,600846
17,电力设备-电池-锂电专用设备,688499.SH,688499
33,基础化工-化学制品-民爆用品,002246.SZ,002246
33,汽车-汽车零部件-底盘与发动机系统,002283.SZ,002283
33,环保-环保设备-环保设备Ⅲ,301288.SZ,301288
33,医药生物-医疗器械-医疗设备,300562.SZ,300562
17,基础化工-非金属材料-非金属材料Ⅲ,603826.SH,603826
33,公用事业-燃气-燃气Ⅲ,002700.SZ,002700
22,医药生物-医疗器械-医疗耗材,603718.SH,603718
151,基础化工-橡胶制品-其他橡胶制品,920188.BJ,920188
17,电力设备-电网设备-电气自控设备,688597.SH,688597
17,国防军工-军工装备-航空装备,600391.SH,600391
33,钢铁-钢铁-特钢,300881.SZ,300881
33,电子-消费电子-消费电子零部件及组装,300956.SZ,300956
33,医药生物-生物制品-其他生物制品,301047.SZ,301047
33,国防军工-军工电子-军工电子Ⅲ,002519.SZ,002519
33,电力设备-电网设备-输变电设备,301361.SZ,301361
33,汽车-汽车零部件-车身附件及饰件,301398.SZ,301398
17,电力设备-电池-电池化学品,603026.SH,603026
33,医药生物-化学制药-原料药,301246.SZ,301246
17,基础化工-农化制品-磷肥及磷化工,600078.SH,600078
17,国防军工-军工装备-航天装备,601698.SH,601698
17,基础化工-化学制品-纺织化学用品,600352.SH,600352
33,国防军工-军工装备-航空装备,300965.SZ,300965
33,电力设备-其他电源设备-其他电源设备Ⅲ,002951.SZ,002951
17,医药生物-化学制药-化学制剂,688658.SH,688658
17,有色金属-工业金属-铝,600888.SH,600888
33,国防军工-军工电子-军工电子Ⅲ,002413.SZ,002413
33,机械设备-通用设备-仪器仪表,002175.SZ,002175
33,汽车-汽车零部件-底盘与发动机系统,300580.SZ,300580
17,电力设备-电网设备-线缆部件及其他,603530.SH,603530
33,电力设备-电网设备-输变电设备,300670.SZ,300670
22,建筑材料-建筑材料-其他建材,603378.SH,603378
33,电力设备-其他电源设备-其他电源设备Ⅲ,300490.SZ,300490
17,电力设备-电池-电池化学品,603906.SH,603906
17,基础化工-化学制品-其他化学制品,688398.SH,688398
33,公用事业-电力-火电,000690.SZ,000690
17,医药生物-中药-中药Ⅲ,603439.SH,603439
33,电子-消费电子-消费电子零部件及组装,300032.SZ,300032
33,国防军工-军工电子-军工电子Ⅲ,300045.SZ,300045
151,汽车-汽车零部件-汽车电子电气系统,920212.BJ,920212
33,汽车-汽车零部件-底盘与发动机系统,301181.SZ,301181
33,电力设备-电网设备-输变电设备,301388.SZ,301388
33,计算机-IT服务-IT服务Ⅲ,002771.SZ,002771
33,基础化工-塑料制品-膜材料,300305.SZ,300305
33,食品饮料-食品加工制造-其他食品,000639.SZ,000639
33,机械设备-通用设备-其他通用设备,301083.SZ,301083
33,电力设备-电网设备-电气自控设备,300222.SZ,300222
33,汽车-汽车零部件-底盘与发动机系统,002715.SZ,002715
33,建筑装饰-建筑装饰-基础建设,300982.SZ,300982
33,医药生物-化学制药-化学制剂,301130.SZ,301130
151,食品饮料-食品加工制造-调味发酵品,920726.BJ,920726
33,汽车-汽车零部件-其他汽车零部件,002328.SZ,002328
33,有色金属-工业金属-铝,002988.SZ,002988
22,家用电器-厨卫电器-厨卫电器Ⅲ,605336.SH,605336
33,通信-通信服务-通信应用增值服务,002148.SZ,002148
17,轻工制造-造纸-造纸Ⅲ,603284.SH,603284
17,电子-半导体-模拟芯片设计,688798.SH,688798
33,医药生物-化学制药-化学制剂,002755.SZ,002755
17,纺织服饰-纺织制造-其他纺织,603130.SH,603130
33,电力设备-电网设备-线缆部件及其他,002692.SZ,002692
17,综合-综合-综合Ⅲ,600770.SH,600770
33,电子-电子化学品-电子化学品Ⅲ,300481.SZ,300481
33,传媒-文化传媒-广告营销,301171.SZ,301171
17,有色金属-工业金属-铜,603527.SH,603527
33,计算机-软件开发-横向通用软件,002439.SZ,002439
17,电力设备-其他电源设备-其他电源设备Ⅲ,600590.SH,600590
33,基础化工-化学制品-其他化学制品,301212.SZ,301212
33,基础化工-化学制品-其他化学制品,002455.SZ,002455
33,电力设备-电池-电池化学品,300769.SZ,300769
33,社会服务-其他社会服务-专业服务,300416.SZ,300416
33,有色金属-贵金属-贵金属Ⅲ,000426.SZ,000426
33,汽车-汽车零部件-底盘与发动机系统,300680.SZ,300680
17,电力设备-光伏设备-光伏加工设备,688556.SH,688556
33,家用电器-白色家电-家电零部件,002418.SZ,002418
17,医药生物-医疗服务-医疗研发外包,603456.SH,603456
17,建筑材料-建筑材料-水泥,603616.SH,603616
17,计算机-计算机设备-其他计算机设备,688060.SH,688060
33,建筑装饰-建筑装饰-装饰园林,002713.SZ,002713
33,轻工制造-包装印刷-包装,000659.SZ,000659
22,纺织服饰-服装家纺-服装,600107.SH,600107
33,机械设备-自动化设备-工控设备,301510.SZ,301510
33,传媒-游戏-游戏Ⅲ,002602.SZ,002602
17,机械设备-通用设备-金属制品,601002.SH,601002
33,电子-消费电子-消费电子零部件及组装,002241.SZ,002241
33,电子-光学光电子-LED,300389.SZ,300389
17,医药生物-化学制药-原料药,688690.SH,688690
151,机械设备-通用设备-金属制品,920169.BJ,920169
33,电力设备-光伏设备-逆变器,300274.SZ,300274
17,机械设备-工程机械-工程机械Ⅲ,603638.SH,603638
33,轻工制造-造纸-造纸Ⅲ,002235.SZ,002235
33,医药生物-化学制药-原料药,001367.SZ,001367
33,机械设备-工程机械-工程机械Ⅲ,002685.SZ,002685
151,机械设备-通用设备-仪器仪表,920035.BJ,920035
33,电力设备-电网设备-线缆部件及其他,002471.SZ,002471
33,医药生物-化学制药-化学制剂,300016.SZ,300016
33,通信-通信设备-通信线缆及配套,300563.SZ,300563
17,医药生物-医疗器械-医疗设备,688114.SH,688114
33,有色金属-工业金属-铅锌,000751.SZ,000751
33,电子-光学光电子-LED,300303.SZ,300303
17,电力设备-电机-电机Ⅲ,603819.SH,603819
17,机械设备-专用设备-其他专用设备,688162.SH,688162
33,电力设备-电网设备-电气自控设备,002546.SZ,002546
17,机械设备-通用设备-仪器仪表,688600.SH,688600
33,轻工制造-家居用品-成品家居,301061.SZ,301061
17,轻工制造-家居用品-定制家居,603801.SH,603801
17,电子-半导体-模拟芯片设计,688790.SH,688790
33,通信-通信设备-其他通信设备,300711.SZ,300711
33,医药生物-化学制药-化学制剂,002940.SZ,002940
33,传媒-文化传媒-广告营销,300805.SZ,300805
17,医药生物-化学制药-化学制剂,600267.SH,600267
17,电子-半导体-数字芯片设计,688047.SH,688047
33,电子-消费电子-品牌消费电子,002888.SZ,002888
33,电力设备-光伏设备-光伏加工设备,300316.SZ,300316
17,环保-环境治理-水务及水治理,688096.SH,688096
17,环保-环保设备-环保设备Ⅲ,688501.SH,688501
33,计算机-IT服务-IT服务Ⅲ,300020.SZ,300020
33,房地产-房地产-住宅开发,000609.SZ,000609
17,电子-消费电子-品牌消费电子,688007.SH,688007
33,环保-环境治理-综合环境治理,300152.SZ,300152
