股票代码,code,market_code,所属同花顺行业
000899.SZ,000899,33,公用事业-电力-火电
605007.SH,605007,17,轻工制造-造纸-造纸Ⅲ
002949.SZ,002949,33,建筑装饰-建筑装饰-工程咨询服务
600230.SH,600230,17,基础化工-化学制品-聚氨酯
002678.SZ,002678,33,轻工制造-家居用品-文娱用品
601208.SH,601208,17,基础化工-塑料制品-膜材料
603057.SH,603057,17,食品饮料-食品加工制造-休闲食品
000962.SZ,000962,33,有色金属-小金属-其他小金属
600096.SH,600096,17,基础化工-农化制品-磷肥及磷化工
000547.SZ,000547,33,国防军工-军工电子-军工电子Ⅲ
001396.SZ,001396,33,社会服务-其他社会服务-专业服务
600301.SH,600301,17,有色金属-小金属-其他小金属
002428.SZ,002428,33,有色金属-小金属-其他小金属
002978.SZ,002978,33,有色金属-小金属-其他小金属
600206.SH,600206,17,电子-半导体-半导体材料
000657.SZ,000657,33,有色金属-小金属-钨
605178.SH,605178,17,建筑装饰-建筑装饰-装饰园林
605289.SH,605289,17,建筑装饰-建筑装饰-装饰园林
603826.SH,603826,17,基础化工-非金属材料-非金属材料Ⅲ
000581.SZ,000581,33,汽车-汽车零部件-底盘与发动机系统
000636.SZ,000636,33,电子-元件-被动元件
002378.SZ,002378,33,有色金属-小金属-钨
000661.SZ,000661,33,医药生物-生物制品-其他生物制品
001203.SZ,001203,33,钢铁-钢铁-冶钢原料
002725.SZ,002725,33,汽车-汽车零部件-轮胎轮毂
600111.SH,600111,17,有色金属-小金属-稀土
601872.SH,601872,17,交通运输-港口航运-航运
002114.SZ,002114,33,有色金属-工业金属-铅锌
002989.SZ,002989,33,建筑装饰-建筑装饰-装饰园林
001209.SZ,001209,33,纺织服饰-服装家纺-服装
688072.SH,688072,17,电子-半导体-半导体设备
000012.SZ,000012,33,建筑材料-建筑材料-玻璃玻纤
605196.SH,605196,17,电力设备-电网设备-线缆部件及其他
600397.SH,600397,17,机械设备-专用设备-能源及重型设备
002811.SZ,002811,33,建筑装饰-建筑装饰-工程咨询服务
000758.SZ,000758,33,有色金属-工业金属-铅锌
001896.SZ,001896,33,公用事业-电力-火电
002176.SZ,002176,33,电力设备-电机-电机Ⅲ
000545.SZ,000545,33,基础化工-化学原料-钛白粉
600078.SH,600078,17,基础化工-农化制品-磷肥及磷化工
603601.SH,603601,17,建筑材料-建筑材料-玻璃玻纤
000036.SZ,000036,33,房地产-房地产-住宅开发
600649.SH,600649,17,房地产-房地产-住宅开发
600110.SH,600110,17,电力设备-电池-锂电池
600470.SH,600470,17,基础化工-农化制品-磷肥及磷化工
000890.SZ,000890,33,环保-环保设备-环保设备Ⅲ
002998.SZ,002998,33,基础化工-化学纤维-涤纶
000751.SZ,000751,33,有色金属-工业金属-铅锌
600759.SH,600759,17,石油石化-油气开采及服务-油气开采
002538.SZ,002538,33,基础化工-农化制品-复合肥
603077.SH,603077,17,基础化工-农化制品-磷肥及磷化工
600569.SH,600569,17,钢铁-钢铁-普钢
000839.SZ,000839,33,通信-通信服务-通信应用增值服务
002470.SZ,002470,33,基础化工-农化制品-复合肥
600259.SH,600259,17,有色金属-小金属-稀土
688350.SH,688350,17,基础化工-化学制品-其他化学制品
688779.SH,688779,17,电力设备-电池-电池化学品
688170.SH,688170,17,机械设备-自动化设备-激光设备
300066.SZ,300066,33,机械设备-通用设备-仪器仪表
300476.SZ,300476,33,电子-元件-印制电路板
688679.SH,688679,17,环保-环境治理-固废治理
002271.SZ,002271,33,建筑材料-建筑材料-其他建材
301580.SZ,301580,33,医药生物-医疗器械-医疗耗材
300196.SZ,300196,33,建筑材料-建筑材料-玻璃玻纤
603002.SH,603002,17,电子-电子化学品-电子化学品Ⅲ
000960.SZ,000960,33,有色金属-小金属-其他小金属
300255.SZ,300255,33,医药生物-化学制药-化学制剂
600497.SH,600497,17,有色金属-工业金属-铅锌
301217.SZ,301217,33,电力设备-电池-锂电池
301265.SZ,301265,33,环保-环境治理-固废治理
688325.SH,688325,17,电子-半导体-模拟芯片设计
600984.SH,600984,17,机械设备-工程机械-工程机械Ⅲ
000831.SZ,000831,33,有色金属-小金属-稀土
301662.SZ,301662,33,电力设备-电池-锂电专用设备
688048.SH,688048,17,电子-半导体-分立器件
600392.SH,600392,17,有色金属-小金属-稀土
300123.SZ,300123,33,国防军工-军工电子-军工电子Ⅲ
920809.BJ,920809,151,电力设备-电池-电池化学品
603285.SH,603285,17,基础化工-化学制品-其他化学制品
301219.SZ,301219,33,有色金属-能源金属-钴
600026.SH,600026,17,交通运输-港口航运-航运
688359.SH,688359,17,电子-电子化学品-电子化学品Ⅲ
688336.SH,688336,17,医药生物-生物制品-其他生物制品
688257.SH,688257,17,机械设备-通用设备-金属制品
301002.SZ,301002,33,电子-光学光电子-LED
603738.SH,603738,17,电子-元件-被动元件
600231.SH,600231,17,钢铁-钢铁-普钢
002312.SZ,002312,33,基础化工-农化制品-磷肥及磷化工
300920.SZ,300920,33,基础化工-塑料制品-其他塑料制品
002008.SZ,002008,33,机械设备-自动化设备-激光设备
002240.SZ,002240,33,有色金属-能源金属-锂
603616.SH,603616,17,建筑材料-建筑材料-水泥
688175.SH,688175,17,国防军工-军工电子-军工电子Ⅲ
300748.SZ,300748,33,有色金属-金属新材料-磁性材料
002361.SZ,002361,33,基础化工-塑料制品-合成树脂
688059.SH,688059,17,机械设备-通用设备-金属制品
301567.SZ,301567,33,电子-消费电子-消费电子零部件及组装
603399.SH,603399,17,有色金属-能源金属-锂
301150.SZ,301150,33,电力设备-电池-锂电池
300706.SZ,300706,33,电子-半导体-半导体材料
600549.SH,600549,17,有色金属-小金属-钨
688627.SH,688627,17,机械设备-专用设备-其他专用设备
000629.SZ,000629,33,钢铁-钢铁-冶钢原料
002463.SZ,002463,33,电子-元件-印制电路板
688066.SH,688066,17,国防军工-军工装备-航天装备
688613.SH,688613,17,医药生物-医疗器械-医疗耗材
300102.SZ,300102,33,电子-光学光电子-LED
688648.SH,688648,17,机械设备-通用设备-其他通用设备
002484.SZ,002484,33,电子-元件-被动元件
002733.SZ,002733,33,电力设备-电池-其他电池
603055.SH,603055,17,纺织服饰-纺织制造-其他纺织
603256.SH,603256,17,电子-电子化学品-电子化学品Ⅲ
002759.SZ,002759,33,电力设备-电池-电池化学品
300596.SZ,300596,33,基础化工-化学制品-其他化学制品
688300.SH,688300,17,基础化工-非金属材料-非金属材料Ⅲ
301005.SZ,301005,33,汽车-汽车零部件-其他汽车零部件
000060.SZ,000060,33,有色金属-工业金属-铅锌
300191.SZ,300191,33,石油石化-油气开采及服务-油气开采
002519.SZ,002519,33,国防军工-军工电子-军工电子Ⅲ
600684.SH,600684,17,房地产-房地产-房地产服务
301092.SZ,301092,33,基础化工-塑料制品-合成树脂
605117.SH,605117,17,电力设备-光伏设备-逆变器
603328.SH,603328,17,电子-元件-印制电路板
605060.SH,605060,17,机械设备-通用设备-其他通用设备
603138.SH,603138,17,计算机-软件开发-横向通用软件
300852.SZ,300852,33,电子-元件-印制电路板
688548.SH,688548,17,电子-电子化学品-电子化学品Ⅲ
300586.SZ,300586,33,基础化工-塑料制品-改性塑料
300854.SZ,300854,33,环保-环境治理-固废治理
000510.SZ,000510,33,基础化工-化学原料-氯碱
000422.SZ,000422,33,基础化工-农化制品-磷肥及磷化工
600307.SH,600307,17,钢铁-钢铁-普钢
301629.SZ,301629,33,电子-半导体-半导体设备
301281.SZ,301281,33,医药生物-化学制药-化学制剂
301389.SZ,301389,33,电子-消费电子-消费电子零部件及组装
000762.SZ,000762,33,有色金属-能源金属-锂
000688.SZ,000688,33,有色金属-工业金属-铅锌
301246.SZ,301246,33,医药生物-化学制药-原料药
603026.SH,603026,17,电力设备-电池-电池化学品
603067.SH,603067,17,基础化工-化学原料-无机盐
300322.SZ,300322,33,电子-消费电子-消费电子零部件及组装
920576.BJ,920576,151,有色金属-金属新材料-其他金属新材料
300602.SZ,300602,33,电子-消费电子-消费电子零部件及组装
920522.BJ,920522,151,电力设备-电池-锂电专用设备
600879.SH,600879,17,国防军工-军工装备-航天装备
300390.SZ,300390,33,电力设备-电池-电池化学品
300224.SZ,300224,33,有色金属-金属新材料-磁性材料
000970.SZ,000970,33,有色金属-金属新材料-磁性材料
002056.SZ,002056,33,电力设备-光伏设备-光伏电池组件
688603.SH,688603,17,电子-电子化学品-电子化学品Ⅲ
603065.SH,603065,17,基础化工-化学制品-其他化学制品
002562.SZ,002562,33,基础化工-化学制品-食品及饲料添加剂
688261.SH,688261,17,电子-半导体-分立器件
920145.BJ,920145,151,环保-环保设备-环保设备Ⅲ
000932.SZ,000932,33,钢铁-钢铁-普钢
920670.BJ,920670,151,医药生物-医疗服务-其他医疗服务
688202.SH,688202,17,医药生物-医疗服务-医疗研发外包
600022.SH,600022,17,钢铁-钢铁-普钢
600388.SH,600388,17,环保-环保设备-环保设备Ⅲ
688388.SH,688388,17,电力设备-电池-锂电池
688589.SH,688589,17,电子-半导体-数字芯片设计
600889.SH,600889,17,基础化工-化学纤维-粘胶
300801.SZ,300801,33,基础化工-化学制品-其他化学制品
300468.SZ,300468,33,计算机-软件开发-垂直应用软件
002541.SZ,002541,33,建筑装饰-建筑装饰-专业工程
300604.SZ,300604,33,电子-半导体-半导体设备
002585.SZ,002585,33,基础化工-塑料制品-膜材料
003018.SZ,003018,33,轻工制造-包装印刷-包装
002054.SZ,002054,33,基础化工-化学制品-纺织化学用品
688584.SH,688584,17,电子-半导体-半导体材料
301286.SZ,301286,33,基础化工-化学制品-其他化学制品
688518.SH,688518,17,机械设备-自动化设备-激光设备
002177.SZ,002177,33,商贸零售-零售-商业物业经营
300296.SZ,300296,33,电子-光学光电子-LED
600409.SH,600409,17,基础化工-化学原料-纯碱
601866.SH,601866,17,交通运输-港口航运-航运
600585.SH,600585,17,建筑材料-建筑材料-水泥
300152.SZ,300152,33,环保-环境治理-综合环境治理
002342.SZ,002342,33,机械设备-通用设备-金属制品
688601.SH,688601,17,电子-半导体-模拟芯片设计
300969.SZ,300969,33,汽车-汽车零部件-其他汽车零部件
688630.SH,688630,17,机械设备-专用设备-其他专用设备
605376.SH,605376,17,有色金属-能源金属-镍
688150.SH,688150,17,电子-电子化学品-电子化学品Ⅲ
300919.SZ,300919,33,电力设备-电池-电池化学品
603516.SH,603516,17,计算机-计算机设备-其他计算机设备
002791.SZ,002791,33,建筑材料-建筑材料-其他建材
300387.SZ,300387,33,基础化工-农化制品-复合肥
920857.BJ,920857,151,电子-消费电子-消费电子零部件及组装
603829.SH,603829,17,电力设备-电网设备-输变电设备
920505.BJ,920505,151,机械设备-通用设备-金属制品
002636.SZ,002636,33,电子-元件-印制电路板
688126.SH,688126,17,电子-半导体-半导体材料
002741.SZ,002741,33,电子-电子化学品-电子化学品Ⅲ
300917.SZ,300917,33,房地产-房地产-房地产服务
000898.SZ,000898,33,钢铁-钢铁-普钢
600399.SH,600399,17,钢铁-钢铁-特钢
002738.SZ,002738,33,有色金属-小金属-其他小金属
688717.SH,688717,17,电力设备-光伏设备-逆变器
603799.SH,603799,17,有色金属-能源金属-钴
002578.SZ,002578,33,有色金属-工业金属-铝
301212.SZ,301212,33,基础化工-化学制品-其他化学制品
300034.SZ,300034,33,国防军工-军工装备-航空装备
001280.SZ,001280,33,有色金属-小金属-其他小金属
002716.SZ,002716,33,有色金属-贵金属-贵金属Ⅲ
301200.SZ,301200,33,机械设备-自动化设备-其他自动化设备
002436.SZ,002436,33,电子-元件-印制电路板
000967.SZ,000967,33,环保-环保设备-环保设备Ⅲ
002110.SZ,002110,33,钢铁-钢铁-普钢
301175.SZ,301175,33,环保-环境治理-固废治理
600707.SH,600707,17,电子-光学光电子-面板
300773.SZ,300773,33,非银金融-多元金融-多元金融Ⅲ
600641.SH,600641,17,电子-半导体-半导体材料
002575.SZ,002575,33,综合-综合-综合Ⅲ
600216.SH,600216,17,医药生物-化学制药-原料药
301606.SZ,301606,33,电子-消费电子-品牌消费电子
002980.SZ,002980,33,电力设备-电网设备-电气自控设备
688750.SH,688750,17,有色金属-小金属-其他小金属
600117.SH,600117,17,钢铁-钢铁-特钢
600141.SH,600141,17,基础化工-农化制品-磷肥及磷化工
601003.SH,601003,17,钢铁-钢铁-普钢
920765.BJ,920765,151,轻工制造-家居用品-成品家居
300355.SZ,300355,33,环保-环境治理-综合环境治理
300019.SZ,300019,33,基础化工-化学制品-有机硅
300082.SZ,300082,33,基础化工-化学原料-其他化学原料
603124.SH,603124,17,有色金属-金属新材料-其他金属新材料
002219.SZ,002219,33,医药生物-医疗服务-医院
003011.SZ,003011,33,轻工制造-家居用品-瓷砖地板
002167.SZ,002167,33,有色金属-小金属-其他小金属
600711.SH,600711,17,有色金属-工业金属-铜
601969.SH,601969,17,钢铁-钢铁-冶钢原料
600577.SH,600577,17,电力设备-电网设备-线缆部件及其他
002913.SZ,002913,33,电子-元件-印制电路板
000903.SZ,000903,33,汽车-汽车零部件-底盘与发动机系统
600961.SH,600961,17,有色金属-工业金属-铅锌
688109.SH,688109,17,计算机-软件开发-垂直应用软件
001225.SZ,001225,33,机械设备-专用设备-能源及重型设备
000638.SZ,000638,33,农林牧渔-农产品加工-粮油加工
603255.SH,603255,17,基础化工-化学制品-其他化学制品
002285.SZ,002285,33,房地产-房地产-房地产服务
000711.SZ,000711,33,环保-环境治理-综合环境治理
002160.SZ,002160,33,有色金属-工业金属-铝
300593.SZ,300593,33,电力设备-其他电源设备-其他电源设备Ⅲ
600696.SH,600696,22,食品饮料-白酒-白酒Ⅲ
000669.SZ,000669,33,公用事业-燃气-燃气Ⅲ
600355.SH,600355,22,通信-通信设备-通信终端及配件
300331.SZ,300331,33,电子-光学光电子-光学元件
688809.SH,688809,17,电子-半导体-半导体设备
300991.SZ,300991,33,电子-其他电子-其他电子Ⅲ
688433.SH,688433,17,机械设备-通用设备-其他通用设备
600683.SH,600683,17,房地产-房地产-住宅开发
000793.SZ,000793,33,传媒-文化传媒-出版
688390.SH,688390,17,电力设备-光伏设备-逆变器
002731.SZ,002731,33,纺织服饰-服装家纺-饰品
300931.SZ,300931,33,机械设备-专用设备-楼宇设备
002528.SZ,002528,33,计算机-计算机设备-安防设备
600136.SH,600136,22,房地产-房地产-房地产服务
300398.SZ,300398,33,电子-电子化学品-电子化学品Ⅲ
000795.SZ,000795,33,有色金属-金属新材料-磁性材料
600590.SH,600590,17,国防军工-军工电子-军工电子Ⅲ
688411.SH,688411,17,电力设备-其他电源设备-其他电源设备Ⅲ
002630.SZ,002630,33,电力设备-其他电源设备-其他电源设备Ⅲ
600828.SH,600828,17,商贸零售-零售-百货零售
603557.SH,603557,22,纺织服饰-服装家纺-服装
002868.SZ,002868,33,农林牧渔-养殖业-动物保健
000609.SZ,000609,33,房地产-房地产-住宅开发
603268.SH,603268,22,国防军工-军工装备-航海装备
000668.SZ,000668,33,房地产-房地产-住宅开发
001270.SZ,001270,33,国防军工-军工电子-军工电子Ⅲ
600315.SH,600315,17,美容护理-美容护理-化妆品
603822.SH,603822,22,基础化工-化学制品-其他化学制品
603580.SH,603580,22,基础化工-塑料制品-其他塑料制品
600753.SH,600753,22,交通运输-物流-物流Ⅲ
601155.SH,601155,17,房地产-房地产-商业地产
605399.SH,605399,17,基础化工-化学制品-有机硅
300796.SZ,300796,33,基础化工-农化制品-农药
002211.SZ,002211,33,基础化工-化学制品-有机硅
002645.SZ,002645,33,环保-环境治理-综合环境治理
600525.SH,600525,22,电力设备-电网设备-输变电设备
000518.SZ,000518,33,医药生物-生物制品-其他生物制品
300285.SZ,300285,33,电子-电子化学品-电子化学品Ⅲ
603260.SH,603260,17,基础化工-化学制品-有机硅
002047.SZ,002047,33,建筑装饰-建筑装饰-装饰园林
601020.SH,601020,17,有色金属-工业金属-铅锌
301118.SZ,301118,33,基础化工-化学原料-其他化学原料
000546.SZ,000546,33,环保-环境治理-固废治理
002511.SZ,002511,33,美容护理-美容护理-个护用品
688120.SH,688120,17,电子-半导体-半导体设备
002677.SZ,002677,33,家用电器-厨卫电器-厨卫电器Ⅲ
002175.SZ,002175,33,机械设备-通用设备-仪器仪表
600243.SH,600243,22,机械设备-通用设备-其他通用设备
603228.SH,603228,17,电子-元件-印制电路板
688102.SH,688102,17,有色金属-金属新材料-其他金属新材料
000488.SZ,000488,33,轻工制造-造纸-造纸Ⅲ
603131.SH,603131,17,机械设备-通用设备-其他通用设备
688037.SH,688037,17,电子-半导体-半导体设备
600366.SH,600366,17,有色金属-金属新材料-磁性材料
600251.SH,600251,17,农林牧渔-农产品加工-果蔬加工
300891.SZ,300891,33,基础化工-化学原料-钛白粉
688012.SH,688012,17,电子-半导体-半导体设备
600567.SH,600567,17,轻工制造-造纸-造纸Ⅲ
002532.SZ,002532,33,有色金属-工业金属-铝
603172.SH,603172,17,基础化工-化学制品-纺织化学用品
603559.SH,603559,22,通信-通信服务-通信工程及服务
300637.SZ,300637,33,基础化工-化学制品-其他化学制品
301566.SZ,301566,33,电子-元件-被动元件
300048.SZ,300048,33,建筑装饰-建筑装饰-专业工程
001389.SZ,001389,33,电子-元件-印制电路板
600340.SH,600340,17,房地产-房地产-产业地产
601121.SH,601121,17,钢铁-钢铁-冶钢原料
300477.SZ,300477,33,电力设备-电网设备-输变电设备
688132.SH,688132,17,国防军工-军工电子-军工电子Ⅲ
002986.SZ,002986,33,石油石化-石油加工贸易-石油加工
301611.SZ,301611,33,电子-半导体-半导体材料
000683.SZ,000683,33,基础化工-化学原料-纯碱
601231.SH,601231,17,电子-消费电子-消费电子零部件及组装
300263.SZ,300263,33,机械设备-通用设备-其他通用设备
301160.SZ,301160,33,机械设备-通用设备-金属制品
600603.SH,600603,17,交通运输-物流-物流Ⅲ
002099.SZ,002099,33,医药生物-化学制药-原料药
300067.SZ,300067,33,基础化工-化学制品-纺织化学用品
603713.SH,603713,17,交通运输-物流-物流Ⅲ
002717.SZ,002717,33,环保-环境治理-综合环境治理
601958.SH,601958,17,有色金属-小金属-钼
001914.SZ,001914,33,房地产-房地产-房地产服务
002930.SZ,002930,33,交通运输-物流-物流Ⅲ
301141.SZ,301141,33,有色金属-金属新材料-磁性材料
605589.SH,605589,17,基础化工-塑料制品-合成树脂
600152.SH,600152,17,电力设备-电池-锂电池
601975.SH,601975,17,交通运输-港口航运-航运
688728.SH,688728,17,电子-半导体-数字芯片设计
603333.SH,603333,17,电力设备-电网设备-线缆部件及其他
688523.SH,688523,17,国防军工-军工装备-航天装备
603879.SH,603879,17,基础化工-塑料制品-合成树脂
301025.SZ,301025,33,传媒-文化传媒-出版
002842.SZ,002842,33,有色金属-小金属-钨
603336.SH,603336,17,农林牧渔-种植业与林业-其他种植业
301256.SZ,301256,33,基础化工-化学原料-无机盐
000923.SZ,000923,33,钢铁-钢铁-冶钢原料
920640.BJ,920640,151,通信-通信设备-通信网络设备及器件
000717.SZ,000717,33,钢铁-钢铁-普钢
601005.SH,601005,17,钢铁-钢铁-普钢
002168.SZ,002168,33,电力设备-电网设备-输变电设备
600331.SH,600331,17,基础化工-农化制品-磷肥及磷化工
600801.SH,600801,17,建筑材料-建筑材料-水泥
000980.SZ,000980,33,汽车-汽车整车-乘用车
600682.SH,600682,17,综合-综合-综合Ⅲ
002426.SZ,002426,33,电子-消费电子-消费电子零部件及组装
920270.BJ,920270,151,汽车-汽车零部件-车身附件及饰件
688319.SH,688319,17,医药生物-生物制品-疫苗
603612.SH,603612,17,基础化工-非金属材料-非金属材料Ⅲ
603162.SH,603162,17,交通运输-港口航运-航运
000838.SZ,000838,33,房地产-房地产-住宅开发
002202.SZ,002202,33,电力设备-风电设备-风电整机
300715.SZ,300715,33,建筑材料-建筑材料-其他建材
600080.SH,600080,17,医药生物-中药-中药Ⅲ
002407.SZ,002407,33,基础化工-化学制品-氟化工
000825.SZ,000825,33,钢铁-钢铁-特钢
000988.SZ,000988,33,机械设备-自动化设备-激光设备
605003.SH,605003,17,纺织服饰-服装家纺-家纺
000709.SZ,000709,33,钢铁-钢铁-普钢
301007.SZ,301007,33,汽车-汽车零部件-底盘与发动机系统
002244.SZ,002244,33,房地产-房地产-住宅开发
000006.SZ,000006,33,房地产-房地产-住宅开发
300900.SZ,300900,33,国防军工-军工装备-航空装备
301109.SZ,301109,33,环保-环境治理-固废治理
002207.SZ,002207,33,石油石化-油气开采及服务-油服工程
300128.SZ,300128,33,电力设备-电池-锂电专用设备
601600.SH,601600,17,有色金属-工业金属-铝
301358.SZ,301358,33,电力设备-电池-电池化学品
603505.SH,603505,17,基础化工-化学制品-氟化工
300610.SZ,300610,33,基础化工-化学制品-其他化学制品
603181.SH,603181,17,基础化工-化学制品-其他化学制品
002125.SZ,002125,33,电力设备-电池-电池化学品
600537.SH,600537,17,电力设备-光伏设备-光伏电池组件
300035.SZ,300035,33,电力设备-电池-电池化学品
002797.SZ,002797,33,非银金融-证券-证券Ⅲ
002005.SZ,002005,33,家用电器-小家电-小家电Ⅲ
688392.SH,688392,17,电力设备-电池-锂电专用设备
600058.SH,600058,17,商贸零售-贸易-贸易Ⅲ
688333.SH,688333,17,机械设备-通用设备-其他通用设备
002340.SZ,002340,33,电力设备-电池-电池化学品
688011.SH,688011,17,国防军工-军工电子-军工电子Ⅲ
688733.SH,688733,17,电力设备-电池-电池化学品
688106.SH,688106,17,电子-电子化学品-电子化学品Ⅲ
600782.SH,600782,17,钢铁-钢铁-普钢
300226.SZ,300226,33,计算机-软件开发-垂直应用软件
603936.SH,603936,17,电子-元件-印制电路板
601168.SH,601168,17,有色金属-工业金属-铜
300762.SZ,300762,33,国防军工-军工电子-军工电子Ⅲ
002424.SZ,002424,33,医药生物-中药-中药Ⅲ
002068.SZ,002068,33,基础化工-橡胶制品-炭黑
688605.SH,688605,17,电子-半导体-半导体设备
002795.SZ,002795,33,机械设备-通用设备-金属制品
600866.SH,600866,17,基础化工-化学制品-食品及饲料添加剂
600313.SH,600313,17,农林牧渔-种植业与林业-种子生产
601113.SH,601113,17,基础化工-化学纤维-其他纤维
002044.SZ,002044,33,医药生物-医疗服务-医院
688535.SH,688535,17,电子-半导体-半导体材料
300243.SZ,300243,33,基础化工-塑料制品-其他塑料制品
603283.SH,603283,17,机械设备-自动化设备-工控设备
688016.SH,688016,17,医药生物-医疗器械-医疗耗材
603682.SH,603682,17,商贸零售-零售-商业物业经营
603009.SH,603009,17,汽车-汽车零部件-底盘与发动机系统
301161.SZ,301161,33,机械设备-工程机械-工程机械Ⅲ
600338.SH,600338,17,有色金属-工业金属-铅锌
600550.SH,600550,17,电力设备-电网设备-输变电设备
002357.SZ,002357,33,交通运输-公路铁路运输-公交
600302.SH,600302,17,机械设备-专用设备-纺织服装设备
600675.SH,600675,17,房地产-房地产-住宅开发
605358.SH,605358,17,电子-半导体-半导体材料
920179.BJ,920179,151,电子-半导体-半导体材料
002792.SZ,002792,33,通信-通信设备-通信网络设备及器件
300316.SZ,300316,33,电力设备-光伏设备-光伏加工设备
002192.SZ,002192,33,有色金属-能源金属-锂
920061.BJ,920061,151,机械设备-专用设备-其他专用设备
002195.SZ,002195,33,计算机-IT服务-IT服务Ⅲ
688077.SH,688077,17,有色金属-金属新材料-磁性材料
920807.BJ,920807,151,机械设备-通用设备-磨具磨料
002057.SZ,002057,33,社会服务-其他社会服务-专业服务
600179.SH,600179,17,交通运输-港口航运-航运
000655.SZ,000655,33,钢铁-钢铁-冶钢原料
002897.SZ,002897,33,通信-通信设备-通信网络设备及器件
002485.SZ,002485,33,交通运输-物流-物流Ⅲ
600507.SH,600507,17,钢铁-钢铁-特钢
002386.SZ,002386,33,基础化工-化学原料-氯碱
000786.SZ,000786,33,建筑材料-建筑材料-其他建材
000878.SZ,000878,33,有色金属-工业金属-铜
920077.BJ,920077,151,基础化工-化学纤维-其他纤维
600581.SH,600581,17,钢铁-钢铁-普钢
000035.SZ,000035,33,环保-环境治理-固废治理
600410.SH,600410,17,计算机-IT服务-IT服务Ⅲ
603123.SH,603123,17,非银金融-多元金融-多元金融Ⅲ
920245.BJ,920245,151,机械设备-工程机械-工程机械Ⅲ
002323.SZ,002323,33,建筑装饰-建筑装饰-专业工程
600516.SH,600516,17,钢铁-钢铁-冶钢原料
600189.SH,600189,17,食品饮料-饮料制造-软饮料
300716.SZ,300716,33,电力设备-光伏设备-光伏电池组件
688268.SH,688268,17,电子-电子化学品-电子化学品Ⅲ
000897.SZ,000897,33,房地产-房地产-住宅开发
300551.SZ,300551,33,计算机-计算机设备-其他计算机设备
002052.SZ,002052,33,电力设备-其他电源设备-其他电源设备Ⅲ
688701.SH,688701,17,环保-环境治理-综合环境治理
601949.SH,601949,17,传媒-文化传媒-出版
688596.SH,688596,17,机械设备-专用设备-其他专用设备
603389.SH,603389,22,轻工制造-家居用品-成品家居
301128.SZ,301128,33,机械设备-专用设备-其他专用设备
300811.SZ,300811,33,有色金属-金属新材料-磁性材料
600063.SH,600063,17,基础化工-化学纤维-其他纤维
603757.SH,603757,17,机械设备-通用设备-其他通用设备
