所属同花顺行业,market_code,股票代码,code
国防军工-军工装备-地面兵装,33,300922.SZ,300922
汽车-汽车零部件-汽车电子电气系统,17,603179.SH,603179
公用事业-燃气-燃气Ⅲ,33,001331.SZ,001331
电子-光学光电子-光学元件,33,002962.SZ,002962
基础化工-塑料制品-合成树脂,17,688585.SH,688585
机械设备-通用设备-制冷空调设备,33,301525.SZ,301525
建筑装饰-建筑装饰-装饰园林,17,605303.SH,605303
机械设备-自动化设备-工控设备,17,688160.SH,688160
非银金融-证券-证券Ⅲ,17,600909.SH,600909
医药生物-医疗器械-体外诊断,17,688068.SH,688068
交通运输-港口航运-航运,17,601975.SH,601975
汽车-汽车零部件-车身附件及饰件,33,000700.SZ,000700
建筑材料-建筑材料-玻璃玻纤,17,601636.SH,601636
医药生物-医疗器械-医疗耗材,33,301188.SZ,301188
环保-环保设备-环保设备Ⅲ,17,603324.SH,603324
机械设备-通用设备-仪器仪表,17,688610.SH,688610
房地产-房地产-产业地产,17,600604.SH,600604
公用事业-电力-新能源发电,33,001258.SZ,001258
汽车-汽车零部件-底盘与发动机系统,33,300258.SZ,300258
汽车-汽车零部件-底盘与发动机系统,17,603037.SH,603037
电子-元件-印制电路板,17,603459.SH,603459
电子-光学光电子-光学元件,17,688322.SH,688322
机械设备-通用设备-金属制品,33,300885.SZ,300885
电力设备-电机-电机Ⅲ,33,301023.SZ,301023
机械设备-通用设备-其他通用设备,33,301596.SZ,301596
机械设备-自动化设备-机器人,33,300276.SZ,300276
纺织服饰-服装家纺-饰品,33,000026.SZ,000026
电力设备-光伏设备-硅料硅片,17,600481.SH,600481
建筑材料-建筑材料-其他建材,33,300715.SZ,300715
汽车-汽车零部件-车身附件及饰件,17,601799.SH,601799
汽车-汽车零部件-底盘与发动机系统,17,603040.SH,603040
公用事业-电力-新能源发电,17,603693.SH,603693
国防军工-军工电子-军工电子Ⅲ,33,001270.SZ,001270
通信-通信服务-通信工程及服务,33,300310.SZ,300310
汽车-汽车整车-乘用车,17,601127.SH,601127
医药生物-医疗服务-医疗研发外包,33,002821.SZ,002821
机械设备-通用设备-其他通用设备,17,603090.SH,603090
机械设备-通用设备-金属制品,17,603667.SH,603667
汽车-汽车零部件-底盘与发动机系统,33,002434.SZ,002434
交通运输-物流-物流Ⅲ,33,300013.SZ,300013
计算机-计算机设备-安防设备,151,920198.BJ,920198
电力设备-电网设备-线缆部件及其他,33,002471.SZ,002471
电力设备-光伏设备-光伏辅材,17,600207.SH,600207
通信-通信设备-通信网络设备及器件,33,300698.SZ,300698
汽车-汽车零部件-底盘与发动机系统,33,002284.SZ,002284
机械设备-通用设备-机床工具,33,300809.SZ,300809
汽车-汽车零部件-汽车电子电气系统,17,603786.SH,603786
医药生物-生物制品-其他生物制品,17,688428.SH,688428
电子-消费电子-消费电子零部件及组装,17,603890.SH,603890
电子-半导体-半导体设备,33,301369.SZ,301369
汽车-汽车零部件-底盘与发动机系统,33,301550.SZ,301550
汽车-汽车零部件-车身附件及饰件,33,301529.SZ,301529
机械设备-自动化设备-机器人,151,920593.BJ,920593
机械设备-通用设备-金属制品,17,600114.SH,600114
电力设备-电池-电池化学品,17,603906.SH,603906
汽车-汽车零部件-汽车电子电气系统,17,603293.SH,603293
基础化工-化学制品-纺织化学用品,17,605566.SH,605566
纺织服饰-服装家纺-鞋帽及其他,33,300952.SZ,300952
电子-消费电子-消费电子零部件及组装,33,301051.SZ,301051
家用电器-白色家电-家电零部件,17,603075.SH,603075
电子-半导体-分立器件,22,600745.SH,600745
医药生物-中药-中药Ⅲ,22,605199.SH,605199
基础化工-塑料制品-膜材料,17,688323.SH,688323
家用电器-小家电-小家电Ⅲ,33,003023.SZ,003023
汽车-汽车零部件-其他汽车零部件,33,002965.SZ,002965
交通运输-机场航运-航空运输,17,601021.SH,601021
建筑材料-建筑材料-管材,33,300599.SZ,300599
建筑装饰-建筑装饰-工程咨询服务,17,603458.SH,603458
国防军工-军工装备-航空装备,33,002297.SZ,002297
房地产-房地产-住宅开发,17,600376.SH,600376
汽车-汽车零部件-汽车电子电气系统,17,600699.SH,600699
计算机-IT服务-IT服务Ⅲ,151,920171.BJ,920171
美容护理-美容护理-化妆品,33,300955.SZ,300955
机械设备-通用设备-金属制品,17,601177.SH,601177
医药生物-医疗器械-医疗设备,17,688301.SH,688301
电子-元件-印制电路板,33,002938.SZ,002938
医药生物-医疗器械-医疗设备,33,301367.SZ,301367
家用电器-白色家电-家电零部件,17,603677.SH,603677
医药生物-生物制品-其他生物制品,17,688331.SH,688331
汽车-汽车服务及其他-其他运输设备,33,301322.SZ,301322
家用电器-白色家电-家电零部件,33,002050.SZ,002050
汽车-汽车零部件-汽车电子电气系统,33,300304.SZ,300304
计算机-IT服务-IT服务Ⅲ,151,920092.BJ,920092
机械设备-通用设备-金属制品,33,301377.SZ,301377
汽车-汽车零部件-车身附件及饰件,151,920270.BJ,920270
基础化工-塑料制品-膜材料,17,605488.SH,605488
汽车-汽车零部件-其他汽车零部件,17,603119.SH,603119
传媒-游戏-游戏Ⅲ,33,002174.SZ,002174
医药生物-化学制药-化学制剂,33,300723.SZ,300723
建筑材料-建筑材料-水泥,33,003037.SZ,003037
电子-光学光电子-面板,17,603773.SH,603773
食品饮料-白酒-白酒Ⅲ,17,600199.SH,600199
机械设备-通用设备-金属制品,33,002896.SZ,002896
传媒-文化传媒-广告营销,33,300061.SZ,300061
电子-消费电子-消费电子零部件及组装,33,002655.SZ,002655
汽车-汽车整车-乘用车,17,601777.SH,601777
有色金属-金属新材料-其他金属新材料,33,000969.SZ,000969
计算机-软件开发-垂直应用软件,33,300033.SZ,300033
基础化工-化学制品-涂料油墨,33,300758.SZ,300758
家用电器-黑色家电-其他黑色家电,33,000801.SZ,000801
电子-消费电子-消费电子零部件及组装,17,688260.SH,688260
轻工制造-家居用品-瓷砖地板,17,603725.SH,603725
计算机-软件开发-垂直应用软件,17,688291.SH,688291
家用电器-白色家电-家电零部件,33,300403.SZ,300403
汽车-汽车零部件-底盘与发动机系统,17,600933.SH,600933
交通运输-港口航运-航运,17,601022.SH,601022
机械设备-通用设备-金属制品,33,002514.SZ,002514
电子-消费电子-消费电子零部件及组装,17,603626.SH,603626
交通运输-机场航运-航空运输,17,603885.SH,603885
纺织服饰-纺织制造-印染,17,605055.SH,605055
纺织服饰-纺织制造-其他纺织,17,603055.SH,603055
电子-光学光电子-LED,33,300269.SZ,300269
非银金融-证券-证券Ⅲ,33,000728.SZ,000728
医药生物-医疗器械-医疗耗材,17,603976.SH,603976
公用事业-电力-新能源发电,17,600032.SH,600032
计算机-软件开发-垂直应用软件,17,601519.SH,601519
汽车-汽车零部件-底盘与发动机系统,33,301020.SZ,301020
汽车-汽车零部件-底盘与发动机系统,33,300580.SZ,300580
轻工制造-家居用品-瓷砖地板,33,301356.SZ,301356
公用事业-电力-火电,17,600863.SH,600863
银行-银行-城商行,17,601963.SH,601963
社会服务-旅游及酒店-旅游综合,33,000796.SZ,000796
医药生物-生物制品-其他生物制品,17,688177.SH,688177
建筑材料-建筑材料-管材,33,002457.SZ,002457
机械设备-通用设备-金属制品,33,301255.SZ,301255
计算机-IT服务-IT服务Ⅲ,33,002380.SZ,002380
社会服务-旅游及酒店-自然景点,17,603099.SH,603099
汽车-汽车零部件-汽车电子电气系统,33,002906.SZ,002906
汽车-汽车零部件-其他汽车零部件,33,000887.SZ,000887
机械设备-自动化设备-机器人,17,688017.SH,688017
电力设备-电网设备-电气自控设备,17,688611.SH,688611
机械设备-通用设备-机床工具,17,688577.SH,688577
医药生物-生物制品-其他生物制品,151,920047.BJ,920047
机械设备-通用设备-仪器仪表,33,300007.SZ,300007
医药生物-医疗服务-医疗研发外包,17,688202.SH,688202
电子-光学光电子-LED,33,300940.SZ,300940
汽车-汽车零部件-底盘与发动机系统,17,601689.SH,601689
商贸零售-零售-百货零售,17,600857.SH,600857
交通运输-公路铁路运输-高速公路,17,601518.SH,601518
电子-光学光电子-面板,33,000050.SZ,000050
轻工制造-包装印刷-印刷,33,001279.SZ,001279
电子-光学光电子-面板,33,000100.SZ,000100
基础化工-化学制品-食品及饲料添加剂,17,605077.SH,605077
医药生物-医疗服务-医疗研发外包,33,301096.SZ,301096
医药生物-化学制药-化学制剂,17,688235.SH,688235
建筑装饰-建筑装饰-专业工程,17,605598.SH,605598
通信-通信设备-通信网络设备及器件,33,301419.SZ,301419
医药生物-生物制品-血液制品,17,600161.SH,600161
机械设备-自动化设备-工控设备,17,688698.SH,688698
医药生物-医疗服务-医疗研发外包,17,688222.SH,688222
家用电器-白色家电-家电零部件,33,002290.SZ,002290
计算机-软件开发-垂直应用软件,17,688326.SH,688326
汽车-汽车零部件-底盘与发动机系统,33,002472.SZ,002472
食品饮料-白酒-白酒Ⅲ,17,600779.SH,600779
环保-环保设备-环保设备Ⅲ,17,600388.SH,600388
电力设备-电机-电机Ⅲ,33,002892.SZ,002892
电力设备-电网设备-输变电设备,33,301361.SZ,301361
机械设备-专用设备-纺织服装设备,33,003036.SZ,003036
轻工制造-造纸-造纸Ⅲ,17,603165.SH,603165
医药生物-化学制药-化学制剂,17,688382.SH,688382
汽车-汽车零部件-其他汽车零部件,33,300912.SZ,300912
医药生物-化学制药-化学制剂,17,688266.SH,688266
电力设备-电池-锂电池,33,300953.SZ,300953
电子-元件-印制电路板,33,301366.SZ,301366
电子-半导体-半导体材料,33,301678.SZ,301678
建筑材料-建筑材料-玻璃玻纤,17,603601.SH,603601
家用电器-白色家电-家电零部件,17,603112.SH,603112
电子-元件-印制电路板,33,002916.SZ,002916
汽车-汽车零部件-底盘与发动机系统,33,300680.SZ,300680
汽车-汽车零部件-底盘与发动机系统,17,603286.SH,603286
房地产-房地产-住宅开发,17,600791.SH,600791
轻工制造-造纸-造纸Ⅲ,33,002067.SZ,002067
电力设备-电机-电机Ⅲ,33,002196.SZ,002196
国防军工-军工电子-军工电子Ⅲ,33,002465.SZ,002465
医药生物-化学制药-化学制剂,33,002755.SZ,002755
汽车-汽车零部件-其他汽车零部件,17,603197.SH,603197
煤炭-煤炭开采加工-煤炭开采,17,600758.SH,600758
机械设备-通用设备-金属制品,17,688308.SH,688308
有色金属-金属新材料-磁性材料,33,300835.SZ,300835
汽车-汽车零部件-车身附件及饰件,33,002048.SZ,002048
机械设备-专用设备-其他专用设备,33,000856.SZ,000856
机械设备-通用设备-金属制品,33,301368.SZ,301368
国防军工-军工装备-航天装备,17,688282.SH,688282
机械设备-专用设备-纺织服装设备,17,603337.SH,603337
汽车-汽车零部件-底盘与发动机系统,33,301459.SZ,301459
汽车-汽车零部件-汽车电子电气系统,17,603376.SH,603376
有色金属-小金属-其他小金属,33,000962.SZ,000962
汽车-汽车零部件-车身附件及饰件,33,300100.SZ,300100
医药生物-医疗器械-医疗耗材,17,688016.SH,688016
有色金属-小金属-钨,33,000657.SZ,000657
医药生物-医疗器械-医疗设备,33,002432.SZ,002432
电力设备-电网设备-输变电设备,17,603070.SH,603070
交通运输-公路铁路运输-公交,17,603069.SH,603069
电力设备-电池-锂电池,17,688567.SH,688567
汽车-汽车零部件-其他汽车零部件,151,920221.BJ,920221
汽车-汽车零部件-底盘与发动机系统,17,605133.SH,605133
电力设备-电池-其他电池,33,002580.SZ,002580
电力设备-电机-电机Ⅲ,17,600580.SH,600580
电子-元件-被动元件,33,300408.SZ,300408
电子-光学光电子-LED,33,001326.SZ,001326
汽车-汽车零部件-底盘与发动机系统,33,002126.SZ,002126
交通运输-公路铁路运输-高速公路,33,000548.SZ,000548
纺织服饰-服装家纺-鞋帽及其他,17,603116.SH,603116
汽车-汽车零部件-汽车电子电气系统,17,688612.SH,688612
公用事业-电力-电能综合服务,17,600310.SH,600310
机械设备-自动化设备-机器人,33,002698.SZ,002698
电力设备-电池-锂电池,33,002245.SZ,002245
电子-消费电子-消费电子零部件及组装,33,002981.SZ,002981
机械设备-通用设备-仪器仪表,151,920476.BJ,920476
电子-消费电子-消费电子零部件及组装,33,301387.SZ,301387
机械设备-专用设备-其他专用设备,33,002786.SZ,002786
通信-通信设备-通信终端及配件,33,002881.SZ,002881
电力设备-光伏设备-光伏加工设备,33,300776.SZ,300776
机械设备-通用设备-金属制品,33,002164.SZ,002164
汽车-汽车零部件-车身附件及饰件,151,920533.BJ,920533
汽车-汽车零部件-底盘与发动机系统,17,603013.SH,603013
建筑装饰-建筑装饰-专业工程,22,603959.SH,603959
建筑材料-建筑材料-水泥,22,600678.SH,600678
社会服务-其他社会服务-专业服务,17,601965.SH,601965
电力设备-电机-电机Ⅲ,33,300660.SZ,300660
环保-环境治理-水务及水治理,17,688096.SH,688096
机械设备-自动化设备-机器人,33,300024.SZ,300024
汽车-汽车零部件-汽车电子电气系统,33,002813.SZ,002813
汽车-汽车零部件-车身附件及饰件,33,301398.SZ,301398
机械设备-自动化设备-激光设备,17,688559.SH,688559
汽车-汽车零部件-汽车电子电气系统,33,301656.SZ,301656
机械设备-通用设备-机床工具,33,000837.SZ,000837
汽车-汽车零部件-底盘与发动机系统,33,301225.SZ,301225
电子-消费电子-品牌消费电子,17,688007.SH,688007
汽车-汽车零部件-底盘与发动机系统,33,000559.SZ,000559
轻工制造-包装印刷-包装,22,603429.SH,603429
环保-环境治理-固废治理,33,300815.SZ,300815
电力设备-电池-电池化学品,33,001301.SZ,001301
基础化工-化学制品-涂料油墨,33,300225.SZ,300225
医药生物-医疗服务-医疗研发外包,17,688796.SH,688796
医药生物-医疗器械-医疗设备,33,300760.SZ,300760
机械设备-通用设备-金属制品,33,300421.SZ,300421
非银金融-证券-证券Ⅲ,17,600999.SH,600999
医药生物-化学制药-化学制剂,17,600521.SH,600521
轻工制造-造纸-造纸Ⅲ,33,000488.SZ,000488
基础化工-化学制品-涂料油墨,17,688129.SH,688129
纺织服饰-服装家纺-服装,33,301088.SZ,301088
交通运输-机场航运-航空运输,17,600115.SH,600115
医药生物-生物制品-血液制品,33,300294.SZ,300294
电子-元件-印制电路板,33,300739.SZ,300739
电子-光学光电子-面板,17,688538.SH,688538
交通运输-公路铁路运输-高速公路,33,001965.SZ,001965
汽车-汽车零部件-底盘与发动机系统,33,300611.SZ,300611
汽车-汽车零部件-底盘与发动机系统,33,002806.SZ,002806
电力设备-电机-电机Ⅲ,33,002249.SZ,002249
医药生物-医疗器械-医疗耗材,33,002901.SZ,002901
医药生物-中药-中药Ⅲ,17,600976.SH,600976
轻工制造-造纸-造纸Ⅲ,33,002012.SZ,002012
银行-银行-国有大型银行,17,601939.SH,601939
电力设备-电网设备-输变电设备,17,600885.SH,600885
商贸零售-零售-百货零售,33,002277.SZ,002277
医药生物-医疗器械-医疗设备,17,688410.SH,688410
电子-元件-印制电路板,33,300964.SZ,300964
交通运输-港口航运-航运,151,920571.BJ,920571
电子-光学光电子-光学元件,33,301421.SZ,301421
环保-环境治理-大气治理,17,603177.SH,603177
国防军工-军工装备-航空装备,17,600391.SH,600391
电子-半导体-数字芯片设计,17,688008.SH,688008
机械设备-自动化设备-工控设备,17,603583.SH,603583
机械设备-通用设备-金属制品,33,300718.SZ,300718
医药生物-化学制药-化学制剂,33,300436.SZ,300436
国防军工-军工电子-军工电子Ⅲ,151,920008.BJ,920008
传媒-文化传媒-数字媒体,17,603466.SH,603466
基础化工-化学原料-无机盐,17,600367.SH,600367
医药生物-医疗器械-医疗耗材,17,600529.SH,600529
电力设备-电池-其他电池,33,301222.SZ,301222
计算机-计算机设备-其他计算机设备,33,300552.SZ,300552
商贸零售-零售-专业连锁,33,301078.SZ,301078
计算机-软件开发-垂直应用软件,33,002405.SZ,002405
机械设备-自动化设备-机器人,33,300607.SZ,300607
银行-银行-国有大型银行,17,601988.SH,601988
医药生物-化学制药-化学制剂,33,300558.SZ,300558
机械设备-自动化设备-工控设备,33,002527.SZ,002527
基础化工-化学制品-民爆用品,33,002917.SZ,002917
电子-元件-印制电路板,17,603936.SH,603936
电子-其他电子-其他电子Ⅲ,33,002885.SZ,002885
机械设备-通用设备-仪器仪表,17,603662.SH,603662
医药生物-医疗服务-医疗研发外包,17,688710.SH,688710
电力设备-电机-电机Ⅲ,33,003021.SZ,003021
电子-半导体-模拟芯片设计,17,688381.SH,688381
汽车-汽车零部件-车身附件及饰件,151,920168.BJ,920168
机械设备-通用设备-金属制品,33,300946.SZ,300946
机械设备-自动化设备-其他自动化设备,17,688686.SH,688686
纺织服饰-服装家纺-服装,22,600107.SH,600107
计算机-软件开发-垂直应用软件,17,603990.SH,603990
机械设备-工程机械-工程机械Ⅲ,17,600984.SH,600984
基础化工-化学制品-有机硅,33,300019.SZ,300019
医药生物-化学制药-化学制剂,22,600079.SH,600079
公用事业-燃气-燃气Ⅲ,17,600903.SH,600903
电子-消费电子-消费电子零部件及组装,33,300115.SZ,300115
计算机-软件开发-垂直应用软件,33,300803.SZ,300803
医药生物-生物制品-其他生物制品,17,688336.SH,688336
交通运输-港口航运-航运,17,600179.SH,600179
机械设备-通用设备-仪器仪表,17,688768.SH,688768
非银金融-证券-证券Ⅲ,33,300059.SZ,300059
医药生物-化学制药-原料药,17,605116.SH,605116
医药生物-生物制品-其他生物制品,17,688180.SH,688180
有色金属-小金属-其他小金属,33,002149.SZ,002149
非银金融-证券-证券Ⅲ,17,601066.SH,601066
社会服务-旅游及酒店-自然景点,33,300859.SZ,300859
有色金属-工业金属-铝,17,600888.SH,600888
交通运输-机场航运-航空运输,17,600029.SH,600029
计算机-IT服务-IT服务Ⅲ,33,300496.SZ,300496
家用电器-小家电-小家电Ⅲ,17,688169.SH,688169
电子-消费电子-消费电子零部件及组装,33,002055.SZ,002055
环保-环境治理-水务及水治理,17,688057.SH,688057
环保-环境治理-综合环境治理,33,300266.SZ,300266
电力设备-电机-电机Ⅲ,17,600416.SH,600416
机械设备-通用设备-仪器仪表,33,301413.SZ,301413
有色金属-工业金属-铝,33,002501.SZ,002501
电力设备-风电设备-风电整机,17,601615.SH,601615
电子-光学光电子-LED,33,002449.SZ,002449
建筑材料-建筑材料-水泥,17,603616.SH,603616
医药生物-化学制药-化学制剂,33,002262.SZ,002262
电力设备-电机-电机Ⅲ,17,603728.SH,603728
有色金属-能源金属-镍,17,605376.SH,605376
公用事业-电力-新能源发电,33,000591.SZ,000591
汽车-汽车零部件-汽车电子电气系统,33,002664.SZ,002664
医药生物-医疗器械-医疗耗材,17,688108.SH,688108
汽车-汽车零部件-轮胎轮毂,33,002984.SZ,002984
非银金融-多元金融-多元金融Ⅲ,17,600783.SH,600783
汽车-汽车零部件-汽车电子电气系统,33,002870.SZ,002870
交通运输-港口航运-航运,17,600798.SH,600798
医药生物-化学制药-化学制剂,33,002422.SZ,002422
基础化工-化学原料-氯碱,33,000510.SZ,000510
电子-半导体-数字芯片设计,17,603501.SH,603501
非银金融-证券-证券Ⅲ,33,002945.SZ,002945
汽车-汽车零部件-车身附件及饰件,33,001319.SZ,001319
基础化工-化学制品-其他化学制品,33,300910.SZ,300910
交通运输-机场航运-航空运输,33,000099.SZ,000099
机械设备-自动化设备-工控设备,33,300124.SZ,300124
基础化工-化学原料-无机盐,17,603067.SH,603067
机械设备-通用设备-其他通用设备,17,688360.SH,688360
医药生物-生物制品-其他生物制品,17,688520.SH,688520
医药生物-医疗服务-医疗研发外包,33,300347.SZ,300347
家用电器-小家电-小家电Ⅲ,17,605555.SH,605555
机械设备-通用设备-其他通用设备,22,600243.SH,600243
轻工制造-家居用品-其他家居用品,17,603195.SH,603195
机械设备-工程机械-工程机械Ⅲ,17,601100.SH,601100
轻工制造-家居用品-成品家居,22,603389.SH,603389
交通运输-港口航运-航运,17,601919.SH,601919
轻工制造-包装印刷-包装,17,600076.SH,600076
社会服务-旅游及酒店-酒店,17,600754.SH,600754
机械设备-自动化设备-机器人,151,920579.BJ,920579
汽车-汽车零部件-轮胎轮毂,33,002085.SZ,002085
有色金属-金属新材料-磁性材料,33,300811.SZ,300811
医药生物-化学制药-化学制剂,17,688759.SH,688759
基础化工-塑料制品-合成树脂,17,601026.SH,601026
交通运输-公路铁路运输-公交,17,600650.SH,600650
农林牧渔-养殖业-其他养殖,22,600965.SH,600965
电子-光学光电子-LED,33,300301.SZ,300301
建筑材料-建筑材料-玻璃玻纤,17,600176.SH,600176
家用电器-小家电-小家电Ⅲ,17,603215.SH,603215
电子-半导体-半导体设备,17,688729.SH,688729
通信-通信服务-通信工程及服务,17,603206.SH,603206
机械设备-通用设备-其他通用设备,33,301273.SZ,301273
医药生物-化学制药-化学制剂,17,688506.SH,688506
汽车-汽车零部件-轮胎轮毂,17,601058.SH,601058
机械设备-通用设备-机床工具,17,688305.SH,688305
非银金融-证券-证券Ⅲ,17,600906.SH,600906
纺织服饰-纺织制造-辅料,33,002674.SZ,002674
医药生物-医疗服务-医疗研发外包,17,603259.SH,603259
家用电器-小家电-小家电Ⅲ,33,002959.SZ,002959
机械设备-自动化设备-工控设备,151,920425.BJ,920425
医药生物-生物制品-其他生物制品,17,688062.SH,688062
计算机-软件开发-垂直应用软件,33,301221.SZ,301221
汽车-汽车零部件-车身附件及饰件,17,603266.SH,603266
银行-银行-城商行,17,600919.SH,600919
机械设备-通用设备-其他通用设备,33,001696.SZ,001696
电子-半导体-半导体设备,33,002371.SZ,002371
银行-银行-国有大型银行,17,601328.SH,601328
交通运输-机场航运-航空运输,17,601111.SH,601111
机械设备-通用设备-其他通用设备,33,301028.SZ,301028
轻工制造-包装印刷-包装,33,002969.SZ,002969
美容护理-美容护理-医疗美容,33,002612.SZ,002612
纺织服饰-服装家纺-服装,33,301276.SZ,301276
电子-光学光电子-面板,33,300088.SZ,300088
医药生物-中药-中药Ⅲ,17,600535.SH,600535
医药生物-化学制药-化学制剂,17,600276.SH,600276
基础化工-塑料制品-改性塑料,17,600143.SH,600143
医药生物-医疗器械-医疗耗材,17,688050.SH,688050
有色金属-小金属-钼,33,000688.SZ,000688
家用电器-小家电-小家电Ⅲ,33,002032.SZ,002032
电子-半导体-半导体设备,17,688082.SH,688082
汽车-汽车零部件-其他汽车零部件,17,603358.SH,603358
社会服务-旅游及酒店-酒店,17,600258.SH,600258
交通运输-机场航运-航空运输,33,002928.SZ,002928
机械设备-专用设备-其他专用设备,33,002009.SZ,002009
传媒-文化传媒-广告营销,33,300242.SZ,300242
机械设备-工程机械-工程机械Ⅲ,17,603298.SH,603298
医药生物-化学制药-原料药,33,000739.SZ,000739
机械设备-工程机械-工程机械Ⅲ,33,000425.SZ,000425
基础化工-非金属材料-非金属材料Ⅲ,17,603688.SH,603688
医药生物-化学制药-化学制剂,33,002294.SZ,002294
轻工制造-家居用品-定制家居,17,603216.SH,603216
电子-半导体-集成电路封测,17,600584.SH,600584
交通运输-公路铁路运输-高速公路,17,600012.SH,600012
家用电器-白色家电-冰洗,33,000016.SZ,000016
电力设备-电机-电机Ⅲ,33,002801.SZ,002801
机械设备-通用设备-金属制品,33,300838.SZ,300838
汽车-汽车整车-乘用车,17,600733.SH,600733
机械设备-工程机械-工程机械Ⅲ,151,920002.BJ,920002
汽车-汽车服务及其他-其他运输设备,33,300256.SZ,300256
食品饮料-食品加工制造-预加工食品,151,920826.BJ,920826
食品饮料-食品加工制造-休闲食品,33,000716.SZ,000716
汽车-汽车零部件-底盘与发动机系统,17,603809.SH,603809
计算机-软件开发-横向通用软件,33,300352.SZ,300352
机械设备-自动化设备-机器人,17,688165.SH,688165
机械设备-自动化设备-激光设备,17,688170.SH,688170
汽车-汽车零部件-底盘与发动机系统,17,603305.SH,603305
电力设备-电网设备-电气自控设备,151,920375.BJ,920375
电子-光学光电子-光学元件,33,300566.SZ,300566
汽车-汽车零部件-汽车电子电气系统,17,605333.SH,605333
基础化工-化学制品-其他化学制品,33,002669.SZ,002669
汽车-汽车零部件-车身附件及饰件,17,603730.SH,603730
医药生物-医疗服务-医院,33,301267.SZ,301267
家用电器-黑色家电-彩电,17,600060.SH,600060
公用事业-电力-火电,17,600642.SH,600642
电子-光学光电子-面板,33,003019.SZ,003019
银行-银行-城商行,17,601187.SH,601187
电子-光学光电子-面板,17,600552.SH,600552
纺织服饰-纺织制造-其他纺织,33,300918.SZ,300918
计算机-软件开发-垂直应用软件,17,688318.SH,688318
家用电器-黑色家电-其他黑色家电,17,688696.SH,688696
