所属同花顺行业,market_code,股票代码,code
通信-通信设备-通信网络设备及器件,151,920045.BJ,920045
有色金属-金属新材料-磁性材料,33,300811.SZ,300811
基础化工-化学纤维-粘胶,33,000677.SZ,000677
电子-元件-印制电路板,17,603920.SH,603920
电子-电子化学品-电子化学品Ⅲ,17,688550.SH,688550
通信-通信服务-通信工程及服务,151,920924.BJ,920924
电子-光学光电子-光学元件,33,002456.SZ,002456
电子-半导体-模拟芯片设计,22,688270.SH,688270
纺织服饰-纺织制造-其他纺织,33,300877.SZ,300877
电子-半导体-模拟芯片设计,17,600877.SH,600877
电子-元件-印制电路板,17,600183.SH,600183
电子-元件-被动元件,33,002484.SZ,002484
国防军工-军工装备-航天装备,17,688818.SH,688818
房地产-房地产-住宅开发,33,000029.SZ,000029
电子-电子化学品-电子化学品Ⅲ,33,300346.SZ,300346
基础化工-化学制品-有机硅,33,300041.SZ,300041
电子-其他电子-其他电子Ⅲ,33,300975.SZ,300975
有色金属-金属新材料-其他金属新材料,17,688102.SH,688102
电子-半导体-半导体设备,17,688409.SH,688409
计算机-软件开发-垂直应用软件,33,301095.SZ,301095
纺织服饰-服装家纺-饰品,33,000017.SZ,000017
电子-半导体-半导体材料,33,003026.SZ,003026
电子-电子化学品-电子化学品Ⅲ,17,688020.SH,688020
电力设备-电池-锂电专用设备,17,688392.SH,688392
机械设备-通用设备-其他通用设备,17,688433.SH,688433
电子-半导体-分立器件,17,688498.SH,688498
电子-消费电子-消费电子零部件及组装,17,601231.SH,601231
机械设备-通用设备-制冷空调设备,33,300990.SZ,300990
农林牧渔-种植业与林业-其他种植业,33,002215.SZ,002215
电子-半导体-半导体材料,151,920179.BJ,920179
电子-消费电子-消费电子零部件及组装,17,688661.SH,688661
基础化工-非金属材料-非金属材料Ⅲ,17,688598.SH,688598
机械设备-专用设备-其他专用设备,17,688419.SH,688419
医药生物-医疗服务-医疗研发外包,33,002821.SZ,002821
基础化工-橡胶制品-其他橡胶制品,17,603650.SH,603650
电子-消费电子-消费电子零部件及组装,33,301067.SZ,301067
机械设备-自动化设备-激光设备,33,000988.SZ,000988
基础化工-非金属材料-非金属材料Ⅲ,17,688300.SH,688300
基础化工-塑料制品-改性塑料,17,688669.SH,688669
电子-半导体-半导体材料,17,688234.SH,688234
国防军工-军工电子-军工电子Ⅲ,17,688311.SH,688311
机械设备-自动化设备-其他自动化设备,17,688306.SH,688306
纺织服饰-纺织制造-其他纺织,33,300819.SZ,300819
电力设备-风电设备-风电零部件,17,603063.SH,603063
通信-通信设备-通信线缆及配套,17,601869.SH,601869
电子-半导体-数字芯片设计,17,688416.SH,688416
传媒-文化传媒-数字媒体,33,300364.SZ,300364
医药生物-化学制药-原料药,17,688690.SH,688690
汽车-汽车零部件-汽车电子电气系统,33,301656.SZ,301656
电子-电子化学品-电子化学品Ⅲ,17,688545.SH,688545
机械设备-工程机械-工程机械Ⅲ,17,600984.SH,600984
电子-消费电子-消费电子零部件及组装,33,301123.SZ,301123
医药生物-化学制药-原料药,33,300765.SZ,300765
电子-半导体-模拟芯片设计,17,688601.SH,688601
机械设备-自动化设备-工控设备,17,603203.SH,603203
电子-电子化学品-电子化学品Ⅲ,33,300655.SZ,300655
电子-电子化学品-电子化学品Ⅲ,33,300054.SZ,300054
电子-半导体-半导体材料,33,300706.SZ,300706
建筑材料-建筑材料-其他建材,22,603378.SH,603378
机械设备-通用设备-磨具磨料,33,002046.SZ,002046
电子-半导体-半导体设备,17,688478.SH,688478
电力设备-电网设备-电气自控设备,33,002546.SZ,002546
机械设备-通用设备-机床工具,33,002943.SZ,002943
通信-通信设备-通信网络设备及器件,33,002547.SZ,002547
房地产-房地产-住宅开发,17,600773.SH,600773
电力设备-其他电源设备-其他电源设备Ⅲ,33,002534.SZ,002534
电力设备-光伏设备-光伏加工设备,33,300776.SZ,300776
美容护理-美容护理-个护用品,33,301108.SZ,301108
医药生物-医疗器械-医疗耗材,17,688108.SH,688108
基础化工-化学制品-其他化学制品,33,301373.SZ,301373
国防军工-军工装备-航空装备,17,688685.SH,688685
电子-元件-印制电路板,33,300936.SZ,300936
电子-电子化学品-电子化学品Ⅲ,17,688150.SH,688150
电子-半导体-半导体设备,17,688729.SH,688729
商贸零售-互联网电商-互联网电商Ⅲ,33,300592.SZ,300592
电子-半导体-模拟芯片设计,17,688325.SH,688325
轻工制造-包装印刷-包装,33,002303.SZ,002303
机械设备-专用设备-其他专用设备,17,688383.SH,688383
机械设备-通用设备-其他通用设备,33,001696.SZ,001696
电子-元件-被动元件,17,600563.SH,600563
家用电器-黑色家电-彩电,33,002429.SZ,002429
电子-半导体-数字芯片设计,17,688728.SH,688728
电子-元件-印制电路板,33,002463.SZ,002463
电子-半导体-数字芯片设计,17,688332.SH,688332
计算机-软件开发-垂直应用软件,17,688296.SH,688296
机械设备-通用设备-机床工具,33,301603.SZ,301603
电子-半导体-数字芯片设计,17,688047.SH,688047
国防军工-军工电子-军工电子Ⅲ,33,300762.SZ,300762
机械设备-专用设备-楼宇设备,33,002774.SZ,002774
有色金属-能源金属-锂,33,002667.SZ,002667
机械设备-通用设备-金属制品,33,300943.SZ,300943
机械设备-通用设备-其他通用设备,33,300263.SZ,300263
非银金融-证券-证券Ⅲ,17,600999.SH,600999
房地产-房地产-住宅开发,17,600791.SH,600791
电子-元件-印制电路板,17,688183.SH,688183
汽车-汽车零部件-其他汽车零部件,33,301005.SZ,301005
机械设备-通用设备-其他通用设备,33,300157.SZ,300157
商贸零售-互联网电商-互联网电商Ⅲ,17,600539.SH,600539
计算机-IT服务-IT服务Ⅲ,17,603629.SH,603629
房地产-房地产-住宅开发,33,000838.SZ,000838
电子-光学光电子-LED,17,600703.SH,600703
电子-半导体-数字芯片设计,33,002213.SZ,002213
电子-半导体-半导体材料,151,920012.BJ,920012
建筑装饰-建筑装饰-工程咨询服务,33,000779.SZ,000779
电子-电子化学品-电子化学品Ⅲ,17,688268.SH,688268
电子-消费电子-消费电子零部件及组装,33,002681.SZ,002681
电力设备-风电设备-风电零部件,33,301232.SZ,301232
机械设备-专用设备-其他专用设备,33,300540.SZ,300540
电子-光学光电子-面板,33,000725.SZ,000725
电子-半导体-分立器件,17,600360.SH,600360
基础化工-塑料制品-改性塑料,33,300538.SZ,300538
电子-元件-印制电路板,33,301132.SZ,301132
国防军工-军工电子-军工电子Ⅲ,17,688636.SH,688636
电子-电子化学品-电子化学品Ⅲ,17,688549.SH,688549
通信-通信设备-通信网络设备及器件,33,300502.SZ,300502
基础化工-塑料制品-膜材料,33,300806.SZ,300806
计算机-软件开发-垂直应用软件,17,688118.SH,688118
社会服务-其他社会服务-专业服务,33,300416.SZ,300416
有色金属-金属新材料-其他金属新材料,17,688811.SH,688811
计算机-IT服务-IT服务Ⅲ,33,301236.SZ,301236
电力设备-电机-电机Ⅲ,33,300907.SZ,300907
电子-消费电子-消费电子零部件及组装,33,301182.SZ,301182
电子-半导体-分立器件,33,300373.SZ,300373
电力设备-其他电源设备-其他电源设备Ⅲ,33,300593.SZ,300593
电子-消费电子-品牌消费电子,17,688036.SH,688036
房地产-房地产-住宅开发,17,600246.SH,600246
商贸零售-贸易-贸易Ⅲ,17,600058.SH,600058
计算机-软件开发-垂直应用软件,33,000948.SZ,000948
机械设备-通用设备-磨具磨料,33,300700.SZ,300700
通信-通信设备-通信网络设备及器件,33,301419.SZ,301419
建筑装饰-建筑装饰-专业工程,33,000032.SZ,000032
基础化工-橡胶制品-其他橡胶制品,33,300731.SZ,300731
电子-半导体-数字芯片设计,33,301536.SZ,301536
电子-半导体-模拟芯片设计,17,603160.SH,603160
家用电器-白色家电-家电零部件,33,301280.SZ,301280
电子-消费电子-消费电子零部件及组装,33,301626.SZ,301626
机械设备-通用设备-其他通用设备,17,600343.SH,600343
电子-光学光电子-光学元件,33,002222.SZ,002222
综合-综合-综合Ⅲ,17,600673.SH,600673
通信-通信设备-通信网络设备及器件,17,688205.SH,688205
计算机-计算机设备-其他计算机设备,33,001229.SZ,001229
通信-通信设备-通信线缆及配套,17,600105.SH,600105
医药生物-中药-中药Ⅲ,33,002412.SZ,002412
机械设备-自动化设备-激光设备,17,688170.SH,688170
计算机-IT服务-IT服务Ⅲ,33,002642.SZ,002642
电子-光学光电子-面板,17,600552.SH,600552
电子-电子化学品-电子化学品Ⅲ,17,603078.SH,603078
机械设备-自动化设备-工控设备,33,002957.SZ,002957
电子-光学光电子-面板,33,000100.SZ,000100
电子-消费电子-消费电子零部件及组装,17,603341.SH,603341
电子-元件-被动元件,33,000636.SZ,000636
机械设备-专用设备-能源及重型设备,33,002353.SZ,002353
机械设备-自动化设备-工控设备,17,603283.SH,603283
通信-通信设备-通信终端及配件,17,603083.SH,603083
电子-光学光电子-光学元件,33,300331.SZ,300331
机械设备-通用设备-磨具磨料,17,600172.SH,600172
电子-半导体-半导体设备,17,688037.SH,688037
电子-消费电子-消费电子零部件及组装,17,603890.SH,603890
建筑装饰-建筑装饰-装饰园林,33,300649.SZ,300649
电子-光学光电子-光学元件,17,688010.SH,688010
国防军工-军工电子-军工电子Ⅲ,17,688002.SH,688002
基础化工-农化制品-农药,17,600596.SH,600596
电子-元件-印制电路板,33,002636.SZ,002636
通信-通信设备-通信网络设备及器件,33,002897.SZ,002897
计算机-软件开发-垂直应用软件,17,688615.SH,688615
家用电器-黑色家电-其他黑色家电,17,688609.SH,688609
电子-电子化学品-电子化学品Ⅲ,17,688378.SH,688378
汽车-汽车服务及其他-其他运输设备,151,920058.BJ,920058
建筑材料-建筑材料-耐火材料,33,002225.SZ,002225
汽车-汽车零部件-底盘与发动机系统,17,603949.SH,603949
机械设备-专用设备-纺织服装设备,17,600545.SH,600545
电力设备-电机-电机Ⅲ,33,301502.SZ,301502
电子-半导体-数字芯片设计,17,688521.SH,688521
传媒-游戏-游戏Ⅲ,17,600892.SH,600892
电子-半导体-半导体设备,33,003043.SZ,003043
机械设备-专用设备-其他专用设备,17,688596.SH,688596
电子-电子化学品-电子化学品Ⅲ,17,688035.SH,688035
电子-半导体-数字芯片设计,17,603501.SH,603501
环保-环保设备-环保设备Ⅲ,17,688376.SH,688376
计算机-IT服务-IT服务Ⅲ,33,000938.SZ,000938
电子-消费电子-消费电子零部件及组装,33,300602.SZ,300602
家用电器-白色家电-家电零部件,33,002860.SZ,002860
机械设备-通用设备-磨具磨料,151,920725.BJ,920725
电子-元件-印制电路板,33,300476.SZ,300476
电力设备-电网设备-输变电设备,17,603312.SH,603312
电子-元件-印制电路板,17,603186.SH,603186
电子-半导体-模拟芯片设计,17,688515.SH,688515
社会服务-其他社会服务-专业服务,33,301306.SZ,301306
电子-消费电子-消费电子零部件及组装,33,002925.SZ,002925
电力设备-电网设备-输变电设备,17,688676.SH,688676
环保-环境治理-水务及水治理,33,300961.SZ,300961
电子-电子化学品-电子化学品Ⅲ,33,300398.SZ,300398
电子-其他电子-其他电子Ⅲ,33,001287.SZ,001287
通信-通信设备-通信终端及配件,33,003031.SZ,003031
机械设备-通用设备-仪器仪表,17,603700.SH,603700
有色金属-小金属-钼,17,601958.SH,601958
房地产-房地产-住宅开发,17,600208.SH,600208
电子-光学光电子-面板,33,300939.SZ,300939
电子-半导体-数字芯片设计,33,300053.SZ,300053
电子-光学光电子-光学元件,17,688079.SH,688079
机械设备-通用设备-仪器仪表,33,301197.SZ,301197
电子-半导体-数字芯片设计,17,688041.SH,688041
机械设备-专用设备-能源及重型设备,151,920158.BJ,920158
电力设备-其他电源设备-其他电源设备Ⅲ,33,300491.SZ,300491
计算机-计算机设备-其他计算机设备,17,603019.SH,603019
计算机-IT服务-IT服务Ⅲ,17,688158.SH,688158
基础化工-化学制品-氟化工,17,600378.SH,600378
通信-通信设备-通信网络设备及器件,33,300308.SZ,300308
有色金属-贵金属-贵金属Ⅲ,33,002155.SZ,002155
基础化工-非金属材料-非金属材料Ⅲ,33,001359.SZ,001359
机械设备-通用设备-仪器仪表,17,688539.SH,688539
电子-光学光电子-面板,33,301321.SZ,301321
电力设备-其他电源设备-其他电源设备Ⅲ,33,301157.SZ,301157
非银金融-多元金融-多元金融Ⅲ,33,002647.SZ,002647
电子-其他电子-其他电子Ⅲ,33,300131.SZ,300131
建筑装饰-建筑装饰-工程咨询服务,17,600846.SH,600846
电子-电子化学品-电子化学品Ⅲ,151,920402.BJ,920402
机械设备-自动化设备-其他自动化设备,151,920125.BJ,920125
计算机-IT服务-IT服务Ⅲ,33,300687.SZ,300687
汽车-汽车零部件-底盘与发动机系统,33,002536.SZ,002536
电子-电子化学品-电子化学品Ⅲ,17,688603.SH,688603
电子-光学光电子-LED,33,301002.SZ,301002
机械设备-专用设备-其他专用设备,151,920014.BJ,920014
电子-半导体-半导体材料,33,002119.SZ,002119
基础化工-化学原料-氯碱,17,603213.SH,603213
电子-半导体-集成电路封测,17,688135.SH,688135
电子-半导体-数字芯片设计,17,688525.SH,688525
计算机-计算机设备-其他计算机设备,33,300302.SZ,300302
计算机-IT服务-IT服务Ⅲ,33,300523.SZ,300523
电子-光学光电子-面板,33,300088.SZ,300088
计算机-计算机设备-其他计算机设备,33,300042.SZ,300042
纺织服饰-纺织制造-辅料,33,002674.SZ,002674
汽车-汽车零部件-其他汽车零部件,17,600523.SH,600523
建筑装饰-建筑装饰-工程咨询服务,33,301365.SZ,301365
基础化工-化学制品-其他化学制品,17,603867.SH,603867
公用事业-燃气-燃气Ⅲ,151,920010.BJ,920010
机械设备-通用设备-仪器仪表,17,688808.SH,688808
社会服务-其他社会服务-专业服务,17,603373.SH,603373
医药生物-医疗服务-医疗研发外包,17,688293.SH,688293
家用电器-小家电-小家电Ⅲ,17,603355.SH,603355
通信-通信设备-通信网络设备及器件,17,688182.SH,688182
电子-消费电子-消费电子零部件及组装,33,301389.SZ,301389
电子-光学光电子-光学元件,33,300566.SZ,300566
非银金融-证券-证券Ⅲ,17,601066.SH,601066
通信-通信设备-通信网络设备及器件,33,001267.SZ,001267
电子-光学光电子-LED,33,300303.SZ,300303
家用电器-厨卫电器-厨卫电器Ⅲ,33,300911.SZ,300911
电子-元件-被动元件,17,600237.SH,600237
电子-光学光电子-LED,33,002654.SZ,002654
基础化工-化学制品-有机硅,151,920015.BJ,920015
电子-电子化学品-电子化学品Ⅲ,17,688106.SH,688106
电子-半导体-数字芯片设计,17,688807.SH,688807
计算机-IT服务-IT服务Ⅲ,151,920790.BJ,920790
环保-环保设备-环保设备Ⅲ,17,688309.SH,688309
电子-消费电子-消费电子零部件及组装,17,601138.SH,601138
通信-通信设备-通信网络设备及器件,33,002902.SZ,002902
通信-通信设备-通信网络设备及器件,17,688668.SH,688668
机械设备-通用设备-仪器仪表,17,688628.SH,688628
计算机-软件开发-垂直应用软件,33,301269.SZ,301269
电子-半导体-数字芯片设计,17,688385.SH,688385
基础化工-塑料制品-合成树脂,33,300487.SZ,300487
电子-电子化学品-电子化学品Ⅲ,33,300576.SZ,300576
通信-通信设备-通信网络设备及器件,33,300548.SZ,300548
非银金融-证券-证券Ⅲ,33,000783.SZ,000783
医药生物-化学制药-化学制剂,17,688266.SH,688266
计算机-IT服务-IT服务Ⅲ,33,301248.SZ,301248
机械设备-专用设备-纺织服装设备,22,600302.SH,600302
通信-通信服务-通信应用增值服务,33,300578.SZ,300578
电子-消费电子-消费电子零部件及组装,17,688260.SH,688260
机械设备-通用设备-制冷空调设备,33,301252.SZ,301252
计算机-计算机设备-其他计算机设备,33,300249.SZ,300249
电子-光学光电子-光学元件,151,920438.BJ,920438
有色金属-工业金属-铜,17,601609.SH,601609
电子-光学光电子-光学元件,17,688127.SH,688127
轻工制造-家居用品-定制家居,33,301227.SZ,301227
电子-光学光电子-光学元件,17,688322.SH,688322
国防军工-军工装备-航天装备,17,601698.SH,601698
机械设备-专用设备-能源及重型设备,33,300480.SZ,300480
机械设备-专用设备-其他专用设备,33,002837.SZ,002837
医药生物-化学制药-化学制剂,17,600851.SH,600851
综合-综合-综合Ⅲ,33,000632.SZ,000632
电子-消费电子-消费电子零部件及组装,17,600203.SH,600203
计算机-计算机设备-安防设备,33,003004.SZ,003004
计算机-计算机设备-其他计算机设备,17,603496.SH,603496
