market_code,所属同花顺行业,股票代码,code
17,电子-光学光电子-面板,603773.SH,603773
17,电子-电子化学品-电子化学品Ⅲ,603115.SH,603115
17,汽车-汽车零部件-车身附件及饰件,603306.SH,603306
17,电子-消费电子-消费电子零部件及组装,601138.SH,601138
33,基础化工-非金属材料-非金属材料Ⅲ,001359.SZ,001359
33,有色金属-小金属-钨,002842.SZ,002842
33,有色金属-小金属-其他小金属,000962.SZ,000962
33,有色金属-贵金属-贵金属Ⅲ,001337.SZ,001337
17,钢铁-钢铁-特钢,603995.SH,603995
33,电子-半导体-数字芯片设计,002213.SZ,002213
17,电力设备-电网设备-线缆部件及其他,603618.SH,603618
33,轻工制造-家居用品-文娱用品,002348.SZ,002348
33,计算机-计算机设备-其他计算机设备,001229.SZ,001229
17,通信-通信服务-通信工程及服务,603206.SH,603206
33,非银金融-证券-证券Ⅲ,000712.SZ,000712
33,有色金属-小金属-其他小金属,002182.SZ,002182
17,医药生物-医疗服务-医疗研发外包,600721.SH,600721
17,电子-消费电子-消费电子零部件及组装,603626.SH,603626
17,基础化工-农化制品-磷肥及磷化工,600078.SH,600078
33,汽车-汽车零部件-底盘与发动机系统,002536.SZ,002536
33,计算机-IT服务-IT服务Ⅲ,002649.SZ,002649
17,电力设备-电网设备-线缆部件及其他,601700.SH,601700
17,机械设备-通用设备-其他通用设备,688333.SH,688333
33,基础化工-化学制品-其他化学制品,301373.SZ,301373
17,电子-消费电子-消费电子零部件及组装,600130.SH,600130
17,传媒-文化传媒-广告营销,600556.SH,600556
33,机械设备-通用设备-机床工具,300083.SZ,300083
33,计算机-IT服务-IT服务Ⅲ,301248.SZ,301248
33,商贸零售-互联网电商-互联网电商Ⅲ,300209.SZ,300209
33,纺织服饰-服装家纺-饰品,002721.SZ,002721
17,机械设备-通用设备-金属制品,688257.SH,688257
17,国防军工-军工装备-航空装备,688237.SH,688237
33,医药生物-医疗器械-医疗耗材,301093.SZ,301093
33,社会服务-教育-教育Ⅲ,002607.SZ,002607
33,商贸零售-互联网电商-互联网电商Ⅲ,300592.SZ,300592
33,基础化工-橡胶制品-其他橡胶制品,300731.SZ,300731
151,机械设备-通用设备-磨具磨料,920725.BJ,920725
33,基础化工-塑料制品-膜材料,300806.SZ,300806
33,交通运输-物流-物流Ⅲ,300873.SZ,300873
17,机械设备-通用设备-金属制品,688308.SH,688308
17,有色金属-贵金属-贵金属Ⅲ,600961.SH,600961
33,电子-光学光电子-LED,301362.SZ,301362
33,电子-半导体-半导体材料,301611.SZ,301611
17,电子-其他电子-其他电子Ⅲ,600353.SH,600353
17,电子-半导体-半导体设备,688729.SH,688729
17,机械设备-自动化设备-机器人,688218.SH,688218
33,通信-通信设备-通信网络设备及器件,301307.SZ,301307
33,机械设备-专用设备-其他专用设备,300151.SZ,300151
33,机械设备-通用设备-其他通用设备,300984.SZ,300984
33,建筑材料-建筑材料-玻璃玻纤,300196.SZ,300196
17,电子-半导体-数字芯片设计,688593.SH,688593
17,电子-消费电子-消费电子零部件及组装,603890.SH,603890
33,电子-半导体-数字芯片设计,301666.SZ,301666
33,电子-消费电子-消费电子零部件及组装,300679.SZ,300679
33,电力设备-电网设备-输变电设备,301295.SZ,301295
17,纺织服饰-纺织制造-印染,605189.SH,605189
151,电力设备-电池-锂电专用设备,920779.BJ,920779
17,电子-半导体-半导体材料,603991.SH,603991
151,有色金属-金属新材料-其他金属新材料,920078.BJ,920078
17,计算机-IT服务-IT服务Ⅲ,688500.SH,688500
17,医药生物-生物制品-疫苗,688319.SH,688319
17,电子-半导体-分立器件,688711.SH,688711
17,电子-电子化学品-电子化学品Ⅲ,688150.SH,688150
17,有色金属-金属新材料-其他金属新材料,688102.SH,688102
33,电力设备-电池-电池化学品,002709.SZ,002709
17,国防军工-军工电子-军工电子Ⅲ,603488.SH,603488
33,有色金属-能源金属-锂,002192.SZ,002192
17,医药生物-医疗器械-体外诊断,688068.SH,688068
33,电力设备-电池-电池化学品,300769.SZ,300769
33,有色金属-工业金属-铜,000630.SZ,000630
17,汽车-汽车零部件-车身附件及饰件,603048.SH,603048
33,电子-其他电子-其他电子Ⅲ,301328.SZ,301328
33,轻工制造-家居用品-其他家居用品,301193.SZ,301193
33,汽车-汽车服务及其他-其他运输设备,301322.SZ,301322
151,电力设备-光伏设备-光伏辅材,920007.BJ,920007
33,机械设备-通用设备-金属制品,300780.SZ,300780
33,计算机-计算机设备-安防设备,300270.SZ,300270
17,电子-半导体-模拟芯片设计,600460.SH,600460
151,家用电器-小家电-小家电Ⅲ,920926.BJ,920926
17,电子-半导体-数字芯片设计,603893.SH,603893
33,基础化工-塑料制品-膜材料,002585.SZ,002585
33,机械设备-专用设备-印刷包装机械,300195.SZ,300195
33,电子-消费电子-消费电子零部件及组装,301626.SZ,301626
17,医药生物-生物制品-其他生物制品,688062.SH,688062
17,电子-光学光电子-LED,600703.SH,600703
33,环保-环境治理-固废治理,000546.SZ,000546
17,计算机-IT服务-IT服务Ⅲ,600936.SH,600936
33,国防军工-军工电子-军工电子Ⅲ,002414.SZ,002414
33,电子-元件-印制电路板,300739.SZ,300739
17,基础化工-化学制品-其他化学制品,603683.SH,603683
33,建筑装饰-建筑装饰-基础建设,301046.SZ,301046
33,医药生物-化学制药-原料药,300199.SZ,300199
17,电子-半导体-数字芯片设计,688332.SH,688332
33,电子-元件-印制电路板,000823.SZ,000823
17,基础化工-化学制品-其他化学制品,600500.SH,600500
33,建筑装饰-建筑装饰-工程咨询服务,301365.SZ,301365
17,有色金属-能源金属-锂,603399.SH,603399
17,计算机-软件开发-垂直应用软件,688206.SH,688206
33,电子-元件-印制电路板,300964.SZ,300964
33,基础化工-塑料制品-改性塑料,002838.SZ,002838
33,机械设备-专用设备-能源及重型设备,002353.SZ,002353
33,电力设备-电网设备-输变电设备,300932.SZ,300932
151,电子-半导体-半导体设备,920186.BJ,920186
17,电子-半导体-半导体材料,688138.SH,688138
33,基础化工-化学制品-其他化学制品,300596.SZ,300596
17,电子-半导体-数字芯片设计,688018.SH,688018
17,电子-元件-印制电路板,688655.SH,688655
33,国防军工-军工电子-军工电子Ⅲ,002338.SZ,002338
33,汽车-汽车零部件-底盘与发动机系统,002283.SZ,002283
33,建筑装饰-建筑装饰-专业工程,000032.SZ,000032
33,汽车-汽车零部件-车身附件及饰件,301529.SZ,301529
33,电子-元件-被动元件,002138.SZ,002138
33,机械设备-专用设备-楼宇设备,002774.SZ,002774
17,房地产-房地产-住宅开发,600094.SH,600094
33,房地产-房地产-商业地产,000608.SZ,000608
33,电子-元件-印制电路板,001389.SZ,001389
33,电子-元件-印制电路板,002916.SZ,002916
17,通信-通信设备-通信网络设备及器件,688618.SH,688618
33,机械设备-专用设备-其他专用设备,300833.SZ,300833
33,机械设备-通用设备-制冷空调设备,300990.SZ,300990
151,建筑材料-建筑材料-耐火材料,920792.BJ,920792
17,基础化工-塑料制品-合成树脂,688716.SH,688716
17,电子-半导体-模拟芯片设计,688045.SH,688045
33,计算机-IT服务-IT服务Ⅲ,300419.SZ,300419
33,有色金属-小金属-稀土,000831.SZ,000831
17,医药生物-化学制药-化学制剂,600664.SH,600664
17,机械设备-自动化设备-工控设备,688320.SH,688320
17,家用电器-白色家电-家电零部件,603726.SH,603726
33,电子-电子化学品-电子化学品Ⅲ,300684.SZ,300684
33,电力设备-电池-电池化学品,002805.SZ,002805
33,计算机-软件开发-垂直应用软件,301159.SZ,301159
17,电子-光学光电子-光学元件,688010.SH,688010
33,机械设备-通用设备-其他通用设备,300263.SZ,300263
17,基础化工-化学制品-有机硅,605366.SH,605366
17,电子-半导体-数字芯片设计,688041.SH,688041
33,通信-通信设备-通信线缆及配套,000070.SZ,000070
33,电力设备-电池-锂电专用设备,300619.SZ,300619
33,机械设备-专用设备-纺织服装设备,301053.SZ,301053
33,电子-光学光电子-面板,300909.SZ,300909
17,机械设备-通用设备-金属制品,603308.SH,603308
33,基础化工-塑料制品-其他塑料制品,301591.SZ,301591
151,机械设备-专用设备-其他专用设备,920475.BJ,920475
17,有色金属-小金属-钼,601958.SH,601958
17,煤炭-煤炭开采加工-煤炭开采,600726.SH,600726
17,农林牧渔-农产品加工-其他农产品加工,600191.SH,600191
33,医药生物-化学制药-化学制剂,002653.SZ,002653
17,家用电器-小家电-小家电Ⅲ,603219.SH,603219
33,电子-半导体-分立器件,300373.SZ,300373
151,机械设备-自动化设备-其他自动化设备,920096.BJ,920096
33,基础化工-化学纤维-其他纤维,300905.SZ,300905
33,医药生物-化学制药-原料药,300401.SZ,300401
33,电子-消费电子-消费电子零部件及组装,301387.SZ,301387
17,计算机-软件开发-垂直应用软件,688083.SH,688083
17,机械设备-通用设备-其他通用设备,603757.SH,603757
33,医药生物-医疗服务-医疗研发外包,301201.SZ,301201
151,食品饮料-饮料制造-乳品,920786.BJ,920786
151,计算机-计算机设备-其他计算机设备,920190.BJ,920190
33,汽车-汽车零部件-汽车电子电气系统,300745.SZ,300745
33,医药生物-生物制品-其他生物制品,301393.SZ,301393
17,传媒-文化传媒-广告营销,605168.SH,605168
17,环保-环境治理-综合环境治理,688480.SH,688480
17,建筑装饰-建筑装饰-基础建设,601611.SH,601611
33,机械设备-专用设备-其他专用设备,300836.SZ,300836
17,有色金属-工业金属-铜,600490.SH,600490
33,电子-消费电子-消费电子零部件及组装,300709.SZ,300709
33,汽车-汽车零部件-底盘与发动机系统,301550.SZ,301550
17,机械设备-通用设备-机床工具,688577.SH,688577
33,环保-环境治理-综合环境治理,002645.SZ,002645
33,电子-元件-被动元件,301458.SZ,301458
33,计算机-软件开发-垂直应用软件,300598.SZ,300598
17,医药生物-医疗器械-医疗设备,688277.SH,688277
33,有色金属-小金属-其他小金属,002738.SZ,002738
33,电子-光学光电子-光学元件,002273.SZ,002273
17,基础化工-化学制品-其他化学制品,688133.SH,688133
33,医药生物-医疗器械-医疗耗材,300677.SZ,300677
151,电力设备-电池-电池化学品,920193.BJ,920193
33,电力设备-其他电源设备-其他电源设备Ⅲ,002518.SZ,002518
33,电子-其他电子-其他电子Ⅲ,002885.SZ,002885
33,电子-电子化学品-电子化学品Ⅲ,300537.SZ,300537
33,基础化工-塑料制品-改性塑料,300586.SZ,300586
17,基础化工-化学纤维-其他纤维,688295.SH,688295
17,电子-半导体-分立器件,688261.SH,688261
33,机械设备-轨交设备-轨交设备Ⅲ,002972.SZ,002972
17,机械设备-专用设备-其他专用设备,600520.SH,600520
17,电子-半导体-集成电路封测,688820.SH,688820
33,电子-元件-印制电路板,300852.SZ,300852
33,环保-环保设备-环保设备Ⅲ,300137.SZ,300137
33,电力设备-其他电源设备-其他电源设备Ⅲ,002366.SZ,002366
33,纺织服饰-服装家纺-服装,002875.SZ,002875
17,电子-消费电子-消费电子零部件及组装,688210.SH,688210
33,轻工制造-家居用品-瓷砖地板,002631.SZ,002631
151,有色金属-小金属-其他小金属,920068.BJ,920068
33,机械设备-专用设备-纺织服装设备,002021.SZ,002021
33,基础化工-化学制品-其他化学制品,300174.SZ,300174
33,基础化工-化学制品-氟化工,002407.SZ,002407
17,电子-半导体-分立器件,688230.SH,688230
17,电子-半导体-数字芯片设计,688728.SH,688728
33,家用电器-白色家电-家电零部件,301280.SZ,301280
17,电子-元件-印制电路板,688183.SH,688183
151,基础化工-化学制品-涂料油墨,920206.BJ,920206
33,医药生物-化学制药-化学制剂,000566.SZ,000566
33,机械设备-通用设备-其他通用设备,002272.SZ,002272
33,轻工制造-家居用品-定制家居,300749.SZ,300749
33,房地产-房地产-住宅开发,002016.SZ,002016
33,电子-消费电子-消费电子零部件及组装,300822.SZ,300822
33,基础化工-化学制品-其他化学制品,300721.SZ,300721
17,电子-半导体-模拟芯片设计,688325.SH,688325
17,电子-电子化学品-电子化学品Ⅲ,688683.SH,688683
17,轻工制造-造纸-造纸Ⅲ,603863.SH,603863
17,电子-光学光电子-面板,605588.SH,605588
17,食品饮料-饮料制造-软饮料,600962.SH,600962
17,电子-消费电子-消费电子零部件及组装,603296.SH,603296
33,国防军工-军工电子-军工电子Ⅲ,301571.SZ,301571
33,纺织服饰-服装家纺-饰品,000026.SZ,000026
33,纺织服饰-纺织制造-其他纺织,300819.SZ,300819
17,基础化工-塑料制品-其他塑料制品,603580.SH,603580
17,非银金融-证券-证券Ⅲ,600909.SH,600909
17,基础化工-塑料制品-膜材料,688386.SH,688386
33,计算机-计算机设备-其他计算机设备,300857.SZ,300857
33,国防军工-军工电子-军工电子Ⅲ,002025.SZ,002025
33,电子-消费电子-消费电子零部件及组装,300812.SZ,300812
33,机械设备-通用设备-金属制品,002514.SZ,002514
33,计算机-计算机设备-其他计算机设备,002180.SZ,002180
33,电子-消费电子-消费电子零部件及组装,002947.SZ,002947
17,计算机-计算机设备-其他计算机设备,603516.SH,603516
17,电子-半导体-模拟芯片设计,688220.SH,688220
33,计算机-软件开发-横向通用软件,300454.SZ,300454
33,汽车-汽车零部件-其他汽车零部件,301005.SZ,301005
17,电子-元件-印制电路板,603459.SH,603459
151,电子-消费电子-消费电子零部件及组装,920267.BJ,920267
17,机械设备-自动化设备-机器人,688017.SH,688017
33,机械设备-通用设备-机床工具,301603.SZ,301603
33,国防军工-军工装备-航空装备,002023.SZ,002023
151,电子-半导体-半导体材料,920012.BJ,920012
17,建筑装饰-建筑装饰-装饰园林,605289.SH,605289
17,电子-半导体-数字芯片设计,688385.SH,688385
33,机械设备-通用设备-其他通用设备,002131.SZ,002131
33,有色金属-能源金属-锂,002240.SZ,002240
151,电子-其他电子-其他电子Ⅲ,920181.BJ,920181
33,电力设备-电网设备-电气自控设备,001388.SZ,001388
17,机械设备-专用设备-其他专用设备,603895.SH,603895
33,机械设备-自动化设备-其他自动化设备,301360.SZ,301360
33,有色金属-贵金属-贵金属Ⅲ,002237.SZ,002237
17,电子-半导体-数字芯片设计,688107.SH,688107
17,医药生物-生物制品-血液制品,688163.SH,688163
17,医药生物-医疗服务-医疗研发外包,603127.SH,603127
33,汽车-汽车零部件-其他汽车零部件,300816.SZ,300816
33,环保-环境治理-固废治理,002973.SZ,002973
17,机械设备-专用设备-其他专用设备,603011.SH,603011
33,电力设备-其他电源设备-其他电源设备Ⅲ,300491.SZ,300491
17,机械设备-自动化设备-其他自动化设备,605186.SH,605186
33,建筑装饰-建筑装饰-装饰园林,002989.SZ,002989
17,医药生物-医疗服务-医疗研发外包,603259.SH,603259
17,电子-半导体-模拟芯片设计,603375.SH,603375
33,电子-半导体-集成电路封测,002077.SZ,002077
33,建筑材料-建筑材料-其他建材,300234.SZ,300234
33,公用事业-电力-火电,001896.SZ,001896
17,电力设备-电网设备-线缆部件及其他,603530.SH,603530
17,商贸零售-零售-商业物业经营,600162.SH,600162
33,电子-半导体-集成电路封测,002156.SZ,002156
33,房地产-房地产-住宅开发,000609.SZ,000609
22,国防军工-军工装备-航天装备,688066.SH,688066
17,电子-半导体-数字芯片设计,688802.SH,688802
33,计算机-IT服务-IT服务Ⅲ,300264.SZ,300264
33,汽车-汽车零部件-底盘与发动机系统,002806.SZ,002806
33,机械设备-通用设备-金属制品,300985.SZ,300985
17,电子-半导体-数字芯片设计,688008.SH,688008
17,电子-元件-印制电路板,603920.SH,603920
151,农林牧渔-农产品加工-畜禽饲料,920275.BJ,920275
17,交通运输-港口航运-航运,603162.SH,603162
33,机械设备-通用设备-仪器仪表,300553.SZ,300553
17,机械设备-通用设备-金属制品,601002.SH,601002
17,基础化工-化学制品-有机硅,603155.SH,603155
22,电子-消费电子-消费电子零部件及组装,603595.SH,603595
33,汽车-汽车零部件-底盘与发动机系统,301072.SZ,301072
151,电力设备-电池-电池化学品,920809.BJ,920809
33,纺织服饰-服装家纺-服装,300005.SZ,300005
33,电子-消费电子-消费电子零部件及组装,300322.SZ,300322
17,电子-半导体-分立器件,603290.SH,603290
33,基础化工-农化制品-钾肥,002545.SZ,002545
17,机械设备-通用设备-其他通用设备,603090.SH,603090
151,医药生物-生物制品-其他生物制品,920047.BJ,920047
33,机械设备-通用设备-仪器仪表,301528.SZ,301528
33,机械设备-专用设备-能源及重型设备,300435.SZ,300435
33,机械设备-通用设备-其他通用设备,300503.SZ,300503
33,传媒-文化传媒-数字媒体,301313.SZ,301313
17,机械设备-通用设备-仪器仪表,688628.SH,688628
151,电子-光学光电子-光学元件,920438.BJ,920438
151,电子-消费电子-消费电子零部件及组装,920357.BJ,920357
17,医药生物-医疗器械-医疗耗材,688108.SH,688108
17,电子-元件-被动元件,603738.SH,603738
17,医药生物-化学制药-化学制剂,688221.SH,688221
17,建筑材料-建筑材料-玻璃玻纤,603601.SH,603601
17,电子-半导体-模拟芯片设计,688173.SH,688173
17,基础化工-化学制品-氟化工,600160.SH,600160
17,通信-通信设备-通信网络设备及器件,688387.SH,688387
17,汽车-汽车零部件-车身附件及饰件,603085.SH,603085
33,建筑材料-建筑材料-其他建材,001212.SZ,001212
33,基础化工-化学纤维-其他纤维,300876.SZ,300876
33,电力设备-其他电源设备-其他电源设备Ⅲ,300593.SZ,300593
151,基础化工-非金属材料-非金属材料Ⅲ,920083.BJ,920083
17,计算机-软件开发-垂直应用软件,688657.SH,688657
33,环保-环保设备-环保设备Ⅲ,000967.SZ,000967
33,电子-消费电子-消费电子零部件及组装,300843.SZ,300843
33,电子-元件-印制电路板,002134.SZ,002134
17,基础化工-化学制品-其他化学制品,688199.SH,688199
17,医药生物-医疗服务-医疗研发外包,688710.SH,688710
33,汽车-汽车零部件-其他汽车零部件,300473.SZ,300473
33,基础化工-塑料制品-其他塑料制品,300243.SZ,300243
33,有色金属-工业金属-铜,000878.SZ,000878
33,社会服务-其他社会服务-专业服务,300662.SZ,300662
22,电子-半导体-模拟芯片设计,688270.SH,688270
33,电力设备-电池-电池化学品,301358.SZ,301358
17,食品饮料-食品加工制造-调味发酵品,600186.SH,600186
17,计算机-软件开发-横向通用软件,600588.SH,600588
33,计算机-计算机设备-其他计算机设备,000977.SZ,000977
33,电子-消费电子-消费电子零部件及组装,002635.SZ,002635
17,电力设备-光伏设备-光伏加工设备,688726.SH,688726
17,机械设备-通用设备-其他通用设备,688448.SH,688448
17,计算机-IT服务-IT服务Ⅲ,688228.SH,688228
17,基础化工-塑料制品-改性塑料,688669.SH,688669
33,汽车-汽车零部件-其他汽车零部件,300969.SZ,300969
33,轻工制造-家居用品-其他家居用品,301595.SZ,301595
33,计算机-IT服务-IT服务Ⅲ,300250.SZ,300250
33,计算机-IT服务-IT服务Ⅲ,300167.SZ,300167
151,基础化工-橡胶制品-其他橡胶制品,920225.BJ,920225
17,机械设备-通用设备-仪器仪表,688539.SH,688539
33,交通运输-物流-物流Ⅲ,300013.SZ,300013
33,机械设备-通用设备-磨具磨料,002046.SZ,002046
33,计算机-IT服务-IT服务Ⅲ,300170.SZ,300170
17,汽车-汽车零部件-其他汽车零部件,605018.SH,605018
33,电子-光学光电子-面板,001399.SZ,001399
33,汽车-汽车零部件-底盘与发动机系统,301397.SZ,301397
17,电子-光学光电子-面板,688055.SH,688055
17,环保-环境治理-综合环境治理,688485.SH,688485
17,电力设备-其他电源设备-其他电源设备Ⅲ,688719.SH,688719
33,国防军工-军工电子-军工电子Ⅲ,301682.SZ,301682
33,电子-光学光电子-LED,002654.SZ,002654
17,有色金属-工业金属-铝,600888.SH,600888
33,电子-消费电子-品牌消费电子,301189.SZ,301189
33,电子-其他电子-其他电子Ⅲ,301031.SZ,301031
33,有色金属-工业金属-铅锌,000060.SZ,000060
17,电子-半导体-集成电路制造,688469.SH,688469
33,计算机-软件开发-垂直应用软件,300085.SZ,300085
33,汽车-汽车服务及其他-汽车服务,300825.SZ,300825
33,机械设备-专用设备-其他专用设备,001400.SZ,001400
33,计算机-IT服务-IT服务Ⅲ,000034.SZ,000034
33,汽车-汽车零部件-底盘与发动机系统,002126.SZ,002126
17,国防军工-军工电子-军工电子Ⅲ,688511.SH,688511
17,电力设备-电池-锂电专用设备,688006.SH,688006
33,医药生物-医疗器械-医疗耗材,301234.SZ,301234
33,计算机-软件开发-垂直应用软件,300525.SZ,300525
33,机械设备-专用设备-楼宇设备,300931.SZ,300931
33,国防军工-军工电子-军工电子Ⅲ,300762.SZ,300762
151,机械设备-专用设备-其他专用设备,920026.BJ,920026
33,有色金属-工业金属-铜,000737.SZ,000737
17,计算机-IT服务-IT服务Ⅲ,600666.SH,600666
33,电子-其他电子-其他电子Ⅲ,300184.SZ,300184
17,机械设备-自动化设备-激光设备,688559.SH,688559
33,环保-环境治理-综合环境治理,002887.SZ,002887
33,有色金属-工业金属-铜,002171.SZ,002171
17,电子-消费电子-消费电子零部件及组装,603380.SH,603380
17,国防军工-军工电子-军工电子Ⅲ,688175.SH,688175
17,机械设备-通用设备-仪器仪表,688115.SH,688115
17,机械设备-通用设备-金属制品,603339.SH,603339
17,机械设备-通用设备-机床工具,688697.SH,688697
33,环保-环境治理-大气治理,002549.SZ,002549
151,机械设备-自动化设备-工控设备,920885.BJ,920885
33,基础化工-化学纤维-涤纶,000703.SZ,000703
151,机械设备-通用设备-仪器仪表,920509.BJ,920509
17,国防军工-军工装备-地面兵装,600184.SH,600184
33,家用电器-厨卫电器-厨卫电器Ⅲ,300911.SZ,300911
33,基础化工-塑料制品-改性塑料,002886.SZ,002886
17,电子-半导体-数字芯片设计,688521.SH,688521
17,电子-半导体-模拟芯片设计,688709.SH,688709
33,电子-半导体-分立器件,300623.SZ,300623
17,医药生物-医疗器械-医疗耗材,603976.SH,603976
151,纺织服饰-纺织制造-辅料,920527.BJ,920527
33,机械设备-自动化设备-激光设备,300747.SZ,300747
17,通信-通信设备-通信网络设备及器件,688668.SH,688668
17,医药生物-医疗器械-医疗设备,688301.SH,688301
33,机械设备-通用设备-金属制品,002871.SZ,002871
17,医药生物-中药-中药Ⅲ,603139.SH,603139
151,计算机-软件开发-垂直应用软件,920932.BJ,920932
33,电子-消费电子-品牌消费电子,002888.SZ,002888
17,通信-通信设备-通信终端及配件,688027.SH,688027
17,社会服务-教育-教育Ⅲ,600661.SH,600661
33,通信-通信设备-通信网络设备及器件,002796.SZ,002796
17,电力设备-电网设备-输变电设备,603097.SH,603097
33,家用电器-小家电-小家电Ⅲ,003023.SZ,003023
33,电力设备-其他电源设备-其他电源设备Ⅲ,002364.SZ,002364
151,机械设备-工程机械-工程机械Ⅲ,920002.BJ,920002
17,有色金属-金属新材料-磁性材料,688077.SH,688077
17,电力设备-电池-电池化学品,688733.SH,688733
17,电子-半导体-数字芯片设计,688807.SH,688807
33,电力设备-电机-电机Ⅲ,300907.SZ,300907
17,计算机-软件开发-垂直应用软件,688291.SH,688291
33,基础化工-塑料制品-改性塑料,300834.SZ,300834
33,通信-通信设备-通信网络设备及器件,301419.SZ,301419
33,基础化工-化学制品-其他化学制品,301617.SZ,301617
33,电子-半导体-半导体材料,301678.SZ,301678
151,医药生物-化学制药-原料药,920367.BJ,920367
33,计算机-软件开发-垂直应用软件,300033.SZ,300033
151,基础化工-塑料制品-改性塑料,920469.BJ,920469
33,家用电器-白色家电-家电零部件,002290.SZ,002290
17,机械设备-通用设备-仪器仪表,603700.SH,603700
17,电子-元件-被动元件,600237.SH,600237
33,电子-电子化学品-电子化学品Ⅲ,002643.SZ,002643
33,基础化工-化学制品-其他化学制品,002669.SZ,002669
33,传媒-文化传媒-广告营销,301171.SZ,301171
17,计算机-软件开发-垂直应用软件,688109.SH,688109
17,计算机-软件开发-横向通用软件,688095.SH,688095
33,计算机-软件开发-垂直应用软件,300096.SZ,300096
33,通信-通信设备-通信网络设备及器件,301577.SZ,301577
17,电子-半导体-模拟芯片设计,688209.SH,688209
17,电子-半导体-模拟芯片设计,688484.SH,688484
17,环保-环境治理-水务及水治理,688069.SH,688069
33,家用电器-白色家电-家电零部件,300342.SZ,300342
17,有色金属-工业金属-铅锌,601020.SH,601020
17,基础化工-化学制品-其他化学制品,603010.SH,603010
33,电子-光学光电子-面板,003019.SZ,003019
17,基础化工-化学纤维-涤纶,601233.SH,601233
33,机械设备-通用设备-金属制品,002896.SZ,002896
33,电子-元件-印制电路板,301282.SZ,301282
151,环保-环保设备-环保设备Ⅲ,920145.BJ,920145
33,家用电器-白色家电-家电零部件,002402.SZ,002402
17,房地产-房地产-住宅开发,600510.SH,600510
151,轻工制造-造纸-造纸Ⅲ,920394.BJ,920394
17,电子-半导体-数字芯片设计,688702.SH,688702
33,计算机-计算机设备-其他计算机设备,300789.SZ,300789
151,基础化工-化学制品-有机硅,920015.BJ,920015
151,建筑材料-建筑材料-耐火材料,920580.BJ,920580
33,计算机-软件开发-横向通用软件,300188.SZ,300188
17,机械设备-自动化设备-其他自动化设备,688400.SH,688400
17,电子-半导体-集成电路封测,688352.SH,688352
33,传媒-游戏-游戏Ⅲ,300467.SZ,300467
151,农林牧渔-种植业与林业-种子生产,920087.BJ,920087
